,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,7,94567,GeroMiesenboeck_2010G_68.31_75.08,6.77,68.31,75.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,many neuroscientists agree with this view and think that understanding will come from more detailed,string,,m a n y _ n e u r o s c i e n t i s t s _ a g r e e _ w i t h _ t h i s _ v i e w _ a n d _ t h i n k _ t h a t _ u n d e r s t a n d i n g _ w i l l _ c o m e _ f r o m _ m o r e _ d e t a i l e d,string,
3,54,94614,GeroMiesenboeck_2010G_390.83_395.36,4.53,390.83,395.36,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,different mixes of genes get turned on and off in different cells,string,,d i f f e r e n t _ m i x e s _ o f _ g e n e s _ g e t _ t u r n e d _ o n _ a n d _ o f f _ i n _ d i f f e r e n t _ c e l l s,string,
4,109,94669,GeroMiesenboeck_2010G_763_765.35,2.35,763.0,765.35,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,but the identities of the individual ,string,,b u t _ t h e _ i d e n t i t i e s _ o f _ t h e _ i n d i v i d u a l _,string,
5,18,94578,GeroMiesenboeck_2010G_130.41_137.02,6.61,130.41,137.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,your perceptions your emotions your memories your plans for the future ,string,,y o u r _ p e r c e p t i o n s _ y o u r _ e m o t i o n s _ y o u r _ m e m o r i e s _ y o u r _ p l a n s _ f o r _ t h e _ f u t u r e _,string,
6,95,94655,GeroMiesenboeck_2010G_683.59_690.47,6.88,683.59,690.47,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,so we set out to identify the cells in the fly 's brain that played the role of the critic and,string,,s o _ w e _ s e t _ o u t _ t o _ i d e n t i f y _ t h e _ c e l l s _ i n _ t h e _ f l y _ ' s _ b r a i n _ t h a t _ p l a y e d _ t h e _ r o l e _ o f _ t h e _ c r i t i c _ a n d,string,
8,72,94632,GeroMiesenboeck_2010G_506.97_515.21,8.24,506.97,515.21,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,, anyway as you 'll see in a moment  susana was able to turn on the flight motor of what 's the equivalent of the spinal cord of these flies,string,,_ a n y w a y _ a s _ y o u _ ' l l _ s e e _ i n _ a _ m o m e n t _ _ s u s a n a _ w a s _ a b l e _ t o _ t u r n _ o n _ t h e _ f l i g h t _ m o t o r _ o f _ w h a t _ ' s _ t h e _ e q u i v a l e n t _ o f _ t h e _ s p i n a l _ c o r d _ o f _ t h e s e _ f l i e s,string,
12,13,94573,GeroMiesenboeck_2010G_104.98_109.17,4.19,104.98,109.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,in this simulation each black dot is one nerve cell,string,,i n _ t h i s _ s i m u l a t i o n _ e a c h _ b l a c k _ d o t _ i s _ o n e _ n e r v e _ c e l l,string,
14,79,94639,GeroMiesenboeck_2010G_555.52_561.7,6.18,555.52,561.7,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,creating a constant pressure to decide what to do next we cope with this pressure,string,,c r e a t i n g _ a _ c o n s t a n t _ p r e s s u r e _ t o _ d e c i d e _ w h a t _ t o _ d o _ n e x t _ w e _ c o p e _ w i t h _ t h i s _ p r e s s u r e,string,
20,124,94684,GeroMiesenboeck_2010G_863.89_867.46,3.57,863.89,867.46,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,,that we can construct an electronic toy circuit,string,,t h a t _ w e _ c a n _ c o n s t r u c t _ a n _ e l e c t r o n i c _ t o y _ c i r c u i t,string,
21,147,94707,GeroMiesenboeck_2010G_1004.84_1014.2,9.36,1004.84,1014.2,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeroMiesenboeck_2010G.sph,sph,,GeroMiesenboeck_2010G,string,, about we have lifted the identity of the critic  but we still have no idea how the critic does its job come to think of it knowing when you 're wrong,string,,_ a b o u t _ w e _ h a v e _ l i f t e d _ t h e _ i d e n t i t y _ o f _ t h e _ c r i t i c _ _ b u t _ w e _ s t i l l _ h a v e _ n o _ i d e a _ h o w _ t h e _ c r i t i c _ d o e s _ i t s _ j o b _ c o m e _ t o _ t h i n k _ o f _ i t _ k n o w i n g _ w h e n _ y o u _ ' r e _ w r o n g,string,
