,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,118,217869,DanielWolpert_2011G_844.81_852.12,7.31,844.81,852.12,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,we don 't work with children we don 't work with hitting but the concept is identical  we bring in two adults we tell them they 're going to play a game,string,,w e _ d o n _ ' t _ w o r k _ w i t h _ c h i l d r e n _ w e _ d o n _ ' t _ w o r k _ w i t h _ h i t t i n g _ b u t _ t h e _ c o n c e p t _ i s _ i d e n t i c a l _ _ w e _ b r i n g _ i n _ t w o _ a d u l t s _ w e _ t e l l _ t h e m _ t h e y _ ' r e _ g o i n g _ t o _ p l a y _ a _ g a m e,string,
3,117,217868,DanielWolpert_2011G_840.43_843.74,3.31,840.43,843.74,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,so we decided to test this in the lab now,string,,s o _ w e _ d e c i d e d _ t o _ t e s t _ t h i s _ i n _ t h e _ l a b _ n o w,string,
5,141,217892,DanielWolpert_2011G_985.86_998.16,12.3,985.86,998.16,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,now this is a bunch of dots moving you will know what this person is doing whether happy sad old young a huge amount of information if these dots were cars going on a racing circuit you would have absolutely no idea what 's going on,string,,n o w _ t h i s _ i s _ a _ b u n c h _ o f _ d o t s _ m o v i n g _ y o u _ w i l l _ k n o w _ w h a t _ t h i s _ p e r s o n _ i s _ d o i n g _ w h e t h e r _ h a p p y _ s a d _ o l d _ y o u n g _ a _ h u g e _ a m o u n t _ o f _ i n f o r m a t i o n _ i f _ t h e s e _ d o t s _ w e r e _ c a r s _ g o i n g _ o n _ a _ r a c i n g _ c i r c u i t _ y o u _ w o u l d _ h a v e _ a b s o l u t e l y _ n o _ i d e a _ w h a t _ ' s _ g o i n g _ o n,string,
7,123,217874,DanielWolpert_2011G_868.7_875.08,6.38,868.7,875.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,and use your other finger to apply the same force down to the other subject 's finger through a force transfuser and they do,string,,a n d _ u s e _ y o u r _ o t h e r _ f i n g e r _ t o _ a p p l y _ t h e _ s a m e _ f o r c e _ d o w n _ t o _ t h e _ o t h e r _ s u b j e c t _ ' s _ f i n g e r _ t h r o u g h _ a _ f o r c e _ t r a n s f u s e r _ a n d _ t h e y _ d o,string,
8,91,217842,DanielWolpert_2011G_658.77_668.83,10.06,658.77,668.83,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,so one way to reconstruct that is to compare the prediction which is only based on your movement commands with the reality any discrepancy ,string,,s o _ o n e _ w a y _ t o _ r e c o n s t r u c t _ t h a t _ i s _ t o _ c o m p a r e _ t h e _ p r e d i c t i o n _ w h i c h _ i s _ o n l y _ b a s e d _ o n _ y o u r _ m o v e m e n t _ c o m m a n d s _ w i t h _ t h e _ r e a l i t y _ a n y _ d i s c r e p a n c y _,string,
10,80,217831,DanielWolpert_2011G_590_597.43,7.43,590.0,597.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,you get sensory feedback back and that transformation is governed by the physics of your body and your sensory apparatus ,string,,y o u _ g e t _ s e n s o r y _ f e e d b a c k _ b a c k _ a n d _ t h a t _ t r a n s f o r m a t i o n _ i s _ g o v e r n e d _ b y _ t h e _ p h y s i c s _ o f _ y o u r _ b o d y _ a n d _ y o u r _ s e n s o r y _ a p p a r a t u s _,string,
12,30,217781,DanielWolpert_2011G_221.78_225.02,3.24,221.78,225.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,but let me show you cutting edge robotics now a lot of robotics is very,string,,b u t _ l e t _ m e _ s h o w _ y o u _ c u t t i n g _ e d g e _ r o b o t i c s _ n o w _ a _ l o t _ o f _ r o b o t i c s _ i s _ v e r y,string,
15,59,217810,DanielWolpert_2011G_464.51_473.22,8.71,464.51,473.22,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,and it has real beauty and real explanatory power  and what it really says and what you want to estimate is the probability of different beliefs given your sensory input ,string,,a n d _ i t _ h a s _ r e a l _ b e a u t y _ a n d _ r e a l _ e x p l a n a t o r y _ p o w e r _ _ a n d _ w h a t _ i t _ r e a l l y _ s a y s _ a n d _ w h a t _ y o u _ w a n t _ t o _ e s t i m a t e _ i s _ t h e _ p r o b a b i l i t y _ o f _ d i f f e r e n t _ b e l i e f s _ g i v e n _ y o u r _ s e n s o r y _ i n p u t _,string,
16,124,217875,DanielWolpert_2011G_875.7_881.21,5.51,875.7,881.21,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,, player two 's been told remember the experience of that force use your other hand to apply the force back down ,string,,_ p l a y e r _ t w o _ ' s _ b e e n _ t o l d _ r e m e m b e r _ t h e _ e x p e r i e n c e _ o f _ t h a t _ f o r c e _ u s e _ y o u r _ o t h e r _ h a n d _ t o _ a p p l y _ t h e _ f o r c e _ b a c k _ d o w n _,string,
20,27,217778,DanielWolpert_2011G_200.13_208.86,8.73,200.13,208.86,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,, algorithm for that top problem look at all possible moves to the end of the game and choose the one that makes you win so it 's a very simple algorithm  now of course there are other moves ,string,,_ a l g o r i t h m _ f o r _ t h a t _ t o p _ p r o b l e m _ l o o k _ a t _ a l l _ p o s s i b l e _ m o v e s _ t o _ t h e _ e n d _ o f _ t h e _ g a m e _ a n d _ c h o o s e _ t h e _ o n e _ t h a t _ m a k e s _ y o u _ w i n _ s o _ i t _ ' s _ a _ v e r y _ s i m p l e _ a l g o r i t h m _ _ n o w _ o f _ c o u r s e _ t h e r e _ a r e _ o t h e r _ m o v e s _,string,
31,75,217826,DanielWolpert_2011G_564.43_572.29,7.86,564.43,572.29,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,and what this part really says is i have to predict the probability of different sensory feedbacks given my beliefs ,string,,a n d _ w h a t _ t h i s _ p a r t _ r e a l l y _ s a y s _ i s _ i _ h a v e _ t o _ p r e d i c t _ t h e _ p r o b a b i l i t y _ o f _ d i f f e r e n t _ s e n s o r y _ f e e d b a c k s _ g i v e n _ m y _ b e l i e f s _,string,
35,65,217816,DanielWolpert_2011G_492.43_495.24,2.81,492.43,495.24,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,but you know that your senses are not perfect,string,,b u t _ y o u _ k n o w _ t h a t _ y o u r _ s e n s e s _ a r e _ n o t _ p e r f e c t,string,
37,87,217838,DanielWolpert_2011G_638.26_648.43,10.17,638.26,648.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,so i get two sources i get you tapping on it  and i get me shaking it but from my senses ' point of view that is combined together into one source of information ,string,,s o _ i _ g e t _ t w o _ s o u r c e s _ i _ g e t _ y o u _ t a p p i n g _ o n _ i t _ _ a n d _ i _ g e t _ m e _ s h a k i n g _ i t _ b u t _ f r o m _ m y _ s e n s e s _ ' _ p o i n t _ o f _ v i e w _ t h a t _ i s _ c o m b i n e d _ t o g e t h e r _ i n t o _ o n e _ s o u r c e _ o f _ i n f o r m a t i o n _,string,
40,127,217878,DanielWolpert_2011G_892.75_904.79,12.04,892.75,904.79,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,,and what we 've measured is the force as a function of terms and if we look at what we start with a quarter of a newton there a number of turns perfect would be that red line  and what we see in all pairs of subjects is this,string,,a n d _ w h a t _ w e _ ' v e _ m e a s u r e d _ i s _ t h e _ f o r c e _ a s _ a _ f u n c t i o n _ o f _ t e r m s _ a n d _ i f _ w e _ l o o k _ a t _ w h a t _ w e _ s t a r t _ w i t h _ a _ q u a r t e r _ o f _ a _ n e w t o n _ t h e r e _ a _ n u m b e r _ o f _ t u r n s _ p e r f e c t _ w o u l d _ b e _ t h a t _ r e d _ l i n e _ _ a n d _ w h a t _ w e _ s e e _ i n _ a l l _ p a i r s _ o f _ s u b j e c t s _ i s _ t h i s,string,
41,135,217886,DanielWolpert_2011G_943.67_949.99,6.32,943.67,949.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DanielWolpert_2011G.sph,sph,,DanielWolpert_2011G,string,, system  so it could be bridged in infinitely many different ways so think about just a point to point movement i could choose these two,string,,_ s y s t e m _ _ s o _ i t _ c o u l d _ b e _ b r i d g e d _ i n _ i n f i n i t e l y _ m a n y _ d i f f e r e n t _ w a y s _ s o _ t h i n k _ a b o u t _ j u s t _ a _ p o i n t _ t o _ p o i n t _ m o v e m e n t _ i _ c o u l d _ c h o o s e _ t h e s e _ t w o,string,
