,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,63,225554,MichelLaberge_2014_454.87_457.89,3.02,454.87,457.89,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,, think it 's actually been shortchanged considering it can solve all ,string,,_ t h i n k _ i t _ ' s _ a c t u a l l y _ b e e n _ s h o r t c h a n g e d _ c o n s i d e r i n g _ i t _ c a n _ s o l v e _ a l l _,string,
4,60,225551,MichelLaberge_2014_439.5_447.94,8.44,439.5,447.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,we also spend about six hundred and fifty billion dollars a year in subsidies for oil and gas and renewable energy,string,,w e _ a l s o _ s p e n d _ a b o u t _ s i x _ h u n d r e d _ a n d _ f i f t y _ b i l l i o n _ d o l l a r s _ a _ y e a r _ i n _ s u b s i d i e s _ f o r _ o i l _ a n d _ g a s _ a n d _ r e n e w a b l e _ e n e r g y,string,
6,90,225581,MichelLaberge_2014_637.38_642.36,4.98,637.38,642.36,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,so i decided okay this is good let 's make that  so we built this machine,string,,s o _ i _ d e c i d e d _ o k a y _ t h i s _ i s _ g o o d _ l e t _ ' s _ m a k e _ t h a t _ _ s o _ w e _ b u i l t _ t h i s _ m a c h i n e,string,
8,29,225520,MichelLaberge_2014_198.5_203.14,4.64,198.5,203.14,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,now that was not very satisfactory so some people buy a porsche,string,,n o w _ t h a t _ w a s _ n o t _ v e r y _ s a t i s f a c t o r y _ s o _ s o m e _ p e o p l e _ b u y _ a _ p o r s c h e,string,
9,17,225508,MichelLaberge_2014_109.27_115.36,6.09,109.27,115.36,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,the ocean you can extract the fuel for about one thousandth of a cent per  kilowatt hour so that 's very very cheap ,string,,t h e _ o c e a n _ y o u _ c a n _ e x t r a c t _ t h e _ f u e l _ f o r _ a b o u t _ o n e _ t h o u s a n d t h _ o f _ a _ c e n t _ p e r _ _ k i l o w a t t _ h o u r _ s o _ t h a t _ ' s _ v e r y _ v e r y _ c h e a p _,string,
10,10,225501,MichelLaberge_2014_75.12_79.94,4.82,75.12,79.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,and then there 's fusion  now i like fusion fusion 's much better,string,,a n d _ t h e n _ t h e r e _ ' s _ f u s i o n _ _ n o w _ i _ l i k e _ f u s i o n _ f u s i o n _ ' s _ m u c h _ b e t t e r,string,
12,84,225575,MichelLaberge_2014_591.62_602.3,10.68,591.62,602.3,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,so when you compress that the plasma cools down faster than the compression speed  so you 're trying to compress it but the plasma cooled down and cooled down and cooled down and then it did absolutely nothing ,string,,s o _ w h e n _ y o u _ c o m p r e s s _ t h a t _ t h e _ p l a s m a _ c o o l s _ d o w n _ f a s t e r _ t h a n _ t h e _ c o m p r e s s i o n _ s p e e d _ _ s o _ y o u _ ' r e _ t r y i n g _ t o _ c o m p r e s s _ i t _ b u t _ t h e _ p l a s m a _ c o o l e d _ d o w n _ a n d _ c o o l e d _ d o w n _ a n d _ c o o l e d _ d o w n _ a n d _ t h e n _ i t _ d i d _ a b s o l u t e l y _ n o t h i n g _,string,
13,38,225529,MichelLaberge_2014_254.16_264.88,10.72,254.16,264.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,now in laser fusion you have a little ping pong ball  you put the fusion fuel in the center  and you zap that with a whole bunch of laser around it the lasers are very strong and it squashes the ping pong ball really really quick ,string,,n o w _ i n _ l a s e r _ f u s i o n _ y o u _ h a v e _ a _ l i t t l e _ p i n g _ p o n g _ b a l l _ _ y o u _ p u t _ t h e _ f u s i o n _ f u e l _ i n _ t h e _ c e n t e r _ _ a n d _ y o u _ z a p _ t h a t _ w i t h _ a _ w h o l e _ b u n c h _ o f _ l a s e r _ a r o u n d _ i t _ t h e _ l a s e r s _ a r e _ v e r y _ s t r o n g _ a n d _ i t _ s q u a s h e s _ t h e _ p i n g _ p o n g _ b a l l _ r e a l l y _ r e a l l y _ q u i c k _,string,
15,59,225550,MichelLaberge_2014_429.96_438.22,8.26,429.96,438.22,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,, i can take a selfie and put it on facebook then when my dad sees that he 'll be very proud,string,,_ i _ c a n _ t a k e _ a _ s e l f i e _ a n d _ p u t _ i t _ o n _ f a c e b o o k _ t h e n _ w h e n _ m y _ d a d _ s e e s _ t h a t _ h e _ ' l l _ b e _ v e r y _ p r o u d,string,
16,92,225583,MichelLaberge_2014_650.85_654.7,3.85,650.85,654.7,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,, and with those marketing neutrons then i raised about fifty million dollars,string,,_ a n d _ w i t h _ t h o s e _ m a r k e t i n g _ n e u t r o n s _ t h e n _ i _ r a i s e d _ a b o u t _ f i f t y _ m i l l i o n _ d o l l a r s,string,
17,83,225574,MichelLaberge_2014_590.28_591.83,1.55,590.28,591.83,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MichelLaberge_2014.sph,sph,,MichelLaberge_2014,string,,'s always a catch ,string,,' s _ a l w a y s _ a _ c a t c h _,string,
