,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
1,17,160053,PaulZak_2011G_113.66_120.69,7.03,113.66,120.69,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,so i had this idea that oxytocin might be the moral molecule  i did what most of us do i tried it on some colleagues,string,,s o _ i _ h a d _ t h i s _ i d e a _ t h a t _ o x y t o c i n _ m i g h t _ b e _ t h e _ m o r a l _ m o l e c u l e _ _ i _ d i d _ w h a t _ m o s t _ o f _ u s _ d o _ i _ t r i e d _ i t _ o n _ s o m e _ c o l l e a g u e s,string,
2,66,160102,PaulZak_2011G_418.22_425.08,6.86,418.22,425.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,'ve also investigated non pharmacologic ways to raise oxytocin  these include massage  dancing,string,,' v e _ a l s o _ i n v e s t i g a t e d _ n o n _ p h a r m a c o l o g i c _ w a y s _ t o _ r a i s e _ o x y t o c i n _ _ t h e s e _ i n c l u d e _ m a s s a g e _ _ d a n c i n g,string,
3,35,160071,PaulZak_2011G_216.45_224.23,7.78,216.45,224.23,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,so instead i use the jerry maguire approach to research if you 're so virtuous show me the money ,string,,s o _ i n s t e a d _ i _ u s e _ t h e _ j e r r y _ m a g u i r e _ a p p r o a c h _ t o _ r e s e a r c h _ i f _ y o u _ ' r e _ s o _ v i r t u o u s _ s h o w _ m e _ t h e _ m o n e y _,string,
4,18,160054,PaulZak_2011G_120.62_124.48,3.86,120.62,124.48,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,one of them told me paul that is the world 's stupidist idea,string,,o n e _ o f _ t h e m _ t o l d _ m e _ p a u l _ t h a t _ i s _ t h e _ w o r l d _ ' s _ s t u p i d i s t _ i d e a,string,
5,92,160128,PaulZak_2011G_579.93_587.17,7.24,579.93,587.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,, an hour i 'll be there and i 'll give him a $ two hundred reward great so i tell the guy look  relax get yourself a fat reward life 's good he said i,string,,_ a n _ h o u r _ i _ ' l l _ b e _ t h e r e _ a n d _ i _ ' l l _ g i v e _ h i m _ a _ $ _ t w o _ h u n d r e d _ r e w a r d _ g r e a t _ s o _ i _ t e l l _ t h e _ g u y _ l o o k _ _ r e l a x _ g e t _ y o u r s e l f _ a _ f a t _ r e w a r d _ l i f e _ ' s _ g o o d _ h e _ s a i d _ i,string,
6,73,160109,PaulZak_2011G_461.92_470.79,8.87,461.92,470.79,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,so it 's empathy that makes us connect to other people it 's empathy that makes us help other people it 's empathy,string,,s o _ i t _ ' s _ e m p a t h y _ t h a t _ m a k e s _ u s _ c o n n e c t _ t o _ o t h e r _ p e o p l e _ i t _ ' s _ e m p a t h y _ t h a t _ m a k e s _ u s _ h e l p _ o t h e r _ p e o p l e _ i t _ ' s _ e m p a t h y,string,
10,54,160090,PaulZak_2011G_350.79_354.04,3.25,350.79,354.04,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,, have any effect but the second is,string,,_ h a v e _ a n y _ e f f e c t _ b u t _ t h e _ s e c o n d _ i s,string,
12,111,160147,PaulZak_2011G_692.08_699.87,7.79,692.08,699.87,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,so we in experiments have administered testosterone to men and instead of sharing money they become selfish ,string,,s o _ w e _ i n _ e x p e r i m e n t s _ h a v e _ a d m i n i s t e r e d _ t e s t o s t e r o n e _ t o _ m e n _ a n d _ i n s t e a d _ o f _ s h a r i n g _ m o n e y _ t h e y _ b e c o m e _ s e l f i s h _,string,
14,115,160151,PaulZak_2011G_719.81_729.82,10.01,719.81,729.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,and we have testosterone and men have ten times the testosterone as women so men do this more than women we have testosterone that makes us want to punish people who behave immorally,string,,a n d _ w e _ h a v e _ t e s t o s t e r o n e _ a n d _ m e n _ h a v e _ t e n _ t i m e s _ t h e _ t e s t o s t e r o n e _ a s _ w o m e n _ s o _ m e n _ d o _ t h i s _ m o r e _ t h a n _ w o m e n _ w e _ h a v e _ t e s t o s t e r o n e _ t h a t _ m a k e s _ u s _ w a n t _ t o _ p u n i s h _ p e o p l e _ w h o _ b e h a v e _ i m m o r a l l y,string,
15,30,160066,PaulZak_2011G_190.66_197.08,6.42,190.66,197.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulZak_2011G.sph,sph,,PaulZak_2011G,string,,i had shown in the early 2000s that countries with a higher proportion of trustworthy people are more prosperous ,string,,i _ h a d _ s h o w n _ i n _ t h e _ e a r l y _ 2 0 0 0 s _ t h a t _ c o u n t r i e s _ w i t h _ a _ h i g h e r _ p r o p o r t i o n _ o f _ t r u s t w o r t h y _ p e o p l e _ a r e _ m o r e _ p r o s p e r o u s _,string,
