,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
1,106,113113,GaryHaugen_2015_666.3_675.11,8.81,666.3,675.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,a woman in oregon recently experienced what this would be like she was home alone in her dark house on a saturday night,string,,a _ w o m a n _ i n _ o r e g o n _ r e c e n t l y _ e x p e r i e n c e d _ w h a t _ t h i s _ w o u l d _ b e _ l i k e _ s h e _ w a s _ h o m e _ a l o n e _ i n _ h e r _ d a r k _ h o u s e _ o n _ a _ s a t u r d a y _ n i g h t,string,
5,120,113127,GaryHaugen_2015_789.41_797.82,8.41,789.41,797.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,if you enslave a poor person you 're at greater risk of being struck by lightning than ever being sent to jail for that crime ,string,,i f _ y o u _ e n s l a v e _ a _ p o o r _ p e r s o n _ y o u _ ' r e _ a t _ g r e a t e r _ r i s k _ o f _ b e i n g _ s t r u c k _ b y _ l i g h t n i n g _ t h a n _ e v e r _ b e i n g _ s e n t _ t o _ j a i l _ f o r _ t h a t _ c r i m e _,string,
6,41,113048,GaryHaugen_2015_266.02_270.57,4.55,266.02,270.57,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,there 's eight million kids who don 't have to die from poverty ,string,,t h e r e _ ' s _ e i g h t _ m i l l i o n _ k i d s _ w h o _ d o n _ ' t _ h a v e _ t o _ d i e _ f r o m _ p o v e r t y _,string,
8,40,113047,GaryHaugen_2015_260.93_266.02,5.09,260.93,266.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,way too many of course  but it does mean that every year,string,,w a y _ t o o _ m a n y _ o f _ c o u r s e _ _ b u t _ i t _ d o e s _ m e a n _ t h a t _ e v e r y _ y e a r,string,
11,119,113126,GaryHaugen_2015_787.4_789.48,2.08,787.4,789.48,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,in south asia,string,,i n _ s o u t h _ a s i a,string,
14,86,113093,GaryHaugen_2015_535.27_540.38,5.11,535.27,540.38,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,beatings and the rapes and the torture of violence inside the rice mill ,string,,b e a t i n g s _ a n d _ t h e _ r a p e s _ a n d _ t h e _ t o r t u r e _ o f _ v i o l e n c e _ i n s i d e _ t h e _ r i c e _ m i l l _,string,
17,90,113097,GaryHaugen_2015_565.43_571.32,5.89,565.43,571.32,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,this is why over time i have come to call this epidemic of violence the locust effect ,string,,t h i s _ i s _ w h y _ o v e r _ t i m e _ i _ h a v e _ c o m e _ t o _ c a l l _ t h i s _ e p i d e m i c _ o f _ v i o l e n c e _ t h e _ l o c u s t _ e f f e c t _,string,
18,9,113016,GaryHaugen_2015_63.06_72.95,9.89,63.06,72.95,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,one of the world 's greatest failures of simple compassion  that word compassion actually comes from two latin words,string,,o n e _ o f _ t h e _ w o r l d _ ' s _ g r e a t e s t _ f a i l u r e s _ o f _ s i m p l e _ c o m p a s s i o n _ _ t h a t _ w o r d _ c o m p a s s i o n _ a c t u a l l y _ c o m e s _ f r o m _ t w o _ l a t i n _ w o r d s,string,
19,152,113159,GaryHaugen_2015_966.54_974.78,8.24,966.54,974.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,is private security  but see the rich can pay for safety and can keep getting richer but the,string,,i s _ p r i v a t e _ s e c u r i t y _ _ b u t _ s e e _ t h e _ r i c h _ c a n _ p a y _ f o r _ s a f e t y _ a n d _ c a n _ k e e p _ g e t t i n g _ r i c h e r _ b u t _ t h e,string,
23,175,113182,GaryHaugen_2015_1117.77_1119.76,1.99,1117.77,1119.76,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,likewise,string,,l i k e w i s e,string,
24,147,113154,GaryHaugen_2015_935.92_942.69,6.77,935.92,942.69,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,and i was just asking them how do you guys protect all your people and property from all the violence,string,,a n d _ i _ w a s _ j u s t _ a s k i n g _ t h e m _ h o w _ d o _ y o u _ g u y s _ p r o t e c t _ a l l _ y o u r _ p e o p l e _ a n d _ p r o p e r t y _ f r o m _ a l l _ t h e _ v i o l e n c e,string,
27,191,113198,GaryHaugen_2015_1226.76_1229.88,3.12,1226.76,1229.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,against perpetrators of sexual violence increase by,string,,a g a i n s t _ p e r p e t r a t o r s _ o f _ s e x u a l _ v i o l e n c e _ i n c r e a s e _ b y,string,
28,135,113142,GaryHaugen_2015_868.1_875.13,7.03,868.1,875.13,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,solution of a new well that drastically shortens their walk end of story ,string,,s o l u t i o n _ o f _ a _ n e w _ w e l l _ t h a t _ d r a s t i c a l l y _ s h o r t e n s _ t h e i r _ w a l k _ e n d _ o f _ s t o r y _,string,
31,42,113049,GaryHaugen_2015_271.61_279.97,8.36,271.61,279.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,moreover the number of people in our world who are living in extreme poverty which is defined as living off about a dollar and a quarter a day that has,string,,m o r e o v e r _ t h e _ n u m b e r _ o f _ p e o p l e _ i n _ o u r _ w o r l d _ w h o _ a r e _ l i v i n g _ i n _ e x t r e m e _ p o v e r t y _ w h i c h _ i s _ d e f i n e d _ a s _ l i v i n g _ o f f _ a b o u t _ a _ d o l l a r _ a n d _ a _ q u a r t e r _ a _ d a y _ t h a t _ h a s,string,
34,80,113087,GaryHaugen_2015_485.97_492.18,6.21,485.97,492.18,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,and sexual violence those two forms of violence account for more death and disability,string,,a n d _ s e x u a l _ v i o l e n c e _ t h o s e _ t w o _ f o r m s _ o f _ v i o l e n c e _ a c c o u n t _ f o r _ m o r e _ d e a t h _ a n d _ d i s a b i l i t y,string,
37,121,113128,GaryHaugen_2015_798.23_804.97,6.74,798.23,804.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,and so the epidemic of everyday violence it just rages on and it devastates our,string,,a n d _ s o _ t h e _ e p i d e m i c _ o f _ e v e r y d a y _ v i o l e n c e _ i t _ j u s t _ r a g e s _ o n _ a n d _ i t _ d e v a s t a t e s _ o u r,string,
38,55,113062,GaryHaugen_2015_351.83_354.97,3.14,351.83,354.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,i would have had no idea that none of those approaches,string,,i _ w o u l d _ h a v e _ h a d _ n o _ i d e a _ t h a t _ n o n e _ o f _ t h o s e _ a p p r o a c h e s,string,
40,137,113144,GaryHaugen_2015_879.84_882.13,2.29,879.84,882.13,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,, right there in the community,string,,_ r i g h t _ t h e r e _ i n _ t h e _ c o m m u n i t y,string,
41,108,113115,GaryHaugen_2015_678.15_679.79,1.64,678.15,679.79,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,this was her worst,string,,t h i s _ w a s _ h e r _ w o r s t,string,
43,150,113157,GaryHaugen_2015_954.71_961.42,6.71,954.71,961.42,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,,are now four five and seven times larger than the public police force ,string,,a r e _ n o w _ f o u r _ f i v e _ a n d _ s e v e n _ t i m e s _ l a r g e r _ t h a n _ t h e _ p u b l i c _ p o l i c e _ f o r c e _,string,
58,78,113085,GaryHaugen_2015_480.05_482.49,2.44,480.05,482.49,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GaryHaugen_2015.sph,sph,,GaryHaugen_2015,string,, they are when victims of,string,,_ t h e y _ a r e _ w h e n _ v i c t i m s _ o f,string,
