,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
4,102,235666,DebraJarvis_2014P_615.52_623.78,8.26,615.52,623.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,now one of the first things i learned as a chaplain intern was the three c 's of the chaplain 's job,string,,n o w _ o n e _ o f _ t h e _ f i r s t _ t h i n g s _ i _ l e a r n e d _ a s _ a _ c h a p l a i n _ i n t e r n _ w a s _ t h e _ t h r e e _ c _ ' s _ o f _ t h e _ c h a p l a i n _ ' s _ j o b,string,
5,33,235597,DebraJarvis_2014P_213.54_221.95,8.41,213.54,221.95,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,so the other thing i learned was that i don 't have to take on cancer survivor as my identity,string,,s o _ t h e _ o t h e r _ t h i n g _ i _ l e a r n e d _ w a s _ t h a t _ i _ d o n _ ' t _ h a v e _ t o _ t a k e _ o n _ c a n c e r _ s u r v i v o r _ a s _ m y _ i d e n t i t y,string,
6,10,235574,DebraJarvis_2014P_63.18_71.77,8.59,63.18,71.77,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,ever notice how we tend to identify ourselves by our wounds and where i have seen this,string,,e v e r _ n o t i c e _ h o w _ w e _ t e n d _ t o _ i d e n t i f y _ o u r s e l v e s _ b y _ o u r _ w o u n d s _ a n d _ w h e r e _ i _ h a v e _ s e e n _ t h i s,string,
7,76,235640,DebraJarvis_2014P_458.38_461.06,2.68,458.38,461.06,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,he lived by himself ,string,,h e _ l i v e d _ b y _ h i m s e l f _,string,
10,51,235615,DebraJarvis_2014P_321.82_323.96,2.14,321.82,323.96,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,it 's instant crap,string,,i t _ ' s _ i n s t a n t _ c r a p,string,
11,18,235582,DebraJarvis_2014P_111.17_112.44,1.27,111.17,112.44,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,laughter but,string,,l a u g h t e r _ b u t,string,
12,91,235655,DebraJarvis_2014P_529.93_536.27,6.34,529.93,536.27,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,, was to know the joy of friendship  and then learn to make friends ,string,,_ w a s _ t o _ k n o w _ t h e _ j o y _ o f _ f r i e n d s h i p _ _ a n d _ t h e n _ l e a r n _ t o _ m a k e _ f r i e n d s _,string,
14,39,235603,DebraJarvis_2014P_247_249.93,2.93,247.0,249.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,we can talk about cancer and we can support,string,,w e _ c a n _ t a l k _ a b o u t _ c a n c e r _ a n d _ w e _ c a n _ s u p p o r t,string,
15,78,235642,DebraJarvis_2014P_464.83_470.21,5.38,464.83,470.21,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,he would receive his treatment  and then he 'd walk home alone ,string,,h e _ w o u l d _ r e c e i v e _ h i s _ t r e a t m e n t _ _ a n d _ t h e n _ h e _ ' d _ w a l k _ h o m e _ a l o n e _,string,
16,47,235611,DebraJarvis_2014P_293.42_300.02,6.6,293.42,300.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DebraJarvis_2014P.sph,sph,,DebraJarvis_2014P,string,,you 're really going to learn what 's important yes you are going to make some big changes in your,string,,y o u _ ' r e _ r e a l l y _ g o i n g _ t o _ l e a r n _ w h a t _ ' s _ i m p o r t a n t _ y e s _ y o u _ a r e _ g o i n g _ t o _ m a k e _ s o m e _ b i g _ c h a n g e s _ i n _ y o u r,string,
