,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,94,123216,AmitSood_2016_375.64_380.9,5.26,375.64,380.9,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,, you can see still life  but i just wanted to highlight one very quick example which is very timely,string,,_ y o u _ c a n _ s e e _ s t i l l _ l i f e _ _ b u t _ i _ j u s t _ w a n t e d _ t o _ h i g h l i g h t _ o n e _ v e r y _ q u i c k _ e x a m p l e _ w h i c h _ i s _ v e r y _ t i m e l y,string,
3,137,123259,AmitSood_2016_721.01_727.84,6.83,721.01,727.84,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,, for our last quick experiment we call all of these experiments our last quick experiment comes back to machine learning,string,,_ f o r _ o u r _ l a s t _ q u i c k _ e x p e r i m e n t _ w e _ c a l l _ a l l _ o f _ t h e s e _ e x p e r i m e n t s _ o u r _ l a s t _ q u i c k _ e x p e r i m e n t _ c o m e s _ b a c k _ t o _ m a c h i n e _ l e a r n i n g,string,
5,14,71869,AmitSood_2011_108.2_112.72,4.52,108.2,112.72,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2011.sph,sph,,AmitSood_2011,string,,you 're in there you want to go to the end of the corridor  keep going have fun,string,,y o u _ ' r e _ i n _ t h e r e _ y o u _ w a n t _ t o _ g o _ t o _ t h e _ e n d _ o f _ t h e _ c o r r i d o r _ _ k e e p _ g o i n g _ h a v e _ f u n,string,
8,100,123222,AmitSood_2016_433.38_442.33,8.95,433.38,442.33,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,, you have to give cyril a little bit of and this is available for every object modern art contemporary art renaissance you name it even sculpture,string,,_ y o u _ h a v e _ t o _ g i v e _ c y r i l _ a _ l i t t l e _ b i t _ o f _ a n d _ t h i s _ i s _ a v a i l a b l e _ f o r _ e v e r y _ o b j e c t _ m o d e r n _ a r t _ c o n t e m p o r a r y _ a r t _ r e n a i s s a n c e _ y o u _ n a m e _ i t _ e v e n _ s c u l p t u r e,string,
11,91,123213,AmitSood_2016_357.21_362.69,5.48,357.21,362.69,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,, on this platform thanks to the diversity of the institutions we have we have over two hundred and eleven,string,,_ o n _ t h i s _ p l a t f o r m _ t h a n k s _ t o _ t h e _ d i v e r s i t y _ o f _ t h e _ i n s t i t u t i o n s _ w e _ h a v e _ w e _ h a v e _ o v e r _ t w o _ h u n d r e d _ a n d _ e l e v e n,string,
12,82,123204,AmitSood_2016_279.66_289.81,10.15,279.66,289.81,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,, decade and the contributions in that decade and in those years for art history and cultures we would love to spend hours showing you each and every decade ,string,,_ d e c a d e _ a n d _ t h e _ c o n t r i b u t i o n s _ i n _ t h a t _ d e c a d e _ a n d _ i n _ t h o s e _ y e a r s _ f o r _ a r t _ h i s t o r y _ a n d _ c u l t u r e s _ w e _ w o u l d _ l o v e _ t o _ s p e n d _ h o u r s _ s h o w i n g _ y o u _ e a c h _ a n d _ e v e r y _ d e c a d e _,string,
14,129,123251,AmitSood_2016_634.82_644.11,9.29,634.82,644.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,, just to show you you can just travel through portraits  and essentially you can do nature you can do horses and clusters galore  ,string,,_ j u s t _ t o _ s h o w _ y o u _ y o u _ c a n _ j u s t _ t r a v e l _ t h r o u g h _ p o r t r a i t s _ _ a n d _ e s s e n t i a l l y _ y o u _ c a n _ d o _ n a t u r e _ y o u _ c a n _ d o _ h o r s e s _ a n d _ c l u s t e r s _ g a l o r e _ _,string,
15,123,123245,AmitSood_2016_587.18_592.54,5.36,587.18,592.54,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,,all that we 've shown you so far uses metadata to make the connections,string,,a l l _ t h a t _ w e _ ' v e _ s h o w n _ y o u _ s o _ f a r _ u s e s _ m e t a d a t a _ t o _ m a k e _ t h e _ c o n n e c t i o n s,string,
16,116,123238,AmitSood_2016_537.38_538.8,1.42,537.38,538.8,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,,art trip,string,,a r t _ t r i p,string,
18,149,123271,AmitSood_2016_818.76_826.39,7.63,818.76,826.39,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmitSood_2016.sph,sph,,AmitSood_2016,string,,i 'm being hard on cyril because i 'm moving too fast  essentially here you have all the bling bling of the world 's museums,string,,i _ ' m _ b e i n g _ h a r d _ o n _ c y r i l _ b e c a u s e _ i _ ' m _ m o v i n g _ t o o _ f a s t _ _ e s s e n t i a l l y _ h e r e _ y o u _ h a v e _ a l l _ t h e _ b l i n g _ b l i n g _ o f _ t h e _ w o r l d _ ' s _ m u s e u m s,string,
