,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
1,174,142987,PaulKnoepfler_2015X_1042.11_1048.66,6.55,1042.11,1048.66,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,is that kid a regular old kid or did we decide to have a designer baby ,string,,i s _ t h a t _ k i d _ a _ r e g u l a r _ o l d _ k i d _ o r _ d i d _ w e _ d e c i d e _ t o _ h a v e _ a _ d e s i g n e r _ b a b y _,string,
4,57,142870,PaulKnoepfler_2015X_351.02_354.94,3.92,351.02,354.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,with the noble goal of trying to prevent a rare kind of genetic,string,,w i t h _ t h e _ n o b l e _ g o a l _ o f _ t r y i n g _ t o _ p r e v e n t _ a _ r a r e _ k i n d _ o f _ g e n e t i c,string,
8,26,142839,PaulKnoepfler_2015X_179.87_185.31,5.44,179.87,185.31,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,, right about jenna and you 've had the same feeling about other gm kids,string,,_ r i g h t _ a b o u t _ j e n n a _ a n d _ y o u _ ' v e _ h a d _ t h e _ s a m e _ f e e l i n g _ a b o u t _ o t h e r _ g m _ k i d s,string,
12,82,142895,PaulKnoepfler_2015X_499.76_504.85,5.09,499.76,504.85,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,so why should we be concerned about this we know from,string,,s o _ w h y _ s h o u l d _ w e _ b e _ c o n c e r n e d _ a b o u t _ t h i s _ w e _ k n o w _ f r o m,string,
16,133,142946,PaulKnoepfler_2015X_794.39_799.9,5.51,794.39,799.9,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,mostly that 's been frankenfoods and all this other stuff  but if we  if we,string,,m o s t l y _ t h a t _ ' s _ b e e n _ f r a n k e n f o o d s _ a n d _ a l l _ t h i s _ o t h e r _ s t u f f _ _ b u t _ i f _ w e _ _ i f _ w e,string,
21,16,142829,PaulKnoepfler_2015X_121.72_129.97,8.25,121.72,129.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,playing with your daughter marianne  and your families have known each other for years now and it 's become very clear to you,string,,p l a y i n g _ w i t h _ y o u r _ d a u g h t e r _ m a r i a n n e _ _ a n d _ y o u r _ f a m i l i e s _ h a v e _ k n o w n _ e a c h _ o t h e r _ f o r _ y e a r s _ n o w _ a n d _ i t _ ' s _ b e c o m e _ v e r y _ c l e a r _ t o _ y o u,string,
23,78,142891,PaulKnoepfler_2015X_474.05_479.85,5.8,474.05,479.85,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,in a few weeks for a couple thousand bucks to me as a scientist that 's fantastic but,string,,i n _ a _ f e w _ w e e k s _ f o r _ a _ c o u p l e _ t h o u s a n d _ b u c k s _ t o _ m e _ a s _ a _ s c i e n t i s t _ t h a t _ ' s _ f a n t a s t i c _ b u t,string,
26,140,142953,PaulKnoepfler_2015X_844_849.99,5.99,844.0,849.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,almost exactly forty years ago  test tube baby number one louise,string,,a l m o s t _ e x a c t l y _ f o r t y _ y e a r s _ a g o _ _ t e s t _ t u b e _ b a b y _ n u m b e r _ o n e _ l o u i s e,string,
27,156,142969,PaulKnoepfler_2015X_930.02_936.81,6.79,930.02,936.81,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,, allow creating genetically modified people because it 's just too dangerous and too unpredictable ,string,,_ a l l o w _ c r e a t i n g _ g e n e t i c a l l y _ m o d i f i e d _ p e o p l e _ b e c a u s e _ i t _ ' s _ j u s t _ t o o _ d a n g e r o u s _ a n d _ t o o _ u n p r e d i c t a b l e _,string,
28,151,142964,PaulKnoepfler_2015X_909.64_914.7,5.06,909.64,914.7,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,there 's actually going to be a meeting a month from tomorrow in washington d c,string,,t h e r e _ ' s _ a c t u a l l y _ g o i n g _ t o _ b e _ a _ m e e t i n g _ a _ m o n t h _ f r o m _ t o m o r r o w _ i n _ w a s h i n g t o n _ d _ c,string,
29,144,142957,PaulKnoepfler_2015X_870.89_873.7,2.81,870.89,873.7,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,and the same kind of thing could happen,string,,a n d _ t h e _ s a m e _ k i n d _ o f _ t h i n g _ c o u l d _ h a p p e n,string,
31,121,142934,PaulKnoepfler_2015X_729.96_739.33,9.37,729.96,739.33,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,, is healthier if there 's a generation that looks like they have lower health care costs it 's possible that governments may start trying to compel their citizens,string,,_ i s _ h e a l t h i e r _ i f _ t h e r e _ ' s _ a _ g e n e r a t i o n _ t h a t _ l o o k s _ l i k e _ t h e y _ h a v e _ l o w e r _ h e a l t h _ c a r e _ c o s t s _ i t _ ' s _ p o s s i b l e _ t h a t _ g o v e r n m e n t s _ m a y _ s t a r t _ t r y i n g _ t o _ c o m p e l _ t h e i r _ c i t i z e n s,string,
40,148,142961,PaulKnoepfler_2015X_892.37_896.99,4.62,892.37,896.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,you in the audience or i if we decide to have a designer baby,string,,y o u _ i n _ t h e _ a u d i e n c e _ o r _ i _ i f _ w e _ d e c i d e _ t o _ h a v e _ a _ d e s i g n e r _ b a b y,string,
41,141,142954,PaulKnoepfler_2015X_850_853.95,3.95,850.0,853.95,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,brown was born  and that 's a great thing and i think,string,,b r o w n _ w a s _ b o r n _ _ a n d _ t h a t _ ' s _ a _ g r e a t _ t h i n g _ a n d _ i _ t h i n k,string,
43,66,142879,PaulKnoepfler_2015X_404.9_406.26,1.36,404.9,406.26,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,, on a certain spot ,string,,_ o n _ a _ c e r t a i n _ s p o t _,string,
44,146,142959,PaulKnoepfler_2015X_879.93_889.6,9.67,879.93,889.6,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,, months the next year or so if designer baby number one is born within a few decades there could well be millions of genetically modified humans ,string,,_ m o n t h s _ t h e _ n e x t _ y e a r _ o r _ s o _ i f _ d e s i g n e r _ b a b y _ n u m b e r _ o n e _ i s _ b o r n _ w i t h i n _ a _ f e w _ d e c a d e s _ t h e r e _ c o u l d _ w e l l _ b e _ m i l l i o n s _ o f _ g e n e t i c a l l y _ m o d i f i e d _ h u m a n s _,string,
47,33,142846,PaulKnoepfler_2015X_214.01_217.72,3.71,214.01,217.72,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,and this is kind of throwing your family into a disarray ,string,,a n d _ t h i s _ i s _ k i n d _ o f _ t h r o w i n g _ y o u r _ f a m i l y _ i n t o _ a _ d i s a r r a y _,string,
48,38,142851,PaulKnoepfler_2015X_246.97_249.66,2.69,246.97,249.66,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,i 'm a stem cell and genetics researcher,string,,i _ ' m _ a _ s t e m _ c e l l _ a n d _ g e n e t i c s _ r e s e a r c h e r,string,
50,96,142909,PaulKnoepfler_2015X_586.82_591.35,4.53,586.82,591.35,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,really got over leaving vienna he left when he was just eight years old,string,,r e a l l y _ g o t _ o v e r _ l e a v i n g _ v i e n n a _ h e _ l e f t _ w h e n _ h e _ w a s _ j u s t _ e i g h t _ y e a r s _ o l d,string,
51,145,142958,PaulKnoepfler_2015X_873.49_879.97,6.48,873.49,879.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,with human genetic modification and designer babies  so depending on the decisions we make in the next few,string,,w i t h _ h u m a n _ g e n e t i c _ m o d i f i c a t i o n _ a n d _ d e s i g n e r _ b a b i e s _ _ s o _ d e p e n d i n g _ o n _ t h e _ d e c i s i o n s _ w e _ m a k e _ i n _ t h e _ n e x t _ f e w,string,
54,34,142847,PaulKnoepfler_2015X_217.47_220.87,3.4,217.47,220.87,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/PaulKnoepfler_2015X.sph,sph,,PaulKnoepfler_2015X,string,,marianne 's been crying and last night,string,,m a r i a n n e _ ' s _ b e e n _ c r y i n g _ a n d _ l a s t _ n i g h t,string,
