,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,150,210603,RickFalkvinge_2013X_978.03_979.97,1.94,978.03,979.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,and then one,string,,a n d _ t h e n _ o n e,string,
3,82,210535,RickFalkvinge_2013X_527.98_532.88,4.9,527.98,532.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,on motivation that debunks that we work for money ,string,,o n _ m o t i v a t i o n _ t h a t _ d e b u n k s _ t h a t _ w e _ w o r k _ f o r _ m o n e y _,string,
4,7,210460,RickFalkvinge_2013X_68.25_74.17,5.92,68.25,74.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,this first question which is one half to two thirds this is actually the first time ever that does not match it was,string,,t h i s _ f i r s t _ q u e s t i o n _ w h i c h _ i s _ o n e _ h a l f _ t o _ t w o _ t h i r d s _ t h i s _ i s _ a c t u a l l y _ t h e _ f i r s t _ t i m e _ e v e r _ t h a t _ d o e s _ n o t _ m a t c h _ i t _ w a s,string,
6,69,210522,RickFalkvinge_2013X_443.13_450.11,6.98,443.13,450.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,in contrast  you will never be able to get a volunteer swarm forming,string,,i n _ c o n t r a s t _ _ y o u _ w i l l _ n e v e r _ b e _ a b l e _ t o _ g e t _ a _ v o l u n t e e r _ s w a r m _ f o r m i n g,string,
7,151,210604,RickFalkvinge_2013X_979.75_982.04,2.29,979.75,982.04,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,, one last thing,string,,_ o n e _ l a s t _ t h i n g,string,
10,21,210474,RickFalkvinge_2013X_146.94_150.17,3.23,146.94,150.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,we developed swarm methodologies,string,,w e _ d e v e l o p e d _ s w a r m _ m e t h o d o l o g i e s,string,
11,67,210520,RickFalkvinge_2013X_429.9_433.69,3.79,429.9,433.69,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,, electrify people shoot for the moon,string,,_ e l e c t r i f y _ p e o p l e _ s h o o t _ f o r _ t h e _ m o o n,string,
14,65,210518,RickFalkvinge_2013X_415.64_421.62,5.98,415.64,421.62,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,without asking anybody 's permission  and that is exactly what 'll happen,string,,w i t h o u t _ a s k i n g _ a n y b o d y _ ' s _ p e r m i s s i o n _ _ a n d _ t h a t _ i s _ e x a c t l y _ w h a t _ ' l l _ h a p p e n,string,
18,71,210524,RickFalkvinge_2013X_461.56_472.82,11.26,461.56,472.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,a lot of people kind of balk at the obstacles we 're going to climb a huge mountain so how do you motivate people to do that well it turns out that obstacles are not the problem,string,,a _ l o t _ o f _ p e o p l e _ k i n d _ o f _ b a l k _ a t _ t h e _ o b s t a c l e s _ w e _ ' r e _ g o i n g _ t o _ c l i m b _ a _ h u g e _ m o u n t a i n _ s o _ h o w _ d o _ y o u _ m o t i v a t e _ p e o p l e _ t o _ d o _ t h a t _ w e l l _ i t _ t u r n s _ o u t _ t h a t _ o b s t a c l e s _ a r e _ n o t _ t h e _ p r o b l e m,string,
19,160,210613,RickFalkvinge_2013X_1037.91_1039.6,1.69,1037.91,1039.6,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,so,string,,s o,string,
22,70,210523,RickFalkvinge_2013X_457.96_460.46,2.5,457.96,460.46,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,, electrify people go to mars,string,,_ e l e c t r i f y _ p e o p l e _ g o _ t o _ m a r s,string,
24,33,210486,RickFalkvinge_2013X_224.61_229.04,4.43,224.61,229.04,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,when i contradict them and say that no your employees,string,,w h e n _ i _ c o n t r a d i c t _ t h e m _ a n d _ s a y _ t h a t _ n o _ y o u r _ e m p l o y e e s,string,
25,13,210466,RickFalkvinge_2013X_98.42_102.3,3.88,98.42,102.3,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,and so in two thousand and six i founded a new political party ,string,,a n d _ s o _ i n _ t w o _ t h o u s a n d _ a n d _ s i x _ i _ f o u n d e d _ a _ n e w _ p o l i t i c a l _ p a r t y _,string,
28,125,210578,RickFalkvinge_2013X_831.85_838.52,6.67,831.85,838.52,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,just scale up the organization from the get go start with ten thousand empty boxes and an org chart covering,string,,j u s t _ s c a l e _ u p _ t h e _ o r g a n i z a t i o n _ f r o m _ t h e _ g e t _ g o _ s t a r t _ w i t h _ t e n _ t h o u s a n d _ e m p t y _ b o x e s _ a n d _ a n _ o r g _ c h a r t _ c o v e r i n g,string,
29,112,210565,RickFalkvinge_2013X_731.28_739.43,8.15,731.28,739.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,,meaning that we try  we fail  we try again we fail faster we fail better we try again we fail better again ,string,,m e a n i n g _ t h a t _ w e _ t r y _ _ w e _ f a i l _ _ w e _ t r y _ a g a i n _ w e _ f a i l _ f a s t e r _ w e _ f a i l _ b e t t e r _ w e _ t r y _ a g a i n _ w e _ f a i l _ b e t t e r _ a g a i n _,string,
30,111,210564,RickFalkvinge_2013X_730.08_731.77,1.69,730.08,731.77,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,, for iteration speed ,string,,_ f o r _ i t e r a t i o n _ s p e e d _,string,
32,101,210554,RickFalkvinge_2013X_650.52_655.51,4.99,650.52,655.51,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RickFalkvinge_2013X.sph,sph,,RickFalkvinge_2013X,string,, including spending resources when you talk about this kind of empowerment to,string,,_ i n c l u d i n g _ s p e n d i n g _ r e s o u r c e s _ w h e n _ y o u _ t a l k _ a b o u t _ t h i s _ k i n d _ o f _ e m p o w e r m e n t _ t o,string,
