,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,77,135358,GeorgeAyittey_2007G_548.41_551.27,2.86,548.41,551.27,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,there is the informal sector,string,,t h e r e _ i s _ t h e _ i n f o r m a l _ s e c t o r,string,
3,20,135301,GeorgeAyittey_2007G_150.54_154.16,3.62,150.54,154.16,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,there 's another enduring tragedy and that tragedy is,string,,t h e r e _ ' s _ a n o t h e r _ e n d u r i n g _ t r a g e d y _ a n d _ t h a t _ t r a g e d y _ i s,string,
4,79,135360,GeorgeAyittey_2007G_555.89_563.77,7.88,555.89,563.77,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,the modern sector is the abode of the elites it 's the seat of government in many african countries,string,,t h e _ m o d e r n _ s e c t o r _ i s _ t h e _ a b o d e _ o f _ t h e _ e l i t e s _ i t _ ' s _ t h e _ s e a t _ o f _ g o v e r n m e n t _ i n _ m a n y _ a f r i c a n _ c o u n t r i e s,string,
7,118,135399,GeorgeAyittey_2007G_784.37_790.45,6.08,784.37,790.45,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,the means of production is privately owned it 's owned by extended families you,string,,t h e _ m e a n s _ o f _ p r o d u c t i o n _ i s _ p r i v a t e l y _ o w n e d _ i t _ ' s _ o w n e d _ b y _ e x t e n d e d _ f a m i l i e s _ y o u,string,
11,28,135309,GeorgeAyittey_2007G_209.01_216.28,7.27,209.01,216.28,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,, there are people who think that we should pour more money more aid into this bowl which leaks what,string,,_ t h e r e _ a r e _ p e o p l e _ w h o _ t h i n k _ t h a t _ w e _ s h o u l d _ p o u r _ m o r e _ m o n e y _ m o r e _ a i d _ i n t o _ t h i s _ b o w l _ w h i c h _ l e a k s _ w h a t,string,
13,2,135283,GeorgeAyittey_2007G_32.99_35.88,2.89,32.99,35.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,in the beginning of the  21st century,string,,i n _ t h e _ b e g i n n i n g _ o f _ t h e _ _ 2 1 s t _ c e n t u r y,string,
19,36,135317,GeorgeAyittey_2007G_269.4_279.03,9.63,269.4,279.03,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,our time talking about these mistakes because we 'll spend all day here let 's move on and flip over,string,,o u r _ t i m e _ t a l k i n g _ a b o u t _ t h e s e _ m i s t a k e s _ b e c a u s e _ w e _ ' l l _ s p e n d _ a l l _ d a y _ h e r e _ l e t _ ' s _ m o v e _ o n _ a n d _ f l i p _ o v e r,string,
20,50,135331,GeorgeAyittey_2007G_389.47_392.99,3.52,389.47,392.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,twenty out of two hundred and four,string,,t w e n t y _ o u t _ o f _ t w o _ h u n d r e d _ a n d _ f o u r,string,
21,103,135384,GeorgeAyittey_2007G_687.55_690.92,3.37,687.55,690.92,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,belongs to those ethnic societies,string,,b e l o n g s _ t o _ t h o s e _ e t h n i c _ s o c i e t i e s,string,
22,46,135327,GeorgeAyittey_2007G_345.56_350.02,4.46,345.56,350.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,and i asked them to name me just twenty good leaders,string,,a n d _ i _ a s k e d _ t h e m _ t o _ n a m e _ m e _ j u s t _ t w e n t y _ g o o d _ l e a d e r s,string,
26,26,135307,GeorgeAyittey_2007G_189.94_196.8,6.86,189.94,196.8,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/GeorgeAyittey_2007G.sph,sph,,GeorgeAyittey_2007G,string,,leaks did you know that forty percent of the wealth created in africa is not invested here in africa it,string,,l e a k s _ d i d _ y o u _ k n o w _ t h a t _ f o r t y _ p e r c e n t _ o f _ t h e _ w e a l t h _ c r e a t e d _ i n _ a f r i c a _ i s _ n o t _ i n v e s t e d _ h e r e _ i n _ a f r i c a _ i t,string,
