,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,64,166333,RogerAntonsen_2015X_404.48_407.64,3.16,404.48,407.64,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,, this thing on the left hand side is minus one and the other one is,string,,_ t h i s _ t h i n g _ o n _ t h e _ l e f t _ h a n d _ s i d e _ i s _ m i n u s _ o n e _ a n d _ t h e _ o t h e r _ o n e _ i s,string,
3,104,166373,RogerAntonsen_2015X_712.38_725.11,12.73,712.38,725.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,if i tell a story from a different point of view  i enable understanding  i make understanding possible  because you have to generalize over everything you see and hear and if i give you another perspective  that will become easier,string,,i f _ i _ t e l l _ a _ s t o r y _ f r o m _ a _ d i f f e r e n t _ p o i n t _ o f _ v i e w _ _ i _ e n a b l e _ u n d e r s t a n d i n g _ _ i _ m a k e _ u n d e r s t a n d i n g _ p o s s i b l e _ _ b e c a u s e _ y o u _ h a v e _ t o _ g e n e r a l i z e _ o v e r _ e v e r y t h i n g _ y o u _ s e e _ a n d _ h e a r _ a n d _ i f _ i _ g i v e _ y o u _ a n o t h e r _ p e r s p e c t i v e _ _ t h a t _ w i l l _ b e c o m e _ e a s i e r,string,
6,116,166385,RogerAntonsen_2015X_805.17_807.2,2.03,805.17,807.2,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,, and i can continue doing this,string,,_ a n d _ i _ c a n _ c o n t i n u e _ d o i n g _ t h i s,string,
7,147,166416,RogerAntonsen_2015X_982.33_988.52,6.19,982.33,988.52,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,and these sciences  so my conclusion is the following,string,,a n d _ t h e s e _ s c i e n c e s _ _ s o _ m y _ c o n c l u s i o n _ i s _ t h e _ f o l l o w i n g,string,
10,136,166405,RogerAntonsen_2015X_919.21_921.56,2.35,919.21,921.56,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,changing your perspective,string,,c h a n g i n g _ y o u r _ p e r s p e c t i v e,string,
11,26,166295,RogerAntonsen_2015X_186.68_192.33,5.65,186.68,192.33,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,i want you to think about how amazing representing something actually is,string,,i _ w a n t _ y o u _ t o _ t h i n k _ a b o u t _ h o w _ a m a z i n g _ r e p r e s e n t i n g _ s o m e t h i n g _ a c t u a l l y _ i s,string,
12,83,166352,RogerAntonsen_2015X_529.99_532.31,2.32,529.99,532.31,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,, dot comes from that number ,string,,_ d o t _ c o m e s _ f r o m _ t h a t _ n u m b e r _,string,
13,77,166346,RogerAntonsen_2015X_489_499.93,10.93,489.0,499.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,and this rectangle which is four x three you 've seen a lot of times  this is your average computer screen eight hundred x six hundred or one thousand six hundred x one thousand two hundred is a television,string,,a n d _ t h i s _ r e c t a n g l e _ w h i c h _ i s _ f o u r _ x _ t h r e e _ y o u _ ' v e _ s e e n _ a _ l o t _ o f _ t i m e s _ _ t h i s _ i s _ y o u r _ a v e r a g e _ c o m p u t e r _ s c r e e n _ e i g h t _ h u n d r e d _ x _ s i x _ h u n d r e d _ o r _ o n e _ t h o u s a n d _ s i x _ h u n d r e d _ x _ o n e _ t h o u s a n d _ t w o _ h u n d r e d _ i s _ a _ t e l e v i s i o n,string,
16,81,166350,RogerAntonsen_2015X_514.56_519.44,4.88,514.56,519.44,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,you can see this it actually goes exactly four thirds as fast ,string,,y o u _ c a n _ s e e _ t h i s _ i t _ a c t u a l l y _ g o e s _ e x a c t l y _ f o u r _ t h i r d s _ a s _ f a s t _,string,
17,28,166297,RogerAntonsen_2015X_195.29_202.92,7.63,195.29,202.92,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,but actually they 're just dots right  so how in the world can these dots represent the word  well they do,string,,b u t _ a c t u a l l y _ t h e y _ ' r e _ j u s t _ d o t s _ r i g h t _ _ s o _ h o w _ i n _ t h e _ w o r l d _ c a n _ t h e s e _ d o t s _ r e p r e s e n t _ t h e _ w o r d _ _ w e l l _ t h e y _ d o,string,
18,105,166374,RogerAntonsen_2015X_725.92_739.07,13.15,725.92,739.07,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,let 's do a simple example again this is four and three this is four triangles  so this is also four thirds in a way  let 's just join them together  now we 're going to play a game we 're going to fold it up into a three dimensional structure i,string,,l e t _ ' s _ d o _ a _ s i m p l e _ e x a m p l e _ a g a i n _ t h i s _ i s _ f o u r _ a n d _ t h r e e _ t h i s _ i s _ f o u r _ t r i a n g l e s _ _ s o _ t h i s _ i s _ a l s o _ f o u r _ t h i r d s _ i n _ a _ w a y _ _ l e t _ ' s _ j u s t _ j o i n _ t h e m _ t o g e t h e r _ _ n o w _ w e _ ' r e _ g o i n g _ t o _ p l a y _ a _ g a m e _ w e _ ' r e _ g o i n g _ t o _ f o l d _ i t _ u p _ i n t o _ a _ t h r e e _ d i m e n s i o n a l _ s t r u c t u r e _ i,string,
21,1,166270,RogerAntonsen_2015X_18.76_25.08,6.32,18.76,25.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RogerAntonsen_2015X.sph,sph,,RogerAntonsen_2015X,string,,the essence of understanding is because understanding is something we aim for everyone,string,,t h e _ e s s e n c e _ o f _ u n d e r s t a n d i n g _ i s _ b e c a u s e _ u n d e r s t a n d i n g _ i s _ s o m e t h i n g _ w e _ a i m _ f o r _ e v e r y o n e,string,
