,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
1,103,206483,SiddharthaMukherjee_2015_638.67_642.12,3.45,638.67,642.12,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,these cells are fascinating they have four properties ,string,,t h e s e _ c e l l s _ a r e _ f a s c i n a t i n g _ t h e y _ h a v e _ f o u r _ p r o p e r t i e s _,string,
7,22,206402,SiddharthaMukherjee_2015_140_149.87,9.87,140.0,149.87,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,partly  let me show you  you know  if you take the entire universe of all chemical reactions in the human body every chemical,string,,p a r t l y _ _ l e t _ m e _ s h o w _ y o u _ _ y o u _ k n o w _ _ i f _ y o u _ t a k e _ t h e _ e n t i r e _ u n i v e r s e _ o f _ a l l _ c h e m i c a l _ r e a c t i o n s _ i n _ t h e _ h u m a n _ b o d y _ e v e r y _ c h e m i c a l,string,
8,61,206441,SiddharthaMukherjee_2015_367.26_368.65,1.39,367.26,368.65,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,and you have a ,string,,a n d _ y o u _ h a v e _ a _,string,
18,164,206544,SiddharthaMukherjee_2015_1019.75_1027.47,7.72,1019.75,1027.47,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,you 're talking about potentially your own cells sm absolutely ca so converted to stem cells perhaps tested against all kinds of,string,,y o u _ ' r e _ t a l k i n g _ a b o u t _ p o t e n t i a l l y _ y o u r _ o w n _ c e l l s _ s m _ a b s o l u t e l y _ c a _ s o _ c o n v e r t e d _ t o _ s t e m _ c e l l s _ p e r h a p s _ t e s t e d _ a g a i n s t _ a l l _ k i n d s _ o f,string,
19,98,206478,SiddharthaMukherjee_2015_605.26_608.78,3.52,605.26,608.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,, we looking for a pill when we should have really been looking for a cell ,string,,_ w e _ l o o k i n g _ f o r _ a _ p i l l _ w h e n _ w e _ s h o u l d _ h a v e _ r e a l l y _ b e e n _ l o o k i n g _ f o r _ a _ c e l l _,string,
20,116,206496,SiddharthaMukherjee_2015_729.99_735.64,5.65,729.99,735.64,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,, environments because we were now thinking about bone stem cells we were thinking about arthritis in terms of,string,,_ e n v i r o n m e n t s _ b e c a u s e _ w e _ w e r e _ n o w _ t h i n k i n g _ a b o u t _ b o n e _ s t e m _ c e l l s _ w e _ w e r e _ t h i n k i n g _ a b o u t _ a r t h r i t i s _ i n _ t e r m s _ o f,string,
24,16,206396,SiddharthaMukherjee_2015_104.78_111.49,6.71,104.78,111.49,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,, penicillin  you kill the microbe and you cure the disease  so seductive,string,,_ p e n i c i l l i n _ _ y o u _ k i l l _ t h e _ m i c r o b e _ a n d _ y o u _ c u r e _ t h e _ d i s e a s e _ _ s o _ s e d u c t i v e,string,
26,12,206392,SiddharthaMukherjee_2015_85.51_89.34,3.83,85.51,89.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,with exquisite deftness exquisite specificity ,string,,w i t h _ e x q u i s i t e _ d e f t n e s s _ e x q u i s i t e _ s p e c i f i c i t y _,string,
27,53,206433,SiddharthaMukherjee_2015_317.92_325.26,7.34,317.92,325.26,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,remembering that in fact the cancer cell doesn 't grow in a vacuum it actually grows in a human organism and could you use the,string,,r e m e m b e r i n g _ t h a t _ i n _ f a c t _ t h e _ c a n c e r _ c e l l _ d o e s n _ ' t _ g r o w _ i n _ a _ v a c u u m _ i t _ a c t u a l l y _ g r o w s _ i n _ a _ h u m a n _ o r g a n i s m _ a n d _ c o u l d _ y o u _ u s e _ t h e,string,
33,124,206504,SiddharthaMukherjee_2015_788.71_790.44,1.73,788.71,790.44,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SiddharthaMukherjee_2015.sph,sph,,SiddharthaMukherjee_2015,string,,and not a pill ,string,,a n d _ n o t _ a _ p i l l _,string,
