Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
28,96233,AukeIjspeert_2015G_231.76_242.63,10.87,231.76,242.63,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,and in fact for me pleurobot is a kind of dream becoming true  like more or less twenty years ago i was already working on a computer making simulations of lamprey and salamander locomotion during my phd,string,,a n d _ i n _ f a c t _ f o r _ m e _ p l e u r o b o t _ i s _ a _ k i n d _ o f _ d r e a m _ b e c o m i n g _ t r u e _ _ l i k e _ m o r e _ o r _ l e s s _ t w e n t y _ y e a r s _ a g o _ i _ w a s _ a l r e a d y _ w o r k i n g _ o n _ a _ c o m p u t e r _ m a k i n g _ s i m u l a t i o n s _ o f _ l a m p r e y _ a n d _ s a l a m a n d e r _ l o c o m o t i o n _ d u r i n g _ m y _ p h d,string,
100,96305,AukeIjspeert_2015G_675_684.77,9.77,675.0,684.77,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,, this is a small perturbation i was expecting the robot to immediately fall over because there are no sensors no fast feedback loop  but no just the mechanics stabilized the gait  and the robot doesn 't fall over ,string,,_ t h i s _ i s _ a _ s m a l l _ p e r t u r b a t i o n _ i _ w a s _ e x p e c t i n g _ t h e _ r o b o t _ t o _ i m m e d i a t e l y _ f a l l _ o v e r _ b e c a u s e _ t h e r e _ a r e _ n o _ s e n s o r s _ n o _ f a s t _ f e e d b a c k _ l o o p _ _ b u t _ n o _ j u s t _ t h e _ m e c h a n i c s _ s t a b i l i z e d _ t h e _ g a i t _ _ a n d _ t h e _ r o b o t _ d o e s n _ ' t _ f a l l _ o v e r _,string,
85,96290,AukeIjspeert_2015G_588.12_597.73,9.61,588.12,597.73,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,a second property of cat limbs is that they are very lightweight  most of the muscles are in the trunk  which is a good idea because then the limbs have low inertia and can be moved very rapidly the,string,,a _ s e c o n d _ p r o p e r t y _ o f _ c a t _ l i m b s _ i s _ t h a t _ t h e y _ a r e _ v e r y _ l i g h t w e i g h t _ _ m o s t _ o f _ t h e _ m u s c l e s _ a r e _ i n _ t h e _ t r u n k _ _ w h i c h _ i s _ a _ g o o d _ i d e a _ b e c a u s e _ t h e n _ t h e _ l i m b s _ h a v e _ l o w _ i n e r t i a _ a n d _ c a n _ b e _ m o v e d _ v e r y _ r a p i d l y _ t h e,string,
47,96252,AukeIjspeert_2015G_351.04_354.64,3.6,351.04,354.64,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,or in birds  you can make a bird switch between walking at a low level of,string,,o r _ i n _ b i r d s _ _ y o u _ c a n _ m a k e _ a _ b i r d _ s w i t c h _ b e t w e e n _ w a l k i n g _ a t _ a _ l o w _ l e v e l _ o f,string,
21,96226,AukeIjspeert_2015G_169.3_179.97,10.67,169.3,179.97,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,, is a very active field of research in robotics where people want to take inspiration from animals to make robots to go outdoors like service robots or search and rescue robots or field robots,string,,_ i s _ a _ v e r y _ a c t i v e _ f i e l d _ o f _ r e s e a r c h _ i n _ r o b o t i c s _ w h e r e _ p e o p l e _ w a n t _ t o _ t a k e _ i n s p i r a t i o n _ f r o m _ a n i m a l s _ t o _ m a k e _ r o b o t s _ t o _ g o _ o u t d o o r s _ l i k e _ s e r v i c e _ r o b o t s _ o r _ s e a r c h _ a n d _ r e s c u e _ r o b o t s _ o r _ f i e l d _ r o b o t s,string,
92,96297,AukeIjspeert_2015G_638.72_643.83,5.11,638.72,643.83,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,and you also see a bit these properties of these three segments of the leg as pantograph now,string,,a n d _ y o u _ a l s o _ s e e _ a _ b i t _ t h e s e _ p r o p e r t i e s _ o f _ t h e s e _ t h r e e _ s e g m e n t s _ o f _ t h e _ l e g _ a s _ p a n t o g r a p h _ n o w,string,
99,96304,AukeIjspeert_2015G_671.58_675.02,3.44,671.58,675.02,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,and the robot will not fall over  which was a surprise for us,string,,a n d _ t h e _ r o b o t _ w i l l _ n o t _ f a l l _ o v e r _ _ w h i c h _ w a s _ a _ s u r p r i s e _ f o r _ u s,string,
96,96301,AukeIjspeert_2015G_653.25_658.43,5.18,653.25,658.43,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,because it means that just the mechanics already stabilized this quite rapid gait ,string,,b e c a u s e _ i t _ m e a n s _ t h a t _ j u s t _ t h e _ m e c h a n i c s _ a l r e a d y _ s t a b i l i z e d _ t h i s _ q u i t e _ r a p i d _ g a i t _,string,
63,96268,AukeIjspeert_2015G_450.79_458.75,7.96,450.79,458.75,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,, but you see at the end we have a very close match  and we were very very happy with this so let 's go to the spinal cord so here what we did ,string,,_ b u t _ y o u _ s e e _ a t _ t h e _ e n d _ w e _ h a v e _ a _ v e r y _ c l o s e _ m a t c h _ _ a n d _ w e _ w e r e _ v e r y _ v e r y _ h a p p y _ w i t h _ t h i s _ s o _ l e t _ ' s _ g o _ t o _ t h e _ s p i n a l _ c o r d _ s o _ h e r e _ w h a t _ w e _ d i d _,string,
112,96317,AukeIjspeert_2015G_765.37_773.82,8.45,765.37,773.82,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,this is where the robots and models that i 've presented today will hopefully play a key role towards these very important goals  thank you,string,,t h i s _ i s _ w h e r e _ t h e _ r o b o t s _ a n d _ m o d e l s _ t h a t _ i _ ' v e _ p r e s e n t e d _ t o d a y _ w i l l _ h o p e f u l l y _ p l a y _ a _ k e y _ r o l e _ t o w a r d s _ t h e s e _ v e r y _ i m p o r t a n t _ g o a l s _ _ t h a n k _ y o u,string,
115,96320,AukeIjspeert_2015G_797.21_800.59,3.38,797.21,800.59,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,search and rescue  and it does have a camera on its nose,string,,s e a r c h _ a n d _ r e s c u e _ _ a n d _ i t _ d o e s _ h a v e _ a _ c a m e r a _ o n _ i t s _ n o s e,string,
74,96279,AukeIjspeert_2015G_521.1_524.96,3.86,521.1,524.96,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,for instance  when we stimulate at a low level we have the,string,,f o r _ i n s t a n c e _ _ w h e n _ w e _ s t i m u l a t e _ a t _ a _ l o w _ l e v e l _ w e _ h a v e _ t h e,string,
17,96222,AukeIjspeert_2015G_134.82_149.23,14.41,134.82,149.23,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,now  understanding how this works is very complex because first of all recording activity in the spinal cord is very difficult it 's much easier to implant electrodes in the motor cortex than in the spinal cord because it 's protected by the vertebrae  especially in humans very hard to do,string,,n o w _ _ u n d e r s t a n d i n g _ h o w _ t h i s _ w o r k s _ i s _ v e r y _ c o m p l e x _ b e c a u s e _ f i r s t _ o f _ a l l _ r e c o r d i n g _ a c t i v i t y _ i n _ t h e _ s p i n a l _ c o r d _ i s _ v e r y _ d i f f i c u l t _ i t _ ' s _ m u c h _ e a s i e r _ t o _ i m p l a n t _ e l e c t r o d e s _ i n _ t h e _ m o t o r _ c o r t e x _ t h a n _ i n _ t h e _ s p i n a l _ c o r d _ b e c a u s e _ i t _ ' s _ p r o t e c t e d _ b y _ t h e _ v e r t e b r a e _ _ e s p e c i a l l y _ i n _ h u m a n s _ v e r y _ h a r d _ t o _ d o,string,
67,96272,AukeIjspeert_2015G_479.96_486.51,6.55,479.96,486.51,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,, did was to make a mathematical model to see how they should be coupled to allow this transition between the two very different gaits,string,,_ d i d _ w a s _ t o _ m a k e _ a _ m a t h e m a t i c a l _ m o d e l _ t o _ s e e _ h o w _ t h e y _ s h o u l d _ b e _ c o u p l e d _ t o _ a l l o w _ t h i s _ t r a n s i t i o n _ b e t w e e n _ t h e _ t w o _ v e r y _ d i f f e r e n t _ g a i t s,string,
22,96227,AukeIjspeert_2015G_180.44_191.52,11.08,180.44,191.52,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,and the big goal here is to take inspiration from animals to make robots that can handle complex terrain stairs mountains forests  places where robots still have difficulties and where animals can do a much better job,string,,a n d _ t h e _ b i g _ g o a l _ h e r e _ i s _ t o _ t a k e _ i n s p i r a t i o n _ f r o m _ a n i m a l s _ t o _ m a k e _ r o b o t s _ t h a t _ c a n _ h a n d l e _ c o m p l e x _ t e r r a i n _ s t a i r s _ m o u n t a i n s _ f o r e s t s _ _ p l a c e s _ w h e r e _ r o b o t s _ s t i l l _ h a v e _ d i f f i c u l t i e s _ a n d _ w h e r e _ a n i m a l s _ c a n _ d o _ a _ m u c h _ b e t t e r _ j o b,string,
0,96205,AukeIjspeert_2015G_16.12_19.62,3.5,16.12,19.62,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,, is a robot that we designed to closely mimic a salamander species called,string,,_ i s _ a _ r o b o t _ t h a t _ w e _ d e s i g n e d _ t o _ c l o s e l y _ m i m i c _ a _ s a l a m a n d e r _ s p e c i e s _ c a l l e d,string,
120,96325,AukeIjspeert_2015G_832.78_845.46,12.68,832.78,845.46,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,ai yeah we should probably change the appearance quite a bit because here i guess a survivor might die of a heart attack just of being worried that this would feed on you but by changing the appearance and it making it more robust i 'm sure we can make a good tool out,string,,a i _ y e a h _ w e _ s h o u l d _ p r o b a b l y _ c h a n g e _ t h e _ a p p e a r a n c e _ q u i t e _ a _ b i t _ b e c a u s e _ h e r e _ i _ g u e s s _ a _ s u r v i v o r _ m i g h t _ d i e _ o f _ a _ h e a r t _ a t t a c k _ j u s t _ o f _ b e i n g _ w o r r i e d _ t h a t _ t h i s _ w o u l d _ f e e d _ o n _ y o u _ b u t _ b y _ c h a n g i n g _ t h e _ a p p e a r a n c e _ a n d _ i t _ m a k i n g _ i t _ m o r e _ r o b u s t _ i _ ' m _ s u r e _ w e _ c a n _ m a k e _ a _ g o o d _ t o o l _ o u t,string,
72,96277,AukeIjspeert_2015G_506.82_514.66,7.84,506.82,514.66,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,the only thing we do is send to the robot through a remote control the two descending signals it normally should receive from the upper part of the brain,string,,t h e _ o n l y _ t h i n g _ w e _ d o _ i s _ s e n d _ t o _ t h e _ r o b o t _ t h r o u g h _ a _ r e m o t e _ c o n t r o l _ t h e _ t w o _ d e s c e n d i n g _ s i g n a l s _ i t _ n o r m a l l y _ s h o u l d _ r e c e i v e _ f r o m _ t h e _ u p p e r _ p a r t _ o f _ t h e _ b r a i n,string,
57,96262,AukeIjspeert_2015G_412.49_422.31,9.82,412.49,422.31,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,so what you see here is almost a direct comparison between the walking of the real animal and the pleurobot you can see that we have almost a one to one exact replay of the walking gait  if you ,string,,s o _ w h a t _ y o u _ s e e _ h e r e _ i s _ a l m o s t _ a _ d i r e c t _ c o m p a r i s o n _ b e t w e e n _ t h e _ w a l k i n g _ o f _ t h e _ r e a l _ a n i m a l _ a n d _ t h e _ p l e u r o b o t _ y o u _ c a n _ s e e _ t h a t _ w e _ h a v e _ a l m o s t _ a _ o n e _ t o _ o n e _ e x a c t _ r e p l a y _ o f _ t h e _ w a l k i n g _ g a i t _ _ i f _ y o u _,string,
54,96259,AukeIjspeert_2015G_384.3_394.88,10.58,384.3,394.88,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,and what we did is collect a whole database of motions both on ground and in water to really collect a whole database of motor behaviors that a real animal can do and then our job as roboticists was to replicate ,string,,a n d _ w h a t _ w e _ d i d _ i s _ c o l l e c t _ a _ w h o l e _ d a t a b a s e _ o f _ m o t i o n s _ b o t h _ o n _ g r o u n d _ a n d _ i n _ w a t e r _ t o _ r e a l l y _ c o l l e c t _ a _ w h o l e _ d a t a b a s e _ o f _ m o t o r _ b e h a v i o r s _ t h a t _ a _ r e a l _ a n i m a l _ c a n _ d o _ a n d _ t h e n _ o u r _ j o b _ a s _ r o b o t i c i s t s _ w a s _ t o _ r e p l i c a t e _,string,
5,96210,AukeIjspeert_2015G_45.47_54.91,9.44,45.47,54.91,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,if you think of a dolphin swimming or a cat running or jumping around or even us as humans  when you go jogging or play tennis we do amazing things,string,,i f _ y o u _ t h i n k _ o f _ a _ d o l p h i n _ s w i m m i n g _ o r _ a _ c a t _ r u n n i n g _ o r _ j u m p i n g _ a r o u n d _ o r _ e v e n _ u s _ a s _ h u m a n s _ _ w h e n _ y o u _ g o _ j o g g i n g _ o r _ p l a y _ t e n n i s _ w e _ d o _ a m a z i n g _ t h i n g s,string,
79,96284,AukeIjspeert_2015G_551_554.46,3.46,551.0,554.46,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,, 's really the job of the spinal cord to coordinate all the muscles,string,,_ ' s _ r e a l l y _ t h e _ j o b _ o f _ t h e _ s p i n a l _ c o r d _ t o _ c o o r d i n a t e _ a l l _ t h e _ m u s c l e s,string,
41,96246,AukeIjspeert_2015G_315.83_322.82,6.99,315.83,322.82,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AukeIjspeert_2015G.sph,sph,,AukeIjspeert_2015G,string,,so if you take a decerebrated salamander it 's not so nice but you remove the head and if you electrically stimulate the spinal cord ,string,,s o _ i f _ y o u _ t a k e _ a _ d e c e r e b r a t e d _ s a l a m a n d e r _ i t _ ' s _ n o t _ s o _ n i c e _ b u t _ y o u _ r e m o v e _ t h e _ h e a d _ a n d _ i f _ y o u _ e l e c t r i c a l l y _ s t i m u l a t e _ t h e _ s p i n a l _ c o r d _,string,
