,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
3,78,27447,AndrewBlum_2012G_505.77_511.3,5.53,505.77,511.3,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,and i was particularly interested because i wanted to see one of these cables being built,string,,a n d _ i _ w a s _ p a r t i c u l a r l y _ i n t e r e s t e d _ b e c a u s e _ i _ w a n t e d _ t o _ s e e _ o n e _ o f _ t h e s e _ c a b l e s _ b e i n g _ b u i l t,string,
6,38,27407,AndrewBlum_2012G_238.75_245.74,6.99,238.75,245.74,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,but in fact it is there is a real world of the internet out there and that 's what i spent about two years visiting these places of the internet ,string,,b u t _ i n _ f a c t _ i t _ i s _ t h e r e _ i s _ a _ r e a l _ w o r l d _ o f _ t h e _ i n t e r n e t _ o u t _ t h e r e _ a n d _ t h a t _ ' s _ w h a t _ i _ s p e n t _ a b o u t _ t w o _ y e a r s _ v i s i t i n g _ t h e s e _ p l a c e s _ o f _ t h e _ i n t e r n e t _,string,
7,13,27382,AndrewBlum_2012G_94.24_100.97,6.73,94.24,100.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,if you went and looked for images of the internet  this was all that you found  this famous image by opte,string,,i f _ y o u _ w e n t _ a n d _ l o o k e d _ f o r _ i m a g e s _ o f _ t h e _ i n t e r n e t _ _ t h i s _ w a s _ a l l _ t h a t _ y o u _ f o u n d _ _ t h i s _ f a m o u s _ i m a g e _ b y _ o p t e,string,
9,72,27441,AndrewBlum_2012G_467.62_475.17,7.55,467.62,475.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,and tata had gotten its start as a communications business when they when they bought two cables one across the atlantic and one across the pacific,string,,a n d _ t a t a _ h a d _ g o t t e n _ i t s _ s t a r t _ a s _ a _ c o m m u n i c a t i o n s _ b u s i n e s s _ w h e n _ t h e y _ w h e n _ t h e y _ b o u g h t _ t w o _ c a b l e s _ o n e _ a c r o s s _ t h e _ a t l a n t i c _ a n d _ o n e _ a c r o s s _ t h e _ p a c i f i c,string,
10,56,27425,AndrewBlum_2012G_366.78_379.91,13.13,366.78,379.91,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,but not only that but you 'll put not just one wavelength of light through one of one of the fibers but you 'll put maybe fifty or sixty or seventy different wavelengths or colors of light through a single fiber  and then you 'll have maybe eight fibers in a,string,,b u t _ n o t _ o n l y _ t h a t _ b u t _ y o u _ ' l l _ p u t _ n o t _ j u s t _ o n e _ w a v e l e n g t h _ o f _ l i g h t _ t h r o u g h _ o n e _ o f _ o n e _ o f _ t h e _ f i b e r s _ b u t _ y o u _ ' l l _ p u t _ m a y b e _ f i f t y _ o r _ s i x t y _ o r _ s e v e n t y _ d i f f e r e n t _ w a v e l e n g t h s _ o r _ c o l o r s _ o f _ l i g h t _ t h r o u g h _ a _ s i n g l e _ f i b e r _ _ a n d _ t h e n _ y o u _ ' l l _ h a v e _ m a y b e _ e i g h t _ f i b e r s _ i n _ a,string,
12,10,27379,AndrewBlum_2012G_75_76.37,1.37,75.0,76.37,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, all the time,string,,_ a l l _ t h e _ t i m e,string,
14,88,27457,AndrewBlum_2012G_571.7_579.34,7.64,571.7,579.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, then you can see the english engineers looking on  and then once it was in the right place he got back in the water holding a big knife,string,,_ t h e n _ y o u _ c a n _ s e e _ t h e _ e n g l i s h _ e n g i n e e r s _ l o o k i n g _ o n _ _ a n d _ t h e n _ o n c e _ i t _ w a s _ i n _ t h e _ r i g h t _ p l a c e _ h e _ g o t _ b a c k _ i n _ t h e _ w a t e r _ h o l d i n g _ a _ b i g _ k n i f e,string,
17,5,27374,AndrewBlum_2012G_40.97_50.05,9.08,40.97,50.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,but what was striking to me over the last several years was that less and less was i going out into the world and more and more i was sitting in front of my computer,string,,b u t _ w h a t _ w a s _ s t r i k i n g _ t o _ m e _ o v e r _ t h e _ l a s t _ s e v e r a l _ y e a r s _ w a s _ t h a t _ l e s s _ a n d _ l e s s _ w a s _ i _ g o i n g _ o u t _ i n t o _ t h e _ w o r l d _ a n d _ m o r e _ a n d _ m o r e _ i _ w a s _ s i t t i n g _ i n _ f r o n t _ o f _ m y _ c o m p u t e r,string,
18,62,27431,AndrewBlum_2012G_403.84_412.51,8.67,403.84,412.51,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,represented in this map by steve song as that thin black line  now there are six cables and more coming three down each coast,string,,r e p r e s e n t e d _ i n _ t h i s _ m a p _ b y _ s t e v e _ s o n g _ a s _ t h a t _ t h i n _ b l a c k _ l i n e _ _ n o w _ t h e r e _ a r e _ s i x _ c a b l e s _ a n d _ m o r e _ c o m i n g _ t h r e e _ d o w n _ e a c h _ c o a s t,string,
19,12,27381,AndrewBlum_2012G_85.36_94.64,9.28,85.36,94.64,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,and what was even more striking to me and what i really got hung up on was that the world inside the screen seemed to have no physical reality of its own,string,,a n d _ w h a t _ w a s _ e v e n _ m o r e _ s t r i k i n g _ t o _ m e _ a n d _ w h a t _ i _ r e a l l y _ g o t _ h u n g _ u p _ o n _ w a s _ t h a t _ t h e _ w o r l d _ i n s i d e _ t h e _ s c r e e n _ s e e m e d _ t o _ h a v e _ n o _ p h y s i c a l _ r e a l i t y _ o f _ i t s _ o w n,string,
