Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
100,27469,AndrewBlum_2012G_650.61_658.96,8.35,650.61,658.96,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, the places are the same these cables still connect these classic port cities places like lisbon  mombasa mumbai singapore new york,string,,_ t h e _ p l a c e s _ a r e _ t h e _ s a m e _ t h e s e _ c a b l e s _ s t i l l _ c o n n e c t _ t h e s e _ c l a s s i c _ p o r t _ c i t i e s _ p l a c e s _ l i k e _ l i s b o n _ _ m o m b a s a _ m u m b a i _ s i n g a p o r e _ n e w _ y o r k,string,
26,27395,AndrewBlum_2012G_166.63_171.62,4.99,166.63,171.62,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,it was unequivocally not something a squirrel could chew on,string,,i t _ w a s _ u n e q u i v o c a l l y _ n o t _ s o m e t h i n g _ a _ s q u i r r e l _ c o u l d _ c h e w _ o n,string,
31,27400,AndrewBlum_2012G_202.74_207.82,5.08,202.74,207.82,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, it lives on the top of big ben  because that 's where you get the best reception,string,,_ i t _ l i v e s _ o n _ t h e _ t o p _ o f _ b i g _ b e n _ _ b e c a u s e _ t h a t _ ' s _ w h e r e _ y o u _ g e t _ t h e _ b e s t _ r e c e p t i o n,string,
78,27447,AndrewBlum_2012G_505.77_511.3,5.53,505.77,511.3,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,and i was particularly interested because i wanted to see one of these cables being built,string,,a n d _ i _ w a s _ p a r t i c u l a r l y _ i n t e r e s t e d _ b e c a u s e _ i _ w a n t e d _ t o _ s e e _ o n e _ o f _ t h e s e _ c a b l e s _ b e i n g _ b u i l t,string,
59,27428,AndrewBlum_2012G_392.07_396.23,4.16,392.07,396.23,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,this is in halifax a cable that stretches from halifax to ireland ,string,,t h i s _ i s _ i n _ h a l i f a x _ a _ c a b l e _ t h a t _ s t r e t c h e s _ f r o m _ h a l i f a x _ t o _ i r e l a n d _,string,
21,27390,AndrewBlum_2012G_144.03_147.34,3.31,144.03,147.34,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,and there was this big jumble of cables against the wall,string,,a n d _ t h e r e _ w a s _ t h i s _ b i g _ j u m b l e _ o f _ c a b l e s _ a g a i n s t _ t h e _ w a l l,string,
38,27407,AndrewBlum_2012G_238.75_245.74,6.99,238.75,245.74,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,but in fact it is there is a real world of the internet out there and that 's what i spent about two years visiting these places of the internet ,string,,b u t _ i n _ f a c t _ i t _ i s _ t h e r e _ i s _ a _ r e a l _ w o r l d _ o f _ t h e _ i n t e r n e t _ o u t _ t h e r e _ a n d _ t h a t _ ' s _ w h a t _ i _ s p e n t _ a b o u t _ t w o _ y e a r s _ v i s i t i n g _ t h e s e _ p l a c e s _ o f _ t h e _ i n t e r n e t _,string,
13,27382,AndrewBlum_2012G_94.24_100.97,6.73,94.24,100.97,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,if you went and looked for images of the internet  this was all that you found  this famous image by opte,string,,i f _ y o u _ w e n t _ a n d _ l o o k e d _ f o r _ i m a g e s _ o f _ t h e _ i n t e r n e t _ _ t h i s _ w a s _ a l l _ t h a t _ y o u _ f o u n d _ _ t h i s _ f a m o u s _ i m a g e _ b y _ o p t e,string,
66,27435,AndrewBlum_2012G_435.24_437.74,2.5,435.24,437.74,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,so this is my friend simon cooper ,string,,s o _ t h i s _ i s _ m y _ f r i e n d _ s i m o n _ c o o p e r _,string,
72,27441,AndrewBlum_2012G_467.62_475.17,7.55,467.62,475.17,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,and tata had gotten its start as a communications business when they when they bought two cables one across the atlantic and one across the pacific,string,,a n d _ t a t a _ h a d _ g o t t e n _ i t s _ s t a r t _ a s _ a _ c o m m u n i c a t i o n s _ b u s i n e s s _ w h e n _ t h e y _ w h e n _ t h e y _ b o u g h t _ t w o _ c a b l e s _ o n e _ a c r o s s _ t h e _ a t l a n t i c _ a n d _ o n e _ a c r o s s _ t h e _ p a c i f i c,string,
56,27425,AndrewBlum_2012G_366.78_379.91,13.13,366.78,379.91,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,,but not only that but you 'll put not just one wavelength of light through one of one of the fibers but you 'll put maybe fifty or sixty or seventy different wavelengths or colors of light through a single fiber  and then you 'll have maybe eight fibers in a,string,,b u t _ n o t _ o n l y _ t h a t _ b u t _ y o u _ ' l l _ p u t _ n o t _ j u s t _ o n e _ w a v e l e n g t h _ o f _ l i g h t _ t h r o u g h _ o n e _ o f _ o n e _ o f _ t h e _ f i b e r s _ b u t _ y o u _ ' l l _ p u t _ m a y b e _ f i f t y _ o r _ s i x t y _ o r _ s e v e n t y _ d i f f e r e n t _ w a v e l e n g t h s _ o r _ c o l o r s _ o f _ l i g h t _ t h r o u g h _ a _ s i n g l e _ f i b e r _ _ a n d _ t h e n _ y o u _ ' l l _ h a v e _ m a y b e _ e i g h t _ f i b e r s _ i n _ a,string,
28,27397,AndrewBlum_2012G_179.99_183.94,3.95,179.99,183.94,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, if you yanked the wire from the wall and if you started to follow it where would it go,string,,_ i f _ y o u _ y a n k e d _ t h e _ w i r e _ f r o m _ t h e _ w a l l _ a n d _ i f _ y o u _ s t a r t e d _ t o _ f o l l o w _ i t _ w h e r e _ w o u l d _ i t _ g o,string,
10,27379,AndrewBlum_2012G_75_76.37,1.37,75.0,76.37,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, all the time,string,,_ a l l _ t h e _ t i m e,string,
70,27439,AndrewBlum_2012G_455.71_462.47,6.76,455.71,462.47,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, and he is english the undersea cable industry is dominated by englishmen  and they all seem to be forty two,string,,_ a n d _ h e _ i s _ e n g l i s h _ t h e _ u n d e r s e a _ c a b l e _ i n d u s t r y _ i s _ d o m i n a t e d _ b y _ e n g l i s h m e n _ _ a n d _ t h e y _ a l l _ s e e m _ t o _ b e _ f o r t y _ t w o,string,
88,27457,AndrewBlum_2012G_571.7_579.34,7.64,571.7,579.34,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/AndrewBlum_2012G.sph,sph,,AndrewBlum_2012G,string,, then you can see the english engineers looking on  and then once it was in the right place he got back in the water holding a big knife,string,,_ t h e n _ y o u _ c a n _ s e e _ t h e _ e n g l i s h _ e n g i n e e r s _ l o o k i n g _ o n _ _ a n d _ t h e n _ o n c e _ i t _ w a s _ i n _ t h e _ r i g h t _ p l a c e _ h e _ g o t _ b a c k _ i n _ t h e _ w a t e r _ h o l d i n g _ a _ b i g _ k n i f e,string,
