,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,230,133326,KathrynSchulz_2011S_335.17_344.43,9.26,335.17,344.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,,buyer 's remorse basically but then finally it occurred to some researchers to step back and say well okay but overall what do we regret most in life here,string,,b u y e r _ ' s _ r e m o r s e _ b a s i c a l l y _ b u t _ t h e n _ f i n a l l y _ i t _ o c c u r r e d _ t o _ s o m e _ r e s e a r c h e r s _ t o _ s t e p _ b a c k _ a n d _ s a y _ w e l l _ o k a y _ b u t _ o v e r a l l _ w h a t _ d o _ w e _ r e g r e t _ m o s t _ i n _ l i f e _ h e r e,string,
1,195,133291,KathrynSchulz_2011S_141.78_146.32,4.54,141.78,146.32,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,,in other words i had drunk our great cultural kool aid about regret ,string,,i n _ o t h e r _ w o r d s _ i _ h a d _ d r u n k _ o u r _ g r e a t _ c u l t u r a l _ k o o l _ a i d _ a b o u t _ r e g r e t _,string,
2,225,133321,KathrynSchulz_2011S_312.34_315.02,2.68,312.34,315.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,,but almost came out well,string,,b u t _ a l m o s t _ c a m e _ o u t _ w e l l,string,
3,22,12511,KathrynSchulz_2011_148.41_154.97,6.56,148.41,154.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011.sph,sph,,KathrynSchulz_2011,string,,we get it in the abstract we all know everybody in this room makes mistakes the human species in general,string,,w e _ g e t _ i t _ i n _ t h e _ a b s t r a c t _ w e _ a l l _ k n o w _ e v e r y b o d y _ i n _ t h i s _ r o o m _ m a k e s _ m i s t a k e s _ t h e _ h u m a n _ s p e c i e s _ i n _ g e n e r a l,string,
4,108,12597,KathrynSchulz_2011_626.33_633.99,7.66,626.33,633.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011.sph,sph,,KathrynSchulz_2011,string,, they don 't have access to the same information that we do and when we generously share that information with them they 're going to see the light and come on over to our team,string,,_ t h e y _ d o n _ ' t _ h a v e _ a c c e s s _ t o _ t h e _ s a m e _ i n f o r m a t i o n _ t h a t _ w e _ d o _ a n d _ w h e n _ w e _ g e n e r o u s l y _ s h a r e _ t h a t _ i n f o r m a t i o n _ w i t h _ t h e m _ t h e y _ ' r e _ g o i n g _ t o _ s e e _ t h e _ l i g h t _ a n d _ c o m e _ o n _ o v e r _ t o _ o u r _ t e a m,string,
5,285,133381,KathrynSchulz_2011S_655.02_659.41,4.39,655.02,659.41,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,, is obviously going to vary depending on the specific thing that we 're feeling regretful about,string,,_ i s _ o b v i o u s l y _ g o i n g _ t o _ v a r y _ d e p e n d i n g _ o n _ t h e _ s p e c i f i c _ t h i n g _ t h a t _ w e _ ' r e _ f e e l i n g _ r e g r e t f u l _ a b o u t,string,
6,275,133371,KathrynSchulz_2011S_597.03_599.66,2.63,597.03,599.66,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,,control z like the computer command undo,string,,c o n t r o l _ z _ l i k e _ t h e _ c o m p u t e r _ c o m m a n d _ u n d o,string,
7,324,133420,KathrynSchulz_2011S_877.32_881.53,4.21,877.32,881.53,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,, some of your own regrets are also not as ugly as you think they are,string,,_ s o m e _ o f _ y o u r _ o w n _ r e g r e t s _ a r e _ a l s o _ n o t _ a s _ u g l y _ a s _ y o u _ t h i n k _ t h e y _ a r e,string,
8,170,12659,KathrynSchulz_2011_1030.65_1033.18,2.53,1030.65,1033.18,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011.sph,sph,,KathrynSchulz_2011,string,,and look around at each other,string,,a n d _ l o o k _ a r o u n d _ a t _ e a c h _ o t h e r,string,
10,104,12593,KathrynSchulz_2011_604.9_612.62,7.72,604.9,612.62,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011.sph,sph,,KathrynSchulz_2011,string,, feel that way  you 've got a problem to solve  which is how are you going to explain all of those people who disagree with you,string,,_ f e e l _ t h a t _ w a y _ _ y o u _ ' v e _ g o t _ a _ p r o b l e m _ t o _ s o l v e _ _ w h i c h _ i s _ h o w _ a r e _ y o u _ g o i n g _ t o _ e x p l a i n _ a l l _ o f _ t h o s e _ p e o p l e _ w h o _ d i s a g r e e _ w i t h _ y o u,string,
11,296,133392,KathrynSchulz_2011S_719.09_726.48,7.39,719.09,726.48,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,,i mean even the stupid reply all regrets can leave us in a fit of excruciating agony for days ,string,,i _ m e a n _ e v e n _ t h e _ s t u p i d _ r e p l y _ a l l _ r e g r e t s _ c a n _ l e a v e _ u s _ i n _ a _ f i t _ o f _ e x c r u c i a t i n g _ a g o n y _ f o r _ d a y s _,string,
12,246,133342,KathrynSchulz_2011S_427.91_429.7,1.79,427.91,429.7,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KathrynSchulz_2011S.sph,sph,,KathrynSchulz_2011S,string,,we all know the short answer,string,,w e _ a l l _ k n o w _ t h e _ s h o r t _ a n s w e r,string,
