Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
128,183187,PeterGabriel_Panel_2013_218.09_223.03,4.94,218.09,223.03,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_Panel_2013.sph,sph,,PeterGabriel_Panel_2013,string,,and you 're going to see delphi hitting a key he hears a computer generated whistle whistle,string,,a n d _ y o u _ ' r e _ g o i n g _ t o _ s e e _ d e l p h i _ h i t t i n g _ a _ k e y _ h e _ h e a r s _ a _ c o m p u t e r _ g e n e r a t e d _ w h i s t l e _ w h i s t l e,string,
215,183274,PeterGabriel_Panel_2013_962.16_966.37,4.21,962.16,966.37,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_Panel_2013.sph,sph,,PeterGabriel_Panel_2013,string,,is that they 're beginning to learn how to communicate,string,,i s _ t h a t _ t h e y _ ' r e _ b e g i n n i n g _ t o _ l e a r n _ h o w _ t o _ c o m m u n i c a t e,string,
39,64104,PeterGabriel_2006_234.61_245,10.39,234.61,245.0,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_2006.sph,sph,,PeterGabriel_2006,string,,it didn 't really get anywhere  and then the rodney king incident happened and people thought ok if you have a camera in the right place at the right time or perhaps the wrong time ,string,,i t _ d i d n _ ' t _ r e a l l y _ g e t _ a n y w h e r e _ _ a n d _ t h e n _ t h e _ r o d n e y _ k i n g _ i n c i d e n t _ h a p p e n e d _ a n d _ p e o p l e _ t h o u g h t _ o k _ i f _ y o u _ h a v e _ a _ c a m e r a _ i n _ t h e _ r i g h t _ p l a c e _ a t _ t h e _ r i g h t _ t i m e _ o r _ p e r h a p s _ t h e _ w r o n g _ t i m e _,string,
76,64141,PeterGabriel_2006_570.68_574.77,4.09,570.68,574.77,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_2006.sph,sph,,PeterGabriel_2006,string,,youth correction systems employed and it 's much,string,,y o u t h _ c o r r e c t i o n _ s y s t e m s _ e m p l o y e d _ a n d _ i t _ ' s _ m u c h,string,
81,64146,PeterGabriel_2006_590.94_594.1,3.16,590.94,594.1,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_2006.sph,sph,,PeterGabriel_2006,string,,excuse me mr gabriel  would you mind if we,string,,e x c u s e _ m e _ m r _ g a b r i e l _ _ w o u l d _ y o u _ m i n d _ i f _ w e,string,
63,64128,PeterGabriel_2006_487.1_494.13,7.03,487.1,494.13,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_2006.sph,sph,,PeterGabriel_2006,string,,in my country  it was we had been looking at pictures of british soldiers beating up young iraqis,string,,i n _ m y _ c o u n t r y _ _ i t _ w a s _ w e _ h a d _ b e e n _ l o o k i n g _ a t _ p i c t u r e s _ o f _ b r i t i s h _ s o l d i e r s _ b e a t i n g _ u p _ y o u n g _ i r a q i s,string,
12,64077,PeterGabriel_2006_81.22_89.48,8.26,81.22,89.48,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_2006.sph,sph,,PeterGabriel_2006,string,,what it was like to be tortured and from my very privileged position this was the only reference point that i had,string,,w h a t _ i t _ w a s _ l i k e _ t o _ b e _ t o r t u r e d _ a n d _ f r o m _ m y _ v e r y _ p r i v i l e g e d _ p o s i t i o n _ t h i s _ w a s _ t h e _ o n l y _ r e f e r e n c e _ p o i n t _ t h a t _ i _ h a d,string,
138,183197,PeterGabriel_Panel_2013_295.05_305,9.95,295.05,305.0,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_Panel_2013.sph,sph,,PeterGabriel_Panel_2013,string,,so as an adult when i started to read about the amazing breakthroughs with penny patterson and koko with sue savage rumbaugh and kanzi panbanisha irene pepperberg,string,,s o _ a s _ a n _ a d u l t _ w h e n _ i _ s t a r t e d _ t o _ r e a d _ a b o u t _ t h e _ a m a z i n g _ b r e a k t h r o u g h s _ w i t h _ p e n n y _ p a t t e r s o n _ a n d _ k o k o _ w i t h _ s u e _ s a v a g e _ r u m b a u g h _ a n d _ k a n z i _ p a n b a n i s h a _ i r e n e _ p e p p e r b e r g,string,
237,183296,PeterGabriel_Panel_2013_1095.7_1100.02,4.32,1095.7,1100.02,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_Panel_2013.sph,sph,,PeterGabriel_Panel_2013,string,,today this is the first time you 're talking about it tell me a little bit about where you 're going to take the idea what,string,,t o d a y _ t h i s _ i s _ t h e _ f i r s t _ t i m e _ y o u _ ' r e _ t a l k i n g _ a b o u t _ i t _ t e l l _ m e _ a _ l i t t l e _ b i t _ a b o u t _ w h e r e _ y o u _ ' r e _ g o i n g _ t o _ t a k e _ t h e _ i d e a _ w h a t,string,
16,64081,PeterGabriel_2006_115.46_118.71,3.25,115.46,118.71,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/PeterGabriel_2006.sph,sph,,PeterGabriel_2006,string,,very hard guy to say no to and,string,,v e r y _ h a r d _ g u y _ t o _ s a y _ n o _ t o _ a n d,string,
