,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,13,95389,DianeKelly_2012P_99.31_104.6,5.29,99.31,104.6,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,so today i 'm going to give you an example drawn from my penis study,string,,s o _ t o d a y _ i _ ' m _ g o i n g _ t o _ g i v e _ y o u _ a n _ e x a m p l e _ d r a w n _ f r o m _ m y _ p e n i s _ s t u d y,string,
17,53,95429,DianeKelly_2012P_384.16_391.75,7.59,384.16,391.75,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,so he sat me down  and he warned me he was like be careful going down this path i 'm not sure this project 's going to pan out,string,,s o _ h e _ s a t _ m e _ d o w n _ _ a n d _ h e _ w a r n e d _ m e _ h e _ w a s _ l i k e _ b e _ c a r e f u l _ g o i n g _ d o w n _ t h i s _ p a t h _ i _ ' m _ n o t _ s u r e _ t h i s _ p r o j e c t _ ' s _ g o i n g _ t o _ p a n _ o u t,string,
21,51,95427,DianeKelly_2012P_365.58_375.02,9.44,365.58,375.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,and this was the point at which my graduate adviser said whoa  hold on slow down because,string,,a n d _ t h i s _ w a s _ t h e _ p o i n t _ a t _ w h i c h _ m y _ g r a d u a t e _ a d v i s e r _ s a i d _ w h o a _ _ h o l d _ o n _ s l o w _ d o w n _ b e c a u s e,string,
22,82,95458,DianeKelly_2012P_587.57_598.18,10.61,587.57,598.18,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,if the wall around the erectile tissue wasn 't there if it wasn 't reinforced in this way the shape would change but the inflated penis would not resist bending and erection simply wouldn 't work,string,,i f _ t h e _ w a l l _ a r o u n d _ t h e _ e r e c t i l e _ t i s s u e _ w a s n _ ' t _ t h e r e _ i f _ i t _ w a s n _ ' t _ r e i n f o r c e d _ i n _ t h i s _ w a y _ t h e _ s h a p e _ w o u l d _ c h a n g e _ b u t _ t h e _ i n f l a t e d _ p e n i s _ w o u l d _ n o t _ r e s i s t _ b e n d i n g _ a n d _ e r e c t i o n _ s i m p l y _ w o u l d n _ ' t _ w o r k,string,
23,21,95397,DianeKelly_2012P_165.13_174.81,9.68,165.13,174.81,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, and the question i get when i start talking about this most often is what made you interested in this subject and the answer is,string,,_ a n d _ t h e _ q u e s t i o n _ i _ g e t _ w h e n _ i _ s t a r t _ t a l k i n g _ a b o u t _ t h i s _ m o s t _ o f t e n _ i s _ w h a t _ m a d e _ y o u _ i n t e r e s t e d _ i n _ t h i s _ s u b j e c t _ a n d _ t h e _ a n s w e r _ i s,string,
24,86,95462,DianeKelly_2012P_611.65_613.94,2.29,611.65,613.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,so to sum up,string,,s o _ t o _ s u m _ u p,string,
25,18,95394,DianeKelly_2012P_142.89_154.82,11.93,142.89,154.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,and i think we see this tremendous variation because it 's a really effective solution to a very basic biological problem  and that is getting sperm in a position to meet up with,string,,a n d _ i _ t h i n k _ w e _ s e e _ t h i s _ t r e m e n d o u s _ v a r i a t i o n _ b e c a u s e _ i t _ ' s _ a _ r e a l l y _ e f f e c t i v e _ s o l u t i o n _ t o _ a _ v e r y _ b a s i c _ b i o l o g i c a l _ p r o b l e m _ _ a n d _ t h a t _ i s _ g e t t i n g _ s p e r m _ i n _ a _ p o s i t i o n _ t o _ m e e t _ u p _ w i t h,string,
27,55,95431,DianeKelly_2012P_394.72_399.47,4.75,394.72,399.47,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, i was taking on a socially embarrassing question,string,,_ i _ w a s _ t a k i n g _ o n _ a _ s o c i a l l y _ e m b a r r a s s i n g _ q u e s t i o n,string,
29,38,95414,DianeKelly_2012P_290.76_298.01,7.25,290.76,298.01,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, without both elements you have no support if you have fluid with no wall to surround it and keep,string,,_ w i t h o u t _ b o t h _ e l e m e n t s _ y o u _ h a v e _ n o _ s u p p o r t _ i f _ y o u _ h a v e _ f l u i d _ w i t h _ n o _ w a l l _ t o _ s u r r o u n d _ i t _ a n d _ k e e p,string,
32,15,95391,DianeKelly_2012P_117.56_129.97,12.41,117.56,129.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,penises are structures that transfer sperm from one individual to another  and the slide behind me barely scratches the surface of how widespread they are in animals there 's an enormous amount of anatomical variation you,string,,p e n i s e s _ a r e _ s t r u c t u r e s _ t h a t _ t r a n s f e r _ s p e r m _ f r o m _ o n e _ i n d i v i d u a l _ t o _ a n o t h e r _ _ a n d _ t h e _ s l i d e _ b e h i n d _ m e _ b a r e l y _ s c r a t c h e s _ t h e _ s u r f a c e _ o f _ h o w _ w i d e s p r e a d _ t h e y _ a r e _ i n _ a n i m a l s _ t h e r e _ ' s _ a n _ e n o r m o u s _ a m o u n t _ o f _ a n a t o m i c a l _ v a r i a t i o n _ y o u,string,
35,20,95396,DianeKelly_2012P_156.35_165.08,8.73,156.35,165.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,now the penis isn 't actually required for internal fertiliztion but when internal fertilization evolves penises often follow,string,,n o w _ t h e _ p e n i s _ i s n _ ' t _ a c t u a l l y _ r e q u i r e d _ f o r _ i n t e r n a l _ f e r t i l i z t i o n _ b u t _ w h e n _ i n t e r n a l _ f e r t i l i z a t i o n _ e v o l v e s _ p e n i s e s _ o f t e n _ f o l l o w,string,
40,60,95436,DianeKelly_2012P_440.01_447.62,7.61,440.01,447.62,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, would be going in helices around the long axis of the skeleton something like a chinese finger trap where you stick your fingers in and they get stuck,string,,_ w o u l d _ b e _ g o i n g _ i n _ h e l i c e s _ a r o u n d _ t h e _ l o n g _ a x i s _ o f _ t h e _ s k e l e t o n _ s o m e t h i n g _ l i k e _ a _ c h i n e s e _ f i n g e r _ t r a p _ w h e r e _ y o u _ s t i c k _ y o u r _ f i n g e r s _ i n _ a n d _ t h e y _ g e t _ s t u c k,string,
42,39,95415,DianeKelly_2012P_297.83_300.05,2.22,297.83,300.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,pressure up you have a puddle,string,,p r e s s u r e _ u p _ y o u _ h a v e _ a _ p u d d l e,string,
45,57,95433,DianeKelly_2012P_405.25_419.46,14.21,405.25,419.46,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,every hydrostatic skeleton that we had found in nature up to that point had the same basic elements  it had the central fluid  it had the surrounding wall and the reinforcing fibers in the wall were arranged in crossed helices,string,,e v e r y _ h y d r o s t a t i c _ s k e l e t o n _ t h a t _ w e _ h a d _ f o u n d _ i n _ n a t u r e _ u p _ t o _ t h a t _ p o i n t _ h a d _ t h e _ s a m e _ b a s i c _ e l e m e n t s _ _ i t _ h a d _ t h e _ c e n t r a l _ f l u i d _ _ i t _ h a d _ t h e _ s u r r o u n d i n g _ w a l l _ a n d _ t h e _ r e i n f o r c i n g _ f i b e r s _ i n _ t h e _ w a l l _ w e r e _ a r r a n g e d _ i n _ c r o s s e d _ h e l i c e s,string,
51,58,95434,DianeKelly_2012P_419.12_429.97,10.85,419.12,429.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,around the long axis of the skeleton so the image behind me shows a piece of tissue in one of these cross helical skeletons cut so that you 're looking at the surface of the wall the arrow shows you the,string,,a r o u n d _ t h e _ l o n g _ a x i s _ o f _ t h e _ s k e l e t o n _ s o _ t h e _ i m a g e _ b e h i n d _ m e _ s h o w s _ a _ p i e c e _ o f _ t i s s u e _ i n _ o n e _ o f _ t h e s e _ c r o s s _ h e l i c a l _ s k e l e t o n s _ c u t _ s o _ t h a t _ y o u _ ' r e _ l o o k i n g _ a t _ t h e _ s u r f a c e _ o f _ t h e _ w a l l _ t h e _ a r r o w _ s h o w s _ y o u _ t h e,string,
56,29,95405,DianeKelly_2012P_219.78_229.97,10.19,219.78,229.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, of the time it 's a flexible organ it 's easy to bend  but before it 's brought into use during copulation it has to become rigid it has to become difficult to bend,string,,_ o f _ t h e _ t i m e _ i t _ ' s _ a _ f l e x i b l e _ o r g a n _ i t _ ' s _ e a s y _ t o _ b e n d _ _ b u t _ b e f o r e _ i t _ ' s _ b r o u g h t _ i n t o _ u s e _ d u r i n g _ c o p u l a t i o n _ i t _ h a s _ t o _ b e c o m e _ r i g i d _ i t _ h a s _ t o _ b e c o m e _ d i f f i c u l t _ t o _ b e n d,string,
57,16,95392,DianeKelly_2012P_129.93_139.46,9.53,129.93,139.46,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, find muscular tubes modified legs modified fins as well as the mammalian fleshy  inflatable cylinder that we 're all familiar with or at least,string,,_ f i n d _ m u s c u l a r _ t u b e s _ m o d i f i e d _ l e g s _ m o d i f i e d _ f i n s _ a s _ w e l l _ a s _ t h e _ m a m m a l i a n _ f l e s h y _ _ i n f l a t a b l e _ c y l i n d e r _ t h a t _ w e _ ' r e _ a l l _ f a m i l i a r _ w i t h _ o r _ a t _ l e a s t,string,
58,67,95443,DianeKelly_2012P_493.11_496.77,3.66,493.11,496.77,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,and that 's when they 're functioning penises don 't wiggle,string,,a n d _ t h a t _ ' s _ w h e n _ t h e y _ ' r e _ f u n c t i o n i n g _ p e n i s e s _ d o n _ ' t _ w i g g l e,string,
59,73,95449,DianeKelly_2012P_531.03_541.55,10.52,531.03,541.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,that 's because we knew theoretically that there was another way of arranging fibers in a in a hydrostatic skeleton  and that was with fibers ,string,,t h a t _ ' s _ b e c a u s e _ w e _ k n e w _ t h e o r e t i c a l l y _ t h a t _ t h e r e _ w a s _ a n o t h e r _ w a y _ o f _ a r r a n g i n g _ f i b e r s _ i n _ a _ i n _ a _ h y d r o s t a t i c _ s k e l e t o n _ _ a n d _ t h a t _ w a s _ w i t h _ f i b e r s _,string,
60,14,95390,DianeKelly_2012P_104.96_117.57,12.61,104.96,117.57,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, you how knowledge drawn from studies of one organ system provided insights into a very different one now i 'm sure as everyone in the audience already knows i did have to explain it to my nine year old late last week,string,,_ y o u _ h o w _ k n o w l e d g e _ d r a w n _ f r o m _ s t u d i e s _ o f _ o n e _ o r g a n _ s y s t e m _ p r o v i d e d _ i n s i g h t s _ i n t o _ a _ v e r y _ d i f f e r e n t _ o n e _ n o w _ i _ ' m _ s u r e _ a s _ e v e r y o n e _ i n _ t h e _ a u d i e n c e _ a l r e a d y _ k n o w s _ i _ d i d _ h a v e _ t o _ e x p l a i n _ i t _ t o _ m y _ n i n e _ y e a r _ o l d _ l a t e _ l a s t _ w e e k,string,
62,72,95448,DianeKelly_2012P_525.82_531.23,5.41,525.82,531.23,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, i was really surprised at this everyone i showed it was really surprised at this why was everyone surprised at this,string,,_ i _ w a s _ r e a l l y _ s u r p r i s e d _ a t _ t h i s _ e v e r y o n e _ i _ s h o w e d _ i t _ w a s _ r e a l l y _ s u r p r i s e d _ a t _ t h i s _ w h y _ w a s _ e v e r y o n e _ s u r p r i s e d _ a t _ t h i s,string,
67,37,95413,DianeKelly_2012P_279.69_290.98,11.29,279.69,290.98,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, interaction between a pressurized fluid and a surrounding wall of tissue that 's held in tension and reinforced with fibrous proteins  and the interaction is crucial,string,,_ i n t e r a c t i o n _ b e t w e e n _ a _ p r e s s u r i z e d _ f l u i d _ a n d _ a _ s u r r o u n d i n g _ w a l l _ o f _ t i s s u e _ t h a t _ ' s _ h e l d _ i n _ t e n s i o n _ a n d _ r e i n f o r c e d _ w i t h _ f i b r o u s _ p r o t e i n s _ _ a n d _ t h e _ i n t e r a c t i o n _ i s _ c r u c i a l,string,
68,47,95423,DianeKelly_2012P_346.24_348.04,1.8,346.24,348.04,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,tissues that expand,string,,t i s s u e s _ t h a t _ e x p a n d,string,
69,19,95395,DianeKelly_2012P_154.81_156.35,1.54,154.81,156.35,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,, eggs and form zygotes,string,,_ e g g s _ a n d _ f o r m _ z y g o t e s,string,
71,76,95452,DianeKelly_2012P_555.19_561.93,6.74,555.19,561.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,give the skeleton a very very different behavior i 'm going to show a model made out of exactly the same materials,string,,g i v e _ t h e _ s k e l e t o n _ a _ v e r y _ v e r y _ d i f f e r e n t _ b e h a v i o r _ i _ ' m _ g o i n g _ t o _ s h o w _ a _ m o d e l _ m a d e _ o u t _ o f _ e x a c t l y _ t h e _ s a m e _ m a t e r i a l s,string,
73,34,95410,DianeKelly_2012P_253.97_254.97,1.0,253.97,254.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DianeKelly_2012P.sph,sph,,DianeKelly_2012P,string,,because,string,,b e c a u s e,string,
