,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,8,39971,MarkBittman_2007P_56.07_62.17,6.1,56.07,62.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,and where we go from here is going to determine not only the quality and the length of our individual lives,string,,a n d _ w h e r e _ w e _ g o _ f r o m _ h e r e _ i s _ g o i n g _ t o _ d e t e r m i n e _ n o t _ o n l y _ t h e _ q u a l i t y _ a n d _ t h e _ l e n g t h _ o f _ o u r _ i n d i v i d u a l _ l i v e s,string,
1,138,40101,MarkBittman_2007P_876.33_882.86,6.53,876.33,882.86,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,, you 've got your pizza nights you 've got your microwave nights you 've got your grazing nights you 've got your fend for yourself nights and so on,string,,_ y o u _ ' v e _ g o t _ y o u r _ p i z z a _ n i g h t s _ y o u _ ' v e _ g o t _ y o u r _ m i c r o w a v e _ n i g h t s _ y o u _ ' v e _ g o t _ y o u r _ g r a z i n g _ n i g h t s _ y o u _ ' v e _ g o t _ y o u r _ f e n d _ f o r _ y o u r s e l f _ n i g h t s _ a n d _ s o _ o n,string,
5,118,40081,MarkBittman_2007P_745.68_754.97,9.29,745.68,754.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,for dessert store bought ice cream or cookies  my mom is not here so i can say this now this kind of cooking,string,,f o r _ d e s s e r t _ s t o r e _ b o u g h t _ i c e _ c r e a m _ o r _ c o o k i e s _ _ m y _ m o m _ i s _ n o t _ h e r e _ s o _ i _ c a n _ s a y _ t h i s _ n o w _ t h i s _ k i n d _ o f _ c o o k i n g,string,
6,148,40111,MarkBittman_2007P_941.81_947.22,5.41,941.81,947.22,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,, more miles this may be organic in letter  but it 's surely not organic in spirit ,string,,_ m o r e _ m i l e s _ t h i s _ m a y _ b e _ o r g a n i c _ i n _ l e t t e r _ _ b u t _ i t _ ' s _ s u r e l y _ n o t _ o r g a n i c _ i n _ s p i r i t _,string,
7,158,40121,MarkBittman_2007P_1004.66_1007.79,3.13,1004.66,1007.79,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,, devoted to raising the animals we 'll eat,string,,_ d e v o t e d _ t o _ r a i s i n g _ t h e _ a n i m a l s _ w e _ ' l l _ e a t,string,
8,12,39975,MarkBittman_2007P_83.35_85.79,2.44,83.35,85.79,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,then hear this please ,string,,t h e n _ h e a r _ t h i s _ p l e a s e _,string,
10,55,40018,MarkBittman_2007P_336.38_341.17,4.79,336.38,341.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,half the people who developed the food pyramid have ties to agribusiness ,string,,h a l f _ t h e _ p e o p l e _ w h o _ d e v e l o p e d _ t h e _ f o o d _ p y r a m i d _ h a v e _ t i e s _ t o _ a g r i b u s i n e s s _,string,
11,179,40142,MarkBittman_2007P_1125.03_1129.55,4.52,1125.03,1129.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,during that time i 've eaten and recommended eating just about everything,string,,d u r i n g _ t h a t _ t i m e _ i _ ' v e _ e a t e n _ a n d _ r e c o m m e n d e d _ e a t i n g _ j u s t _ a b o u t _ e v e r y t h i n g,string,
12,34,39997,MarkBittman_2007P_201.59_204.97,3.38,201.59,204.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,the current health crisis however is a little more,string,,t h e _ c u r r e n t _ h e a l t h _ c r i s i s _ h o w e v e r _ i s _ a _ l i t t l e _ m o r e,string,
13,41,40004,MarkBittman_2007P_251.09_257.76,6.67,251.09,257.76,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,, we don 't need either of them for health  we don 't need animal products and we certainly don 't need white bread or coke,string,,_ w e _ d o n _ ' t _ n e e d _ e i t h e r _ o f _ t h e m _ f o r _ h e a l t h _ _ w e _ d o n _ ' t _ n e e d _ a n i m a l _ p r o d u c t s _ a n d _ w e _ c e r t a i n l y _ d o n _ ' t _ n e e d _ w h i t e _ b r e a d _ o r _ c o k e,string,
17,124,40087,MarkBittman_2007P_788.91_794.55,5.64,788.91,794.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,many people became fat phobic others worshiped broccoli as if it were god like,string,,m a n y _ p e o p l e _ b e c a m e _ f a t _ p h o b i c _ o t h e r s _ w o r s h i p e d _ b r o c c o l i _ a s _ i f _ i t _ w e r e _ g o d _ l i k e,string,
19,43,40006,MarkBittman_2007P_266.33_272.01,5.68,266.33,272.01,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,three their production has been supported by government agencies at the expense of a more ,string,,t h r e e _ t h e i r _ p r o d u c t i o n _ h a s _ b e e n _ s u p p o r t e d _ b y _ g o v e r n m e n t _ a g e n c i e s _ a t _ t h e _ e x p e n s e _ o f _ a _ m o r e _,string,
21,37,40000,MarkBittman_2007P_229.93_231.47,1.54,229.93,231.47,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,, the plants it 's not the ,string,,_ t h e _ p l a n t s _ i t _ ' s _ n o t _ t h e _,string,
29,123,40086,MarkBittman_2007P_780.26_788.91,8.65,780.26,788.91,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,perhaps because it was being produced rationally as if it were plastic food gained magical or poisonous powers or both,string,,p e r h a p s _ b e c a u s e _ i t _ w a s _ b e i n g _ p r o d u c e d _ r a t i o n a l l y _ a s _ i f _ i t _ w e r e _ p l a s t i c _ f o o d _ g a i n e d _ m a g i c a l _ o r _ p o i s o n o u s _ p o w e r s _ o r _ b o t h,string,
31,161,40124,MarkBittman_2007P_1020.18_1029.94,9.76,1020.18,1029.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,for eating as much meat as we do and i say this as a man who has eaten a fair share of corned beef in his life the most common argument is that we need nutrients,string,,f o r _ e a t i n g _ a s _ m u c h _ m e a t _ a s _ w e _ d o _ a n d _ i _ s a y _ t h i s _ a s _ a _ m a n _ w h o _ h a s _ e a t e n _ a _ f a i r _ s h a r e _ o f _ c o r n e d _ b e e f _ i n _ h i s _ l i f e _ t h e _ m o s t _ c o m m o n _ a r g u m e n t _ i s _ t h a t _ w e _ n e e d _ n u t r i e n t s,string,
32,102,40065,MarkBittman_2007P_642.43_646.42,3.99,642.43,646.42,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,,lettuce salad i for one and i 'm not kidding,string,,l e t t u c e _ s a l a d _ i _ f o r _ o n e _ a n d _ i _ ' m _ n o t _ k i d d i n g,string,
33,69,40032,MarkBittman_2007P_429.96_439.03,9.07,429.96,439.03,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MarkBittman_2007P.sph,sph,,MarkBittman_2007P,string,, for those of you who don 't know is someone who eats only locally grown food which is fine if you live in california but for the rest of us it 's a bit of a sad joke ,string,,_ f o r _ t h o s e _ o f _ y o u _ w h o _ d o n _ ' t _ k n o w _ i s _ s o m e o n e _ w h o _ e a t s _ o n l y _ l o c a l l y _ g r o w n _ f o o d _ w h i c h _ i s _ f i n e _ i f _ y o u _ l i v e _ i n _ c a l i f o r n i a _ b u t _ f o r _ t h e _ r e s t _ o f _ u s _ i t _ ' s _ a _ b i t _ o f _ a _ s a d _ j o k e _,string,
