,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,86,194805,SebastianKraves_2016S_591.65_594.05,2.4,591.65,594.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,,carried out her experiment,string,,c a r r i e d _ o u t _ h e r _ e x p e r i m e n t,string,
2,2,194721,SebastianKraves_2016S_26_29.67,3.67,26.0,29.67,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,, one of your pigs can catch the flu the swine flu,string,,_ o n e _ o f _ y o u r _ p i g s _ c a n _ c a t c h _ t h e _ f l u _ t h e _ s w i n e _ f l u,string,
3,87,194806,SebastianKraves_2016S_593.87_595.78,1.91,593.87,595.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,,in microgravity,string,,i n _ m i c r o g r a v i t y,string,
4,51,194770,SebastianKraves_2016S_366.88_371.33,4.45,366.88,371.33,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,,grows truffles for a living we see him pictured here  holding the first,string,,g r o w s _ t r u f f l e s _ f o r _ a _ l i v i n g _ w e _ s e e _ h i m _ p i c t u r e d _ h e r e _ _ h o l d i n g _ t h e _ f i r s t,string,
6,47,194766,SebastianKraves_2016S_340.09_345.42,5.33,340.09,345.42,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,, and you 'd be liking auntie glenda on facebook and all of this while sitting on the toilet,string,,_ a n d _ y o u _ ' d _ b e _ l i k i n g _ a u n t i e _ g l e n d a _ o n _ f a c e b o o k _ a n d _ a l l _ o f _ t h i s _ w h i l e _ s i t t i n g _ o n _ t h e _ t o i l e t,string,
8,75,194794,SebastianKraves_2016S_514.14_517.24,3.1,514.14,517.24,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,,let 's talk about dna analysis in space,string,,l e t _ ' s _ t a l k _ a b o u t _ d n a _ a n a l y s i s _ i n _ s p a c e,string,
9,53,194772,SebastianKraves_2016S_376.09_389,12.91,376.09,389.0,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,, truffles are this delicacy that stems from a fungus growing on the roots of living trees  and it 's a rare fungus some species may fetch three thousand seven thousand or more dollars per kilogram ,string,,_ t r u f f l e s _ a r e _ t h i s _ d e l i c a c y _ t h a t _ s t e m s _ f r o m _ a _ f u n g u s _ g r o w i n g _ o n _ t h e _ r o o t s _ o f _ l i v i n g _ t r e e s _ _ a n d _ i t _ ' s _ a _ r a r e _ f u n g u s _ s o m e _ s p e c i e s _ m a y _ f e t c h _ t h r e e _ t h o u s a n d _ s e v e n _ t h o u s a n d _ o r _ m o r e _ d o l l a r s _ p e r _ k i l o g r a m _,string,
13,27,194746,SebastianKraves_2016S_173.5_175.29,1.79,173.5,175.29,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,,laughter luckily,string,,l a u g h t e r _ l u c k i l y,string,
15,115,194834,SebastianKraves_2016S_775.23_778.14,2.91,775.23,778.14,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,,it is in our dna to be curious,string,,i t _ i s _ i n _ o u r _ d n a _ t o _ b e _ c u r i o u s,string,
16,57,194776,SebastianKraves_2016S_404.99_412.86,7.87,404.99,412.86,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SebastianKraves_2016S.sph,sph,,SebastianKraves_2016S,string,, but even to a trained eye like paul 's even when looked at under a microscope these truffles can pass for authentic  so,string,,_ b u t _ e v e n _ t o _ a _ t r a i n e d _ e y e _ l i k e _ p a u l _ ' s _ e v e n _ w h e n _ l o o k e d _ a t _ u n d e r _ a _ m i c r o s c o p e _ t h e s e _ t r u f f l e s _ c a n _ p a s s _ f o r _ a u t h e n t i c _ _ s o,string,
