,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
1,36,150171,SheilaPatek_2004_233.94_242.55,8.61,233.94,242.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,,and i 'm playing it back at fifteen  and so this is slowed down three hundred and thirty three times  and as you 'll notice it 's still pretty gosh darn fast,string,,a n d _ i _ ' m _ p l a y i n g _ i t _ b a c k _ a t _ f i f t e e n _ _ a n d _ s o _ t h i s _ i s _ s l o w e d _ d o w n _ t h r e e _ h u n d r e d _ a n d _ t h i r t y _ t h r e e _ t i m e s _ _ a n d _ a s _ y o u _ ' l l _ n o t i c e _ i t _ ' s _ s t i l l _ p r e t t y _ g o s h _ d a r n _ f a s t,string,
4,65,150200,SheilaPatek_2004_455.04_463.97,8.93,455.04,463.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,,of of this type of shape  so it 's very well known to to engineers not as well known to biologists it 's also known to quite a few,string,,o f _ o f _ t h i s _ t y p e _ o f _ s h a p e _ _ s o _ i t _ ' s _ v e r y _ w e l l _ k n o w n _ t o _ t o _ e n g i n e e r s _ n o t _ a s _ w e l l _ k n o w n _ t o _ b i o l o g i s t s _ i t _ ' s _ a l s o _ k n o w n _ t o _ q u i t e _ a _ f e w,string,
8,15,150150,SheilaPatek_2004_97.46_104.43,6.97,97.46,104.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,,recorded at one thousand frames a second  played back at fifteen frames per second  and you can see it 's just a really spectacular,string,,r e c o r d e d _ a t _ o n e _ t h o u s a n d _ f r a m e s _ a _ s e c o n d _ _ p l a y e d _ b a c k _ a t _ f i f t e e n _ f r a m e s _ p e r _ s e c o n d _ _ a n d _ y o u _ c a n _ s e e _ i t _ ' s _ j u s t _ a _ r e a l l y _ s p e c t a c u l a r,string,
9,28,150163,SheilaPatek_2004_180.02_187.83,7.81,180.02,187.83,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,, up a deal  i said well if you guys rent the high speed video system that could capture these movements you guys can film us,string,,_ u p _ a _ d e a l _ _ i _ s a i d _ w e l l _ i f _ y o u _ g u y s _ r e n t _ t h e _ h i g h _ s p e e d _ v i d e o _ s y s t e m _ t h a t _ c o u l d _ c a p t u r e _ t h e s e _ m o v e m e n t s _ y o u _ g u y s _ c a n _ f i l m _ u s,string,
10,121,150256,SheilaPatek_2004_829.96_844.31,14.35,829.96,844.31,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,, it 's breaking snails the poor limb must be disintegrating and indeed it does that 's the smashing part of the heel on both these images and it gets worn away in fact i 've seen them wear wear away their heel all the way to the flesh  but one of the convenient things about being an arthropod,string,,_ i t _ ' s _ b r e a k i n g _ s n a i l s _ t h e _ p o o r _ l i m b _ m u s t _ b e _ d i s i n t e g r a t i n g _ a n d _ i n d e e d _ i t _ d o e s _ t h a t _ ' s _ t h e _ s m a s h i n g _ p a r t _ o f _ t h e _ h e e l _ o n _ b o t h _ t h e s e _ i m a g e s _ a n d _ i t _ g e t s _ w o r n _ a w a y _ i n _ f a c t _ i _ ' v e _ s e e n _ t h e m _ w e a r _ w e a r _ a w a y _ t h e i r _ h e e l _ a l l _ t h e _ w a y _ t o _ t h e _ f l e s h _ _ b u t _ o n e _ o f _ t h e _ c o n v e n i e n t _ t h i n g s _ a b o u t _ b e i n g _ a n _ a r t h r o p o d,string,
11,102,150237,SheilaPatek_2004_720.23_724.9,4.67,720.23,724.9,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,,stomatopod and again this is a situation where engineers are very,string,,s t o m a t o p o d _ a n d _ a g a i n _ t h i s _ i s _ a _ s i t u a t i o n _ w h e r e _ e n g i n e e r s _ a r e _ v e r y,string,
13,46,150181,SheilaPatek_2004_311.35_324.24,12.89,311.35,324.24,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,, takes a good long time to contract and a latch that prevents anything from moving so the muscle contracts  and nothing happens and once the muscle 's contracted completely everything 's stored up the latch flies upward and,string,,_ t a k e s _ a _ g o o d _ l o n g _ t i m e _ t o _ c o n t r a c t _ a n d _ a _ l a t c h _ t h a t _ p r e v e n t s _ a n y t h i n g _ f r o m _ m o v i n g _ s o _ t h e _ m u s c l e _ c o n t r a c t s _ _ a n d _ n o t h i n g _ h a p p e n s _ a n d _ o n c e _ t h e _ m u s c l e _ ' s _ c o n t r a c t e d _ c o m p l e t e l y _ e v e r y t h i n g _ ' s _ s t o r e d _ u p _ t h e _ l a t c h _ f l i e s _ u p w a r d _ a n d,string,
17,58,150193,SheilaPatek_2004_402.52_413.34,10.82,402.52,413.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,,a spring the saddle could very well be a spring and we went back to those high speed videos again  and we could actually visualize the saddle compressing and extending ,string,,a _ s p r i n g _ t h e _ s a d d l e _ c o u l d _ v e r y _ w e l l _ b e _ a _ s p r i n g _ a n d _ w e _ w e n t _ b a c k _ t o _ t h o s e _ h i g h _ s p e e d _ v i d e o s _ a g a i n _ _ a n d _ w e _ c o u l d _ a c t u a l l y _ v i s u a l i z e _ t h e _ s a d d l e _ c o m p r e s s i n g _ a n d _ e x t e n d i n g _,string,
18,7,150142,SheilaPatek_2004_50_63.47,13.47,50.0,63.47,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,, to figure out how and why mantis shrimp or stomatopods make sound i started to think about their appendages  and mantis shrimp are called mantis shrimp after the praying mantises which also have a fast feeding appendage ,string,,_ t o _ f i g u r e _ o u t _ h o w _ a n d _ w h y _ m a n t i s _ s h r i m p _ o r _ s t o m a t o p o d s _ m a k e _ s o u n d _ i _ s t a r t e d _ t o _ t h i n k _ a b o u t _ t h e i r _ a p p e n d a g e s _ _ a n d _ m a n t i s _ s h r i m p _ a r e _ c a l l e d _ m a n t i s _ s h r i m p _ a f t e r _ t h e _ p r a y i n g _ m a n t i s e s _ w h i c h _ a l s o _ h a v e _ a _ f a s t _ f e e d i n g _ a p p e n d a g e _,string,
20,70,150205,SheilaPatek_2004_489.48_493.9,4.42,489.48,493.9,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SheilaPatek_2004.sph,sph,,SheilaPatek_2004,string,,it 's two and a half inches thick and supported at two points ,string,,i t _ ' s _ t w o _ a n d _ a _ h a l f _ i n c h e s _ t h i c k _ a n d _ s u p p o r t e d _ a t _ t w o _ p o i n t s _,string,
