,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
3,14,236991,SherylWuDunn_2010G_89.17_92.06,2.89,89.17,92.06,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,this is what happens to girls in remote areas ,string,,t h i s _ i s _ w h a t _ h a p p e n s _ t o _ g i r l s _ i n _ r e m o t e _ a r e a s _,string,
6,115,237092,SherylWuDunn_2010G_691.72_697.82,6.1,691.72,697.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,let me tell you about saima  she lives in a small village outside lahore pakistan,string,,l e t _ m e _ t e l l _ y o u _ a b o u t _ s a i m a _ _ s h e _ l i v e s _ i n _ a _ s m a l l _ v i l l a g e _ o u t s i d e _ l a h o r e _ p a k i s t a n,string,
7,165,237142,SherylWuDunn_2010G_978.06_979.94,1.88,978.06,979.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,that once you,string,,t h a t _ o n c e _ y o u,string,
9,45,237022,SherylWuDunn_2010G_294.03_295.78,1.75,294.03,295.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,in india,string,,i n _ i n d i a,string,
10,136,237113,SherylWuDunn_2010G_812.22_816.17,3.95,812.22,816.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,well it just so happens at that time there was a,string,,w e l l _ i t _ j u s t _ s o _ h a p p e n s _ a t _ t h a t _ t i m e _ t h e r e _ w a s _ a,string,
17,76,237053,SherylWuDunn_2010G_456.43_463.43,7.0,456.43,463.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,i would say on the top of the agenda is sex trafficking and i 'll just say two things about this,string,,i _ w o u l d _ s a y _ o n _ t h e _ t o p _ o f _ t h e _ a g e n d a _ i s _ s e x _ t r a f f i c k i n g _ a n d _ i _ ' l l _ j u s t _ s a y _ t w o _ t h i n g s _ a b o u t _ t h i s,string,
21,138,237115,SherylWuDunn_2010G_816.65_824.31,7.66,816.65,824.31,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,in connecticut called the niantic community church group in connecticut they made a donation to an organization based in,string,,i n _ c o n n e c t i c u t _ c a l l e d _ t h e _ n i a n t i c _ c o m m u n i t y _ c h u r c h _ g r o u p _ i n _ c o n n e c t i c u t _ t h e y _ m a d e _ a _ d o n a t i o n _ t o _ a n _ o r g a n i z a t i o n _ b a s e d _ i n,string,
22,110,237087,SherylWuDunn_2010G_665.81_669.52,3.71,665.81,669.52,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,solutions and there are predictable solutions,string,,s o l u t i o n s _ a n d _ t h e r e _ a r e _ p r e d i c t a b l e _ s o l u t i o n s,string,
23,131,237108,SherylWuDunn_2010G_783.65_787.96,4.31,783.65,787.96,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,that the highest return on investment in the developing world,string,,t h a t _ t h e _ h i g h e s t _ r e t u r n _ o n _ i n v e s t m e n t _ i n _ t h e _ d e v e l o p i n g _ w o r l d,string,
28,167,237144,SherylWuDunn_2010G_985.51_992.91,7.4,985.51,992.91,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,research shows that there are very few things in life that can actually elevate your level of happiness,string,,r e s e a r c h _ s h o w s _ t h a t _ t h e r e _ a r e _ v e r y _ f e w _ t h i n g s _ i n _ l i f e _ t h a t _ c a n _ a c t u a l l y _ e l e v a t e _ y o u r _ l e v e l _ o f _ h a p p i n e s s,string,
30,104,237081,SherylWuDunn_2010G_630.08_639.25,9.17,630.08,639.25,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, dead the foreign missionary opened the door knew exactly what had happened took her to a nearby fistula hospital in addis ababa  and,string,,_ d e a d _ t h e _ f o r e i g n _ m i s s i o n a r y _ o p e n e d _ t h e _ d o o r _ k n e w _ e x a c t l y _ w h a t _ h a d _ h a p p e n e d _ t o o k _ h e r _ t o _ a _ n e a r b y _ f i s t u l a _ h o s p i t a l _ i n _ a d d i s _ a b a b a _ _ a n d,string,
31,13,236990,SherylWuDunn_2010G_80.16_89.17,9.01,80.16,89.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,we 're going to pull you out of school because the 13 dollar school fees are too much for us  you 're going to be spending the rest of your life in the rice paddies  why would we waste this money on you,string,,w e _ ' r e _ g o i n g _ t o _ p u l l _ y o u _ o u t _ o f _ s c h o o l _ b e c a u s e _ t h e _ 1 3 _ d o l l a r _ s c h o o l _ f e e s _ a r e _ t o o _ m u c h _ f o r _ u s _ _ y o u _ ' r e _ g o i n g _ t o _ b e _ s p e n d i n g _ t h e _ r e s t _ o f _ y o u r _ l i f e _ i n _ t h e _ r i c e _ p a d d i e s _ _ w h y _ w o u l d _ w e _ w a s t e _ t h i s _ m o n e y _ o n _ y o u,string,
32,146,237123,SherylWuDunn_2010G_860.33_868.11,7.78,860.33,868.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,through elementary school  middle school and then in high school  she scored brilliantly on the national examinations,string,,t h r o u g h _ e l e m e n t a r y _ s c h o o l _ _ m i d d l e _ s c h o o l _ a n d _ t h e n _ i n _ h i g h _ s c h o o l _ _ s h e _ s c o r e d _ b r i l l i a n t l y _ o n _ t h e _ n a t i o n a l _ e x a m i n a t i o n s,string,
33,163,237140,SherylWuDunn_2010G_972.24_975.74,3.5,972.24,975.74,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,i will just leave you with two things one,string,,i _ w i l l _ j u s t _ l e a v e _ y o u _ w i t h _ t w o _ t h i n g s _ o n e,string,
34,2,236979,SherylWuDunn_2010G_25_32.55,7.55,25.0,32.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, all are very well traveled this is tedglobal after all  but i do hope to take you to some places you 've never been to before,string,,_ a l l _ a r e _ v e r y _ w e l l _ t r a v e l e d _ t h i s _ i s _ t e d g l o b a l _ a f t e r _ a l l _ _ b u t _ i _ d o _ h o p e _ t o _ t a k e _ y o u _ t o _ s o m e _ p l a c e s _ y o u _ ' v e _ n e v e r _ b e e n _ t o _ b e f o r e,string,
36,151,237128,SherylWuDunn_2010G_893.25_899.93,6.68,893.25,899.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,little bits of help can be but i want to give you a reality check look u s,string,,l i t t l e _ b i t s _ o f _ h e l p _ c a n _ b e _ b u t _ i _ w a n t _ t o _ g i v e _ y o u _ a _ r e a l i t y _ c h e c k _ l o o k _ u _ s,string,
42,141,237118,SherylWuDunn_2010G_832.36_840.5,8.14,832.36,840.5,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,and that goat had twins the twins started producing milk they sold the milk for cash the cash started accumulating,string,,a n d _ t h a t _ g o a t _ h a d _ t w i n s _ t h e _ t w i n s _ s t a r t e d _ p r o d u c i n g _ m i l k _ t h e y _ s o l d _ t h e _ m i l k _ f o r _ c a s h _ t h e _ c a s h _ s t a r t e d _ a c c u m u l a t i n g,string,
44,31,237008,SherylWuDunn_2010G_192.7_198.3,5.6,192.7,198.3,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,and that brings me to my first major of two tenets of half the sky,string,,a n d _ t h a t _ b r i n g s _ m e _ t o _ m y _ f i r s t _ m a j o r _ o f _ t w o _ t e n e t s _ o f _ h a l f _ t h e _ s k y,string,
46,85,237062,SherylWuDunn_2010G_522.78_525.11,2.33,522.78,525.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,the second item on the agenda is,string,,t h e _ s e c o n d _ i t e m _ o n _ t h e _ a g e n d a _ i s,string,
47,154,237131,SherylWuDunn_2010G_919.09_928.32,9.23,919.09,928.32,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, we were touring a place with the village chief he wanted to raise money for a secondary school and there was some construction a few yards away and i said what 's that,string,,_ w e _ w e r e _ t o u r i n g _ a _ p l a c e _ w i t h _ t h e _ v i l l a g e _ c h i e f _ h e _ w a n t e d _ t o _ r a i s e _ m o n e y _ f o r _ a _ s e c o n d a r y _ s c h o o l _ a n d _ t h e r e _ w a s _ s o m e _ c o n s t r u c t i o n _ a _ f e w _ y a r d s _ a w a y _ a n d _ i _ s a i d _ w h a t _ ' s _ t h a t,string,
51,10,236987,SherylWuDunn_2010G_69.51_75.49,5.98,69.51,75.49,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,no wristwatch no bicycle  and they share this great splendor with a very large pig,string,,n o _ w r i s t w a t c h _ n o _ b i c y c l e _ _ a n d _ t h e y _ s h a r e _ t h i s _ g r e a t _ s p l e n d o r _ w i t h _ a _ v e r y _ l a r g e _ p i g,string,
56,11,236988,SherylWuDunn_2010G_76.02_77.48,1.46,76.02,77.48,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,dai manju,string,,d a i _ m a n j u,string,
66,40,237017,SherylWuDunn_2010G_263_268.29,5.29,263.0,268.29,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, and you know  it happens for several reasons for instance  in the last half century,string,,_ a n d _ y o u _ k n o w _ _ i t _ h a p p e n s _ f o r _ s e v e r a l _ r e a s o n s _ f o r _ i n s t a n c e _ _ i n _ t h e _ l a s t _ h a l f _ c e n t u r y,string,
71,88,237065,SherylWuDunn_2010G_540.55_545.09,4.54,540.55,545.09,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,one woman dies every minute and a half from childbirth,string,,o n e _ w o m a n _ d i e s _ e v e r y _ m i n u t e _ a n d _ a _ h a l f _ f r o m _ c h i l d b i r t h,string,
72,140,237117,SherylWuDunn_2010G_830.11_832.82,2.71,830.11,832.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, of them ended up with beatrice 's parents ,string,,_ o f _ t h e m _ e n d e d _ u p _ w i t h _ b e a t r i c e _ ' s _ p a r e n t s _,string,
76,49,237026,SherylWuDunn_2010G_317.85_324.35,6.5,317.85,324.35,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,is that let 's put aside the morality of all the right and wrong of it all and just on a purely practical level,string,,i s _ t h a t _ l e t _ ' s _ p u t _ a s i d e _ t h e _ m o r a l i t y _ o f _ a l l _ t h e _ r i g h t _ a n d _ w r o n g _ o f _ i t _ a l l _ a n d _ j u s t _ o n _ a _ p u r e l y _ p r a c t i c a l _ l e v e l,string,
82,43,237020,SherylWuDunn_2010G_280.89_289.57,8.68,280.89,289.57,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,,when there are scarce resources this girl here for instance is in a feeding center in ethiopia  the entire center was filled with girls like her,string,,w h e n _ t h e r e _ a r e _ s c a r c e _ r e s o u r c e s _ t h i s _ g i r l _ h e r e _ f o r _ i n s t a n c e _ i s _ i n _ a _ f e e d i n g _ c e n t e r _ i n _ e t h i o p i a _ _ t h e _ e n t i r e _ c e n t e r _ w a s _ f i l l e d _ w i t h _ g i r l s _ l i k e _ h e r,string,
83,36,237013,SherylWuDunn_2010G_225.91_233.45,7.54,225.91,233.45,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, how many of you think there are more males or more females in the world  let me take a poll how many of you think there are more males in the world hands up please,string,,_ h o w _ m a n y _ o f _ y o u _ t h i n k _ t h e r e _ a r e _ m o r e _ m a l e s _ o r _ m o r e _ f e m a l e s _ i n _ t h e _ w o r l d _ _ l e t _ m e _ t a k e _ a _ p o l l _ h o w _ m a n y _ o f _ y o u _ t h i n k _ t h e r e _ a r e _ m o r e _ m a l e s _ i n _ t h e _ w o r l d _ h a n d s _ u p _ p l e a s e,string,
85,170,237147,SherylWuDunn_2010G_1004.78_1005.93,1.15,1004.78,1005.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, story of,string,,_ s t o r y _ o f,string,
86,129,237106,SherylWuDunn_2010G_777.85_779.88,2.03,777.85,779.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, larry summers when he was chief,string,,_ l a r r y _ s u m m e r s _ w h e n _ h e _ w a s _ c h i e f,string,
88,79,237056,SherylWuDunn_2010G_475.73_484.08,8.35,475.73,484.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, modern slavery according to state department rough statistics there are about eight hundred thousand ten times the number,string,,_ m o d e r n _ s l a v e r y _ a c c o r d i n g _ t o _ s t a t e _ d e p a r t m e n t _ r o u g h _ s t a t i s t i c s _ t h e r e _ a r e _ a b o u t _ e i g h t _ h u n d r e d _ t h o u s a n d _ t e n _ t i m e s _ t h e _ n u m b e r,string,
89,180,237157,SherylWuDunn_2010G_1055.65_1063.88,8.23,1055.65,1063.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SherylWuDunn_2010G.sph,sph,,SherylWuDunn_2010G,string,, provide for wild birds so they don 't go hungry in the winter  and she realized that with that great fortune,string,,_ p r o v i d e _ f o r _ w i l d _ b i r d s _ s o _ t h e y _ d o n _ ' t _ g o _ h u n g r y _ i n _ t h e _ w i n t e r _ _ a n d _ s h e _ r e a l i z e d _ t h a t _ w i t h _ t h a t _ g r e a t _ f o r t u n e,string,
