,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,41,120965,BobMankoff_2013S_321.61_329.97,8.36,321.61,329.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,from one thousand nine hundred and seventy four to one thousand nine hundred and seventy seven i submitted two thousand cartoons to the new yorker and got two thousand cartoons rejected by the new yorker,string,,f r o m _ o n e _ t h o u s a n d _ n i n e _ h u n d r e d _ a n d _ s e v e n t y _ f o u r _ t o _ o n e _ t h o u s a n d _ n i n e _ h u n d r e d _ a n d _ s e v e n t y _ s e v e n _ i _ s u b m i t t e d _ t w o _ t h o u s a n d _ c a r t o o n s _ t o _ t h e _ n e w _ y o r k e r _ a n d _ g o t _ t w o _ t h o u s a n d _ c a r t o o n s _ r e j e c t e d _ b y _ t h e _ n e w _ y o r k e r,string,
7,104,121028,BobMankoff_2013S_966.72_974.54,7.82,966.72,974.54,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,the humor reflects back on us the easiest thing to do with humor  and it 's perfectly legitimate is,string,,t h e _ h u m o r _ r e f l e c t s _ b a c k _ o n _ u s _ t h e _ e a s i e s t _ t h i n g _ t o _ d o _ w i t h _ h u m o r _ _ a n d _ i t _ ' s _ p e r f e c t l y _ l e g i t i m a t e _ i s,string,
9,15,120939,BobMankoff_2013S_130.53_140.14,9.61,130.53,140.14,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,nobody knows what anybody else is laughing at and when you look at that the subjectivity involved in humor is really interesting let 's look at this cartoon,string,,n o b o d y _ k n o w s _ w h a t _ a n y b o d y _ e l s e _ i s _ l a u g h i n g _ a t _ a n d _ w h e n _ y o u _ l o o k _ a t _ t h a t _ t h e _ s u b j e c t i v i t y _ i n v o l v e d _ i n _ h u m o r _ i s _ r e a l l y _ i n t e r e s t i n g _ l e t _ ' s _ l o o k _ a t _ t h i s _ c a r t o o n,string,
10,73,120997,BobMankoff_2013S_695.71_698.94,3.23,695.71,698.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,it 's actually put together by matt diffee one of our cartoonists,string,,i t _ ' s _ a c t u a l l y _ p u t _ t o g e t h e r _ b y _ m a t t _ d i f f e e _ o n e _ o f _ o u r _ c a r t o o n i s t s,string,
11,2,120926,BobMankoff_2013S_26.33_29.67,3.34,26.33,29.67,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,'m from new york so it 's one hundred percent satisfaction,string,,' m _ f r o m _ n e w _ y o r k _ s o _ i t _ ' s _ o n e _ h u n d r e d _ p e r c e n t _ s a t i s f a c t i o n,string,
12,78,121002,BobMankoff_2013S_761.11_766.55,5.44,761.11,766.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,, that way within that context  we feel it 's okay  so within this context,string,,_ t h a t _ w a y _ w i t h i n _ t h a t _ c o n t e x t _ _ w e _ f e e l _ i t _ ' s _ o k a y _ _ s o _ w i t h i n _ t h i s _ c o n t e x t,string,
13,59,120983,BobMankoff_2013S_485.42_498.93,13.51,485.42,498.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,in each instance  the narrative gets switched there 's an incongruity and a contrast in no thursday 's out how about never is never good for you what you have is the syntax of politeness and the message of being rude ,string,,i n _ e a c h _ i n s t a n c e _ _ t h e _ n a r r a t i v e _ g e t s _ s w i t c h e d _ t h e r e _ ' s _ a n _ i n c o n g r u i t y _ a n d _ a _ c o n t r a s t _ i n _ n o _ t h u r s d a y _ ' s _ o u t _ h o w _ a b o u t _ n e v e r _ i s _ n e v e r _ g o o d _ f o r _ y o u _ w h a t _ y o u _ h a v e _ i s _ t h e _ s y n t a x _ o f _ p o l i t e n e s s _ a n d _ t h e _ m e s s a g e _ o f _ b e i n g _ r u d e _,string,
24,118,121042,BobMankoff_2013S_1080.16_1090.38,10.22,1080.16,1090.38,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,and science is what 's called bisociation you have to bring together ideas from different frames of reference  and you have to do it quickly to understand the cartoon  if ,string,,a n d _ s c i e n c e _ i s _ w h a t _ ' s _ c a l l e d _ b i s o c i a t i o n _ y o u _ h a v e _ t o _ b r i n g _ t o g e t h e r _ i d e a s _ f r o m _ d i f f e r e n t _ f r a m e s _ o f _ r e f e r e n c e _ _ a n d _ y o u _ h a v e _ t o _ d o _ i t _ q u i c k l y _ t o _ u n d e r s t a n d _ t h e _ c a r t o o n _ _ i f _,string,
27,60,120984,BobMankoff_2013S_498.56_500.05,1.49,498.56,500.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,that really is how,string,,t h a t _ r e a l l y _ i s _ h o w,string,
29,133,121057,BobMankoff_2013S_1213.34_1225.02,11.68,1213.34,1225.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,they tend to be liberal less conservative that type of stuff  but for us and for me helping design the humor it doesn 't make any sense to compare one to the other it 's sort of a smorgasbord that 's made,string,,t h e y _ t e n d _ t o _ b e _ l i b e r a l _ l e s s _ c o n s e r v a t i v e _ t h a t _ t y p e _ o f _ s t u f f _ _ b u t _ f o r _ u s _ a n d _ f o r _ m e _ h e l p i n g _ d e s i g n _ t h e _ h u m o r _ i t _ d o e s n _ ' t _ m a k e _ a n y _ s e n s e _ t o _ c o m p a r e _ o n e _ t o _ t h e _ o t h e r _ i t _ ' s _ s o r t _ o f _ a _ s m o r g a s b o r d _ t h a t _ ' s _ m a d e,string,
30,19,120943,BobMankoff_2013S_157.09_165.28,8.19,157.09,165.28,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/BobMankoff_2013S.sph,sph,,BobMankoff_2013S,string,,generally about  eighty five percent of the people liked it a hundred and nine voted it a ten the highest ten voted it one  but look at the individual responses,string,,g e n e r a l l y _ a b o u t _ _ e i g h t y _ f i v e _ p e r c e n t _ o f _ t h e _ p e o p l e _ l i k e d _ i t _ a _ h u n d r e d _ a n d _ n i n e _ v o t e d _ i t _ a _ t e n _ t h e _ h i g h e s t _ t e n _ v o t e d _ i t _ o n e _ _ b u t _ l o o k _ a t _ t h e _ i n d i v i d u a l _ r e s p o n s e s,string,
