,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,67,75079,KRamdas_2009I_413.46_420.96,7.5,413.46,420.96,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,give me the freedom to do what i need to do to speak to those whose support and assistance are critical for this work,string,,g i v e _ m e _ t h e _ f r e e d o m _ t o _ d o _ w h a t _ i _ n e e d _ t o _ d o _ t o _ s p e a k _ t o _ t h o s e _ w h o s e _ s u p p o r t _ a n d _ a s s i s t a n c e _ a r e _ c r i t i c a l _ f o r _ t h i s _ w o r k,string,
3,143,75155,KRamdas_2009I_922.39_930,7.61,922.39,930.0,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,that 's the heat from the bottom that 's malcolm x and the suffragists and gay pride parades but we also need the heat from,string,,t h a t _ ' s _ t h e _ h e a t _ f r o m _ t h e _ b o t t o m _ t h a t _ ' s _ m a l c o l m _ x _ a n d _ t h e _ s u f f r a g i s t s _ a n d _ g a y _ p r i d e _ p a r a d e s _ b u t _ w e _ a l s o _ n e e d _ t h e _ h e a t _ f r o m,string,
5,9,75021,KRamdas_2009I_59.97_64.66,4.69,59.97,64.66,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,in the midst of the daunting challenges we face as a global community,string,,i n _ t h e _ m i d s t _ o f _ t h e _ d a u n t i n g _ c h a l l e n g e s _ w e _ f a c e _ a s _ a _ g l o b a l _ c o m m u n i t y,string,
7,123,75135,KRamdas_2009I_794.13_800.05,5.92,794.13,800.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,with their remaining funds they took a small group of women down to the venue of the peace talks and they surrounded the building,string,,w i t h _ t h e i r _ r e m a i n i n g _ f u n d s _ t h e y _ t o o k _ a _ s m a l l _ g r o u p _ o f _ w o m e n _ d o w n _ t o _ t h e _ v e n u e _ o f _ t h e _ p e a c e _ t a l k s _ a n d _ t h e y _ s u r r o u n d e d _ t h e _ b u i l d i n g,string,
10,89,75101,KRamdas_2009I_546.22_550.17,3.95,546.22,550.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,many are in their twentys some are mothers many,string,,m a n y _ a r e _ i n _ t h e i r _ t w e n t y s _ s o m e _ a r e _ m o t h e r s _ m a n y,string,
15,74,75086,KRamdas_2009I_454.93_460.85,5.92,454.93,460.85,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,, in the refugee camp was in our classes sakena is a teacher,string,,_ i n _ t h e _ r e f u g e e _ c a m p _ w a s _ i n _ o u r _ c l a s s e s _ s a k e n a _ i s _ a _ t e a c h e r,string,
21,109,75121,KRamdas_2009I_691.72_695.78,4.06,691.72,695.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,the world layma bowie was given was a world at war,string,,t h e _ w o r l d _ l a y m a _ b o w i e _ w a s _ g i v e n _ w a s _ a _ w o r l d _ a t _ w a r,string,
22,64,75076,KRamdas_2009I_395.95_404.97,9.02,395.95,404.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,she starts every lecture with a prayer but she 's a single feisty financially independent woman in a country where girls are married off,string,,s h e _ s t a r t s _ e v e r y _ l e c t u r e _ w i t h _ a _ p r a y e r _ b u t _ s h e _ ' s _ a _ s i n g l e _ f e i s t y _ f i n a n c i a l l y _ i n d e p e n d e n t _ w o m a n _ i n _ a _ c o u n t r y _ w h e r e _ g i r l s _ a r e _ m a r r i e d _ o f f,string,
24,127,75139,KRamdas_2009I_817.14_826.63,9.49,817.14,826.63,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,layma stands up with deliberation reaches her arms up over her head and begins very slowly to untie untie her headdress that covers her hair,string,,l a y m a _ s t a n d s _ u p _ w i t h _ d e l i b e r a t i o n _ r e a c h e s _ h e r _ a r m s _ u p _ o v e r _ h e r _ h e a d _ a n d _ b e g i n s _ v e r y _ s l o w l y _ t o _ u n t i e _ u n t i e _ h e r _ h e a d d r e s s _ t h a t _ c o v e r s _ h e r _ h a i r,string,
27,122,75134,KRamdas_2009I_788.63_794.13,5.5,788.63,794.13,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/KRamdas_2009I.sph,sph,,KRamdas_2009I,string,,the peace talks dragged on and on and on layma and her sisters had had enough,string,,t h e _ p e a c e _ t a l k s _ d r a g g e d _ o n _ a n d _ o n _ a n d _ o n _ l a y m a _ a n d _ h e r _ s i s t e r s _ h a d _ h a d _ e n o u g h,string,
