Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
78,179900,MichaelMetcalfe_2013S_545.98_554.19,8.21,545.98,554.19,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,following that conversation with my daughter and seeing the absence of inflation in the face of,string,,f o l l o w i n g _ t h a t _ c o n v e r s a t i o n _ w i t h _ m y _ d a u g h t e r _ a n d _ s e e i n g _ t h e _ a b s e n c e _ o f _ i n f l a t i o n _ i n _ t h e _ f a c e _ o f,string,
185,262767,MichaelMetcalfe_2015S_335.54_343.65,8.11,335.54,343.65,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,,all of this is moving the public debate forward so much so that money printing for the people,string,,a l l _ o f _ t h i s _ i s _ m o v i n g _ t h e _ p u b l i c _ d e b a t e _ f o r w a r d _ s o _ m u c h _ s o _ t h a t _ m o n e y _ p r i n t i n g _ f o r _ t h e _ p e o p l e,string,
195,262777,MichaelMetcalfe_2015S_390.07_396.38,6.31,390.07,396.38,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,,and it 's truly global each of the one hundred and  eighty eight members of the imf,string,,a n d _ i t _ ' s _ t r u l y _ g l o b a l _ e a c h _ o f _ t h e _ o n e _ h u n d r e d _ a n d _ _ e i g h t y _ e i g h t _ m e m b e r s _ o f _ t h e _ i m f,string,
61,179883,MichaelMetcalfe_2013S_464.08_466.88,2.8,464.08,466.88,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,was based on two pillars ,string,,w a s _ b a s e d _ o n _ t w o _ p i l l a r s _,string,
186,262768,MichaelMetcalfe_2015S_343.48_349.83,6.35,343.48,349.83,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,,is now discussed openly in the financial media  and even in some political manifestos ,string,,i s _ n o w _ d i s c u s s e d _ o p e n l y _ i n _ t h e _ f i n a n c i a l _ m e d i a _ _ a n d _ e v e n _ i n _ s o m e _ p o l i t i c a l _ m a n i f e s t o s _,string,
90,179912,MichaelMetcalfe_2013S_632.75_638.64,5.89,632.75,638.64,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,, but there are two important mitigating factors here  the first,string,,_ b u t _ t h e r e _ a r e _ t w o _ i m p o r t a n t _ m i t i g a t i n g _ f a c t o r s _ h e r e _ _ t h e _ f i r s t,string,
21,179843,MichaelMetcalfe_2013S_179.87_188.52,8.65,179.87,188.52,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,, ambitious targets to be met by two thousand and fifteen if i tell you that just one of those targets,string,,_ a m b i t i o u s _ t a r g e t s _ t o _ b e _ m e t _ b y _ t w o _ t h o u s a n d _ a n d _ f i f t e e n _ i f _ i _ t e l l _ y o u _ t h a t _ j u s t _ o n e _ o f _ t h o s e _ t a r g e t s,string,
12,179834,MichaelMetcalfe_2013S_115.75_121.32,5.57,115.75,121.32,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,because i believe that dorothy like pia  deserves,string,,b e c a u s e _ i _ b e l i e v e _ t h a t _ d o r o t h y _ l i k e _ p i a _ _ d e s e r v e s,string,
89,179911,MichaelMetcalfe_2013S_619.09_624.93,5.84,619.09,624.93,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,how risky is this  well this involves the creation of money,string,,h o w _ r i s k y _ i s _ t h i s _ _ w e l l _ t h i s _ i n v o l v e s _ t h e _ c r e a t i o n _ o f _ m o n e y,string,
196,262778,MichaelMetcalfe_2015S_396.1_399.84,3.74,396.1,399.84,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,,hold sdr quotas as part of their foreign exchange,string,,h o l d _ s d r _ q u o t a s _ a s _ p a r t _ o f _ t h e i r _ f o r e i g n _ e x c h a n g e,string,
72,179894,MichaelMetcalfe_2013S_518.02_519.59,1.57,518.02,519.59,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,a one off donation,string,,a _ o n e _ o f f _ d o n a t i o n,string,
37,179859,MichaelMetcalfe_2013S_290.04_297.67,7.63,290.04,297.67,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,of a five note to give to the man outside it 's so sweet and more generous than dad would have been,string,,o f _ a _ f i v e _ n o t e _ t o _ g i v e _ t o _ t h e _ m a n _ o u t s i d e _ i t _ ' s _ s o _ s w e e t _ a n d _ m o r e _ g e n e r o u s _ t h a n _ d a d _ w o u l d _ h a v e _ b e e n,string,
252,262834,MichaelMetcalfe_2015S_724.03_728.77,4.74,724.03,728.77,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,,climate projects like that organized on a global scale,string,,c l i m a t e _ p r o j e c t s _ l i k e _ t h a t _ o r g a n i z e d _ o n _ a _ g l o b a l _ s c a l e,string,
193,262775,MichaelMetcalfe_2015S_379.93_383.3,3.37,379.93,383.3,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,, to transfer funds amongst each other,string,,_ t o _ t r a n s f e r _ f u n d s _ a m o n g s t _ e a c h _ o t h e r,string,
153,262735,MichaelMetcalfe_2015S_147.81_152.17,4.36,147.81,152.17,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2015S.sph,sph,,MichaelMetcalfe_2015S,string,,so for the climate history may judge,string,,s o _ f o r _ t h e _ c l i m a t e _ h i s t o r y _ m a y _ j u d g e,string,
36,179858,MichaelMetcalfe_2013S_280.65_290.02,9.37,280.65,290.02,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,coloring book and starts scribbling  after a little while  i ask her what she 's doing  and she shows me a drawing,string,,c o l o r i n g _ b o o k _ a n d _ s t a r t s _ s c r i b b l i n g _ _ a f t e r _ a _ l i t t l e _ w h i l e _ _ i _ a s k _ h e r _ w h a t _ s h e _ ' s _ d o i n g _ _ a n d _ s h e _ s h o w s _ m e _ a _ d r a w i n g,string,
26,179848,MichaelMetcalfe_2013S_213.3_219.64,6.34,213.3,219.64,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,the context of this auditorium the front two rows aren 't going to get any food,string,,t h e _ c o n t e x t _ o f _ t h i s _ a u d i t o r i u m _ t h e _ f r o n t _ t w o _ r o w s _ a r e n _ ' t _ g o i n g _ t o _ g e t _ a n y _ f o o d,string,
93,179915,MichaelMetcalfe_2013S_647.71_652.71,5.0,647.71,652.71,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/MichaelMetcalfe_2013S.sph,sph,,MichaelMetcalfe_2013S,string,,how it leads to inflation in the country doing the actual printing,string,,h o w _ i t _ l e a d s _ t o _ i n f l a t i o n _ i n _ t h e _ c o u n t r y _ d o i n g _ t h e _ a c t u a l _ p r i n t i n g,string,
