,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
1,133,92244,JohnFrancis_2008_892.05_900.46,8.41,892.05,900.46,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,i don 't need to show you my passport its in the back of my pack  i 'm dr francis i 'm a u n ambassador and i 'm walking around the world,string,,i _ d o n _ ' t _ n e e d _ t o _ s h o w _ y o u _ m y _ p a s s p o r t _ i t s _ i n _ t h e _ b a c k _ o f _ m y _ p a c k _ _ i _ ' m _ d r _ f r a n c i s _ i _ ' m _ a _ u _ n _ a m b a s s a d o r _ a n d _ i _ ' m _ w a l k i n g _ a r o u n d _ t h e _ w o r l d,string,
4,149,92260,JohnFrancis_2008_988.24_995.66,7.42,988.24,995.66,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,i was going to have to change  and i was afraid to change because i was so used to the guy who only just walked,string,,i _ w a s _ g o i n g _ t o _ h a v e _ t o _ c h a n g e _ _ a n d _ i _ w a s _ a f r a i d _ t o _ c h a n g e _ b e c a u s e _ i _ w a s _ s o _ u s e d _ t o _ t h e _ g u y _ w h o _ o n l y _ j u s t _ w a l k e d,string,
7,89,92200,JohnFrancis_2008_647.57_654.97,7.4,647.57,654.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,exxon valdez  and i was the only one in the united states writing on oil spills  my dad came out,string,,e x x o n _ v a l d e z _ _ a n d _ i _ w a s _ t h e _ o n l y _ o n e _ i n _ t h e _ u n i t e d _ s t a t e s _ w r i t i n g _ o n _ o i l _ s p i l l s _ _ m y _ d a d _ c a m e _ o u t,string,
8,165,92276,JohnFrancis_2008_1075.81_1079.94,4.13,1075.81,1079.94,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,so if my voice can touch,string,,s o _ i f _ m y _ v o i c e _ c a n _ t o u c h,string,
9,157,92268,JohnFrancis_2008_1027.15_1029.4,2.25,1027.15,1029.4,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,kind of have to leave behind,string,,k i n d _ o f _ h a v e _ t o _ l e a v e _ b e h i n d,string,
10,26,92137,JohnFrancis_2008_236.77_244.4,7.63,236.77,244.4,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,i told my mother im happy though im really happy she said if you were happy son you wouldnt have to say it mothers are like that,string,,i _ t o l d _ m y _ m o t h e r _ i m _ h a p p y _ t h o u g h _ i m _ r e a l l y _ h a p p y _ s h e _ s a i d _ i f _ y o u _ w e r e _ h a p p y _ s o n _ y o u _ w o u l d n t _ h a v e _ t o _ s a y _ i t _ m o t h e r s _ a r e _ l i k e _ t h a t,string,
14,38,92149,JohnFrancis_2008_319.69_322.25,2.56,319.69,322.25,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,, was twenty seven i thought i knew everything,string,,_ w a s _ t w e n t y _ s e v e n _ i _ t h o u g h t _ i _ k n e w _ e v e r y t h i n g,string,
16,88,92199,JohnFrancis_2008_644.69_646.59,1.9,644.69,646.59,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,something happened,string,,s o m e t h i n g _ h a p p e n e d,string,
17,115,92226,JohnFrancis_2008_808.55_816.82,8.27,808.55,816.82,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,formal level  but there was this informal level  and the informal level i learned about,string,,f o r m a l _ l e v e l _ _ b u t _ t h e r e _ w a s _ t h i s _ i n f o r m a l _ l e v e l _ _ a n d _ t h e _ i n f o r m a l _ l e v e l _ i _ l e a r n e d _ a b o u t,string,
18,68,92179,JohnFrancis_2008_488.66_501.34,12.68,488.66,501.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/JohnFrancis_2008.sph,sph,,JohnFrancis_2008,string,,came back he said to me ok john now that you 've registered for that one credit  you can have a key to an office you can matriculate youre matriculating so you can use the library  and what were going to do is were going to have,string,,c a m e _ b a c k _ h e _ s a i d _ t o _ m e _ o k _ j o h n _ n o w _ t h a t _ y o u _ ' v e _ r e g i s t e r e d _ f o r _ t h a t _ o n e _ c r e d i t _ _ y o u _ c a n _ h a v e _ a _ k e y _ t o _ a n _ o f f i c e _ y o u _ c a n _ m a t r i c u l a t e _ y o u r e _ m a t r i c u l a t i n g _ s o _ y o u _ c a n _ u s e _ t h e _ l i b r a r y _ _ a n d _ w h a t _ w e r e _ g o i n g _ t o _ d o _ i s _ w e r e _ g o i n g _ t o _ h a v e,string,
