,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,99,13876,SteveRamirez_2013X_705.05_707.67,2.62,705.05,707.67,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,, the original yes we can,string,,_ t h e _ o r i g i n a l _ y e s _ w e _ c a n,string,
2,73,13850,SteveRamirez_2013X_527.05_537.3,10.25,527.05,537.3,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,, and i on the other hand were in a completely windowless black room not making any ocular movement that even remotely resembles an eye blink because our eyes were fixed onto a computer screen,string,,_ a n d _ i _ o n _ t h e _ o t h e r _ h a n d _ w e r e _ i n _ a _ c o m p l e t e l y _ w i n d o w l e s s _ b l a c k _ r o o m _ n o t _ m a k i n g _ a n y _ o c u l a r _ m o v e m e n t _ t h a t _ e v e n _ r e m o t e l y _ r e s e m b l e s _ a n _ e y e _ b l i n k _ b e c a u s e _ o u r _ e y e s _ w e r e _ f i x e d _ o n t o _ a _ c o m p u t e r _ s c r e e n,string,
3,7,13784,SteveRamirez_2013X_62.7_68.56,5.86,62.7,68.56,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,,could we jump start that memory back to life maybe even play with the contents of that memory,string,,c o u l d _ w e _ j u m p _ s t a r t _ t h a t _ m e m o r y _ b a c k _ t o _ l i f e _ m a y b e _ e v e n _ p l a y _ w i t h _ t h e _ c o n t e n t s _ o f _ t h a t _ m e m o r y,string,
5,108,13885,SteveRamirez_2013X_759.31_767.48,8.17,759.31,767.48,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,,so here we 're trying to artificially make an association between the memory of the blue box and the foot shocks themselves we 're just trying to connect the two,string,,s o _ h e r e _ w e _ ' r e _ t r y i n g _ t o _ a r t i f i c i a l l y _ m a k e _ a n _ a s s o c i a t i o n _ b e t w e e n _ t h e _ m e m o r y _ o f _ t h e _ b l u e _ b o x _ a n d _ t h e _ f o o t _ s h o c k s _ t h e m s e l v e s _ w e _ ' r e _ j u s t _ t r y i n g _ t o _ c o n n e c t _ t h e _ t w o,string,
6,54,13831,SteveRamirez_2013X_375.92_379.97,4.05,375.92,379.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,,so we attach this light sensitive switch of channelrhodopsin to,string,,s o _ w e _ a t t a c h _ t h i s _ l i g h t _ s e n s i t i v e _ s w i t c h _ o f _ c h a n n e l r h o d o p s i n _ t o,string,
9,15,13792,SteveRamirez_2013X_104.84_107.79,2.95,104.84,107.79,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,, memory in the brain at the speed of light,string,,_ m e m o r y _ i n _ t h e _ b r a i n _ a t _ t h e _ s p e e d _ o f _ l i g h t,string,
11,89,13866,SteveRamirez_2013X_637.4_645.15,7.75,637.4,645.15,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,,as you 'll see it 's not the only opinion that 's out there this scares the hell out of me what if they could do that easily in humans in a couple of years oh my god we 're doomed xl indeed if we take a look at the second one i think we can all agree that it 's meh,string,,a s _ y o u _ ' l l _ s e e _ i t _ ' s _ n o t _ t h e _ o n l y _ o p i n i o n _ t h a t _ ' s _ o u t _ t h e r e _ t h i s _ s c a r e s _ t h e _ h e l l _ o u t _ o f _ m e _ w h a t _ i f _ t h e y _ c o u l d _ d o _ t h a t _ e a s i l y _ i n _ h u m a n s _ i n _ a _ c o u p l e _ o f _ y e a r s _ o h _ m y _ g o d _ w e _ ' r e _ d o o m e d _ x l _ i n d e e d _ i f _ w e _ t a k e _ a _ l o o k _ a t _ t h e _ s e c o n d _ o n e _ i _ t h i n k _ w e _ c a n _ a l l _ a g r e e _ t h a t _ i t _ ' s _ m e h,string,
13,11,13788,SteveRamirez_2013X_80.59_90.42,9.83,80.59,90.42,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,,these ideas probably remind you of total recall eternal sunshine of the spotless mind or of inception but the movie stars that we work with are the celebrities of the lab xu liu,string,,t h e s e _ i d e a s _ p r o b a b l y _ r e m i n d _ y o u _ o f _ t o t a l _ r e c a l l _ e t e r n a l _ s u n s h i n e _ o f _ t h e _ s p o t l e s s _ m i n d _ o r _ o f _ i n c e p t i o n _ b u t _ t h e _ m o v i e _ s t a r s _ t h a t _ w e _ w o r k _ w i t h _ a r e _ t h e _ c e l e b r i t i e s _ o f _ t h e _ l a b _ x u _ l i u,string,
14,116,13893,SteveRamirez_2013X_801.5_810.34,8.84,801.5,810.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,,and it 's very easy to imagine that by installing this light controlled off switch we can also turn off a memory any time anywhere,string,,a n d _ i t _ ' s _ v e r y _ e a s y _ t o _ i m a g i n e _ t h a t _ b y _ i n s t a l l i n g _ t h i s _ l i g h t _ c o n t r o l l e d _ o f f _ s w i t c h _ w e _ c a n _ a l s o _ t u r n _ o f f _ a _ m e m o r y _ a n y _ t i m e _ a n y w h e r e,string,
24,24,13801,SteveRamirez_2013X_154.96_164.17,9.21,154.96,164.17,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/SteveRamirez_2013X.sph,sph,,SteveRamirez_2013X,string,, all we need to do is basically to let the brain form a memory and then the brain will tell us which cells are involved in that particular memory sr,string,,_ a l l _ w e _ n e e d _ t o _ d o _ i s _ b a s i c a l l y _ t o _ l e t _ t h e _ b r a i n _ f o r m _ a _ m e m o r y _ a n d _ t h e n _ t h e _ b r a i n _ w i l l _ t e l l _ u s _ w h i c h _ c e l l s _ a r e _ i n v o l v e d _ i n _ t h a t _ p a r t i c u l a r _ m e m o r y _ s r,string,
