,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
4,17,132308,MegJay_2013_130.05_138.43,8.38,130.05,138.43,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,that was when i realized that this sort of benign neglect was a real problem  and it had real consequences,string,,t h a t _ w a s _ w h e n _ i _ r e a l i z e d _ t h a t _ t h i s _ s o r t _ o f _ b e n i g n _ n e g l e c t _ w a s _ a _ r e a l _ p r o b l e m _ _ a n d _ i t _ h a d _ r e a l _ c o n s e q u e n c e s,string,
6,3,132294,MegJay_2013_30.82_38.49,7.67,30.82,38.49,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,and she dropped onto the couch in my office and kicked off her flats and told me she was there to talk about guy problems ,string,,a n d _ s h e _ d r o p p e d _ o n t o _ t h e _ c o u c h _ i n _ m y _ o f f i c e _ a n d _ k i c k e d _ o f f _ h e r _ f l a t s _ a n d _ t o l d _ m e _ s h e _ w a s _ t h e r e _ t o _ t a l k _ a b o u t _ g u y _ p r o b l e m s _,string,
7,61,132352,MegJay_2013_434.69_442.34,7.65,434.69,442.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,when a lot has been pushed to your 30s there is enormous thirtysomething pressure to jump start a career pick a city,string,,w h e n _ a _ l o t _ h a s _ b e e n _ p u s h e d _ t o _ y o u r _ 3 0 s _ t h e r e _ i s _ e n o r m o u s _ t h i r t y s o m e t h i n g _ p r e s s u r e _ t o _ j u m p _ s t a r t _ a _ c a r e e r _ p i c k _ a _ c i t y,string,
8,120,132411,MegJay_2013_822.99_829.97,6.98,822.99,829.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,right after takeoff a slight change in course is the difference between landing in alaska or fiji,string,,r i g h t _ a f t e r _ t a k e o f f _ a _ s l i g h t _ c h a n g e _ i n _ c o u r s e _ i s _ t h e _ d i f f e r e n c e _ b e t w e e n _ l a n d i n g _ i n _ a l a s k a _ o r _ f i j i,string,
9,24,132315,MegJay_2013_180.47_190.08,9.61,180.47,190.08,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,so i specialize in twentysomethings because i believe that every single one of those fifty million twentysomethings deserves to know ,string,,s o _ i _ s p e c i a l i z e _ i n _ t w e n t y s o m e t h i n g s _ b e c a u s e _ i _ b e l i e v e _ t h a t _ e v e r y _ s i n g l e _ o n e _ o f _ t h o s e _ f i f t y _ m i l l i o n _ t w e n t y s o m e t h i n g s _ d e s e r v e s _ t o _ k n o w _,string,
13,124,132415,MegJay_2013_850_859.61,9.61,850.0,859.61,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,, twentysomething you know  it 's as simple as what i learned to say to alex it 's what i now have the privilege of saying to twentysomethings like emma,string,,_ t w e n t y s o m e t h i n g _ y o u _ k n o w _ _ i t _ ' s _ a s _ s i m p l e _ a s _ w h a t _ i _ l e a r n e d _ t o _ s a y _ t o _ a l e x _ i t _ ' s _ w h a t _ i _ n o w _ h a v e _ t h e _ p r i v i l e g e _ o f _ s a y i n g _ t o _ t w e n t y s o m e t h i n g s _ l i k e _ e m m a,string,
16,35,132326,MegJay_2013_264.35_270.27,5.92,264.35,270.27,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,we know that personality changes more during your  20s than at any other time in life ,string,,w e _ k n o w _ t h a t _ p e r s o n a l i t y _ c h a n g e s _ m o r e _ d u r i n g _ y o u r _ _ 2 0 s _ t h a n _ a t _ a n y _ o t h e r _ t i m e _ i n _ l i f e _,string,
23,117,132408,MegJay_2013_804.72_808.12,3.4,804.72,808.12,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,, contact blanks don 't seem big enough,string,,_ c o n t a c t _ b l a n k s _ d o n _ ' t _ s e e m _ b i g _ e n o u g h,string,
25,72,132363,MegJay_2013_500.64_507.01,6.37,500.64,507.01,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,, emma came to my office because she was in her words having an identity crisis,string,,_ e m m a _ c a m e _ t o _ m y _ o f f i c e _ b e c a u s e _ s h e _ w a s _ i n _ h e r _ w o r d s _ h a v i n g _ a n _ i d e n t i t y _ c r i s i s,string,
26,68,132359,MegJay_2013_474.82_479.88,5.06,474.82,479.88,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,too many thirtysomethings and fortysomethings look at themselves and at me,string,,t o o _ m a n y _ t h i r t y s o m e t h i n g s _ a n d _ f o r t y s o m e t h i n g s _ l o o k _ a t _ t h e m s e l v e s _ a n d _ a t _ m e,string,
27,39,132330,MegJay_2013_290.71_299.96,9.25,290.71,299.96,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,for language and attachment in the brain  it 's a time when your ordinary day to day life has an inordinate impact on who you,string,,f o r _ l a n g u a g e _ a n d _ a t t a c h m e n t _ i n _ t h e _ b r a i n _ _ i t _ ' s _ a _ t i m e _ w h e n _ y o u r _ o r d i n a r y _ d a y _ t o _ d a y _ l i f e _ h a s _ a n _ i n o r d i n a t e _ i m p a c t _ o n _ w h o _ y o u,string,
28,78,132369,MegJay_2013_543.91_554.25,10.34,543.91,554.25,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,she 'd just bought a new address book  and she 'd spent the morning filling in her many contacts  but then she 'd been left staring at that empty blank that comes after the words,string,,s h e _ ' d _ j u s t _ b o u g h t _ a _ n e w _ a d d r e s s _ b o o k _ _ a n d _ s h e _ ' d _ s p e n t _ t h e _ m o r n i n g _ f i l l i n g _ i n _ h e r _ m a n y _ c o n t a c t s _ _ b u t _ t h e n _ s h e _ ' d _ b e e n _ l e f t _ s t a r i n g _ a t _ t h a t _ e m p t y _ b l a n k _ t h a t _ c o m e s _ a f t e r _ t h e _ w o r d s,string,
30,106,132397,MegJay_2013_718.88_728.67,9.79,718.88,728.67,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,now this was true for her growing up but as a twentysomething soon emma would pick her family when she partnered with someone and created a family of her own ,string,,n o w _ t h i s _ w a s _ t r u e _ f o r _ h e r _ g r o w i n g _ u p _ b u t _ a s _ a _ t w e n t y s o m e t h i n g _ s o o n _ e m m a _ w o u l d _ p i c k _ h e r _ f a m i l y _ w h e n _ s h e _ p a r t n e r e d _ w i t h _ s o m e o n e _ a n d _ c r e a t e d _ a _ f a m i l y _ o f _ h e r _ o w n _,string,
31,12,132303,MegJay_2013_92.62_96.05,3.43,92.62,96.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,but it 's not like she 's going to marry the guy,string,,b u t _ i t _ ' s _ n o t _ l i k e _ s h e _ ' s _ g o i n g _ t o _ m a r r y _ t h e _ g u y,string,
37,60,132351,MegJay_2013_429.66_434.93,5.27,429.66,434.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,, now that sounds a little flip  but make no mistake the stakes are very high,string,,_ n o w _ t h a t _ s o u n d s _ a _ l i t t l e _ f l i p _ _ b u t _ m a k e _ n o _ m i s t a k e _ t h e _ s t a k e s _ a r e _ v e r y _ h i g h,string,
38,43,132334,MegJay_2013_322.68_324.84,2.16,322.68,324.84,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,journalists coin silly nicknames for,string,,j o u r n a l i s t s _ c o i n _ s i l l y _ n i c k n a m e s _ f o r,string,
42,113,132404,MegJay_2013_766.36_774.96,8.6,766.36,774.96,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,rather than just making it work or killing time with whoever happens to be choosing you  so what happened to,string,,r a t h e r _ t h a n _ j u s t _ m a k i n g _ i t _ w o r k _ o r _ k i l l i n g _ t i m e _ w i t h _ w h o e v e r _ h a p p e n s _ t o _ b e _ c h o o s i n g _ y o u _ _ s o _ w h a t _ h a p p e n e d _ t o,string,
44,52,132343,MegJay_2013_382.36_388.7,6.34,382.36,388.7,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,or they say everybody says as long as i get started on a career by the time i 'm thirty i 'll be fine,string,,o r _ t h e y _ s a y _ e v e r y b o d y _ s a y s _ a s _ l o n g _ a s _ i _ g e t _ s t a r t e d _ o n _ a _ c a r e e r _ b y _ t h e _ t i m e _ i _ ' m _ t h i r t y _ i _ ' l l _ b e _ f i n e,string,
45,99,132390,MegJay_2013_675.88_677.6,1.72,675.88,677.6,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,, and where they work,string,,_ a n d _ w h e r e _ t h e y _ w o r k,string,
50,42,132333,MegJay_2013_314.32_322.68,8.36,314.32,322.68,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,newspapers talk about the changing timetable of adulthood  researchers call the 20s an extended adolescence,string,,n e w s p a p e r s _ t a l k _ a b o u t _ t h e _ c h a n g i n g _ t i m e t a b l e _ o f _ a d u l t h o o d _ _ r e s e a r c h e r s _ c a l l _ t h e _ 2 0 s _ a n _ e x t e n d e d _ a d o l e s c e n c e,string,
52,80,132371,MegJay_2013_558.26_568.11,9.85,558.26,568.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,she was nearly hysterical when she looked at me and said who 's going to be there for me if i get in a car wreck who 's going to take care of me if i have cancer,string,,s h e _ w a s _ n e a r l y _ h y s t e r i c a l _ w h e n _ s h e _ l o o k e d _ a t _ m e _ a n d _ s a i d _ w h o _ ' s _ g o i n g _ t o _ b e _ t h e r e _ f o r _ m e _ i f _ i _ g e t _ i n _ a _ c a r _ w r e c k _ w h o _ ' s _ g o i n g _ t o _ t a k e _ c a r e _ o f _ m e _ i f _ i _ h a v e _ c a n c e r,string,
54,118,132409,MegJay_2013_808.95_816.76,7.81,808.95,816.76,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,now emma 's story made that sound easy but that 's what i love about working with twentysomethings they are so easy to help,string,,n o w _ e m m a _ ' s _ s t o r y _ m a d e _ t h a t _ s o u n d _ e a s y _ b u t _ t h a t _ ' s _ w h a t _ i _ l o v e _ a b o u t _ w o r k i n g _ w i t h _ t w e n t y s o m e t h i n g s _ t h e y _ a r e _ s o _ e a s y _ t o _ h e l p,string,
56,7,132298,MegJay_2013_57.03_64.26,7.23,57.03,64.26,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,with the funny stories that alex would bring to session it was easy for me just to nod my head while we kicked the can down the road,string,,w i t h _ t h e _ f u n n y _ s t o r i e s _ t h a t _ a l e x _ w o u l d _ b r i n g _ t o _ s e s s i o n _ i t _ w a s _ e a s y _ f o r _ m e _ j u s t _ t o _ n o d _ m y _ h e a d _ w h i l e _ w e _ k i c k e d _ t h e _ c a n _ d o w n _ t h e _ r o a d,string,
57,102,132393,MegJay_2013_695.29_700.05,4.76,695.29,700.05,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/MegJay_2013.sph,sph,,MegJay_2013,string,,but half aren 't and weak ties are how you get yourself into that group,string,,b u t _ h a l f _ a r e n _ ' t _ a n d _ w e a k _ t i e s _ a r e _ h o w _ y o u _ g e t _ y o u r s e l f _ i n t o _ t h a t _ g r o u p,string,
