round,test_loss,test_accuracy
1,2.3135547394965106,9.952229299363058
2,2.344216940509286,9.982085987261147
3,2.3196243207166147,10.081608280254777
4,2.2646214855704336,13.644506369426752
5,2.2160055439942963,14.798964968152866
6,2.15635225575441,15.276671974522293
7,2.0974987502310687,17.097929936305732
8,2.0342297075660367,17.764729299363058
9,1.9854792515943005,20.193073248407643
10,1.9462593900170295,21.466958598726116
11,1.9305114913138615,24.09434713375796
12,1.862824236511425,25.477707006369428
13,1.806571837443455,27.269108280254777
14,1.7939733547769534,28.08519108280255
15,1.7427231764337818,30.672770700636942
16,1.727487306685964,30.89171974522293
17,1.7109737517727408,31.100716560509554
18,1.6793315403021065,32.90207006369427
19,1.6819107593244809,31.518710191082803
20,1.6783708933812038,32.98168789808917
21,1.6399983919350205,31.76751592356688
22,1.6140811792604484,35.83797770700637
23,1.6028605433785992,36.3953025477707
24,1.5909460190754787,35.9375
25,1.5706426960647486,37.291003184713375
26,1.5645378099125662,37.17157643312102
27,1.542902824225699,38.515127388535035
28,1.531440160077089,39.082404458598724
29,1.5261478006460105,38.83359872611465
30,1.5180184993014973,39.17197452229299
31,1.487440313503241,40.75437898089172
32,1.4710545258916867,40.87380573248408
33,1.4588018526696855,42.008359872611464
34,1.471423770212064,41.15246815286624
35,1.4269249378495914,42.63535031847134
36,1.4297839873915266,42.51592356687898
37,1.4124352719373763,44.21775477707006
38,1.396683059680234,43.97890127388535
39,1.380585410033062,46.02906050955414
40,1.3841959686036323,46.666003184713375
41,1.3572605119389334,47.27308917197452
42,1.351750935718512,47.75079617834395
43,1.3334368277507223,48.427547770700635
44,1.3254097016753665,48.26831210191083
45,1.313265010050148,49.233678343949045
46,1.3034834421364365,49.57205414012739
47,1.2938757481848358,50.09952229299363
48,1.281426880010374,51.413216560509554
49,1.2664790069980987,51.93073248407644
50,1.2178598980235447,53.21457006369427
51,1.2413001591992225,53.28423566878981
52,1.2267444217280976,53.751990445859875
53,1.2250995487923835,53.274283439490446
54,1.2102881366280234,54.32921974522293
55,1.201491686568898,55.72253184713376
56,1.18774428185384,55.9812898089172
57,1.1747164130210876,56.857085987261144
58,1.1729676169194994,57.47412420382165
59,1.1513317815817086,57.42436305732484
60,1.1484738618704924,58.051353503184714
61,1.1462089780029978,58.34992038216561
62,1.1211126731459502,60.171178343949045
63,1.1080460126992244,60.13136942675159
64,1.0931092569023182,60.87778662420382
65,1.096795659156362,61.42515923566879
66,1.0872037323417179,61.55453821656051
67,1.0659945162997884,62.708996815286625
68,1.0702693959709946,62.908041401273884
69,1.046447212908678,63.30613057324841
70,1.0643136281116752,62.65923566878981
71,1.0187207635041255,64.60987261146497
72,1.019927317929116,64.72929936305732
73,1.0094969815509334,65.33638535031847
74,0.9994545472655326,65.60509554140127
75,0.9781497963674509,66.23208598726114
76,0.9878744885420344,66.1922770700637
77,0.9799841805628151,66.56050955414013
78,0.972448051355447,67.078025477707
79,0.9649491496146865,67.27707006369427
80,0.9629883303004465,67.84434713375796
81,0.9456330222688663,67.8642515923567
82,0.9416257363216133,67.90406050955414
83,0.9339477647641662,68.36186305732484
84,0.9209046242343393,68.3718152866242
85,0.9134200147003125,69.40684713375796
86,0.9059797301413907,69.71536624203821
87,0.9170569356080074,69.22770700636943
88,0.91675404226704,69.18789808917198
89,0.8860924896920562,70.06369426751593
90,0.8839030364516435,70.70063694267516
91,0.8945473413558522,70.27269108280255
92,0.8733135860437041,70.90963375796179
93,0.86730383232141,70.9892515923567
94,0.8517118434237826,71.52667197452229
95,0.849801722605517,71.80533439490446
96,0.8390645069681155,71.95461783439491
97,0.8403918773505339,71.97452229299363
98,0.8630754568014934,71.46695859872611
99,0.8275319569429774,72.72093949044586
100,0.8131749246530472,72.93988853503184
