round,test_loss,test_accuracy
1,2.323466275148331,9.952229299363058
2,2.3487883206385716,9.952229299363058
3,2.2808813471703013,17.11783439490446
4,2.240513557081769,18.531050955414013
5,2.213022259390278,22.75079617834395
6,2.15295278950102,22.999601910828027
7,2.1328407070439335,23.50716560509554
8,2.1122883998664324,23.736066878980893
9,2.073956640662661,24.37300955414013
10,2.0258204246022897,24.591958598726116
11,1.976819170508415,25.288614649681527
12,1.9645711639124877,25.328423566878982
13,1.9187730945599306,27.030254777070063
14,1.9333772818753674,26.064888535031848
15,1.8692992530810606,28.383757961783438
16,1.8414717624141912,29.6875
17,1.8119541778685941,30.04578025477707
18,1.8536140182215697,29.45859872611465
19,1.803924865024105,30.443869426751593
20,1.8025869313319018,30.86186305732484
21,1.7618995608797499,31.976512738853504
22,1.7898432335276513,30.931528662420384
23,1.7485907161311738,32.434315286624205
24,1.7605761380711937,32.48407643312102
25,1.743215579136162,33.07125796178344
26,1.7282477708379174,33.23049363057325
27,1.742697487211531,34.80294585987261
28,1.7508670213116202,35.41003184713376
29,1.7454238560549014,34.15605095541401
30,1.7680819550896907,33.9171974522293
31,1.657139300540754,37.6890923566879
32,1.6954226341976482,36.35549363057325
33,1.6603296478842473,37.738853503184714
34,1.6722210531781434,37.569665605095544
35,1.6462219953536987,37.74880573248408
36,1.6204258628711579,39.082404458598724
37,1.651900043912754,38.744028662420384
38,1.6445934263763913,39.74920382165605
39,1.6220688030218622,40.50557324840764
40,1.590855087444281,41.05294585987261
41,1.5781808134856496,41.361464968152866
42,1.5672793532632718,41.79936305732484
43,1.5337202465458282,42.07802547770701
44,1.546882406161849,42.99363057324841
45,1.5217988916263459,42.923964968152866
46,1.5267101966651382,43.431528662420384
47,1.486888017624047,44.735270700636946
48,1.472653646378001,44.8546974522293
49,1.496505322729706,45.44187898089172
50,1.4511285450807803,46.76552547770701
51,1.4264497164708034,46.76552547770701
52,1.4699144014127694,46.28781847133758
53,1.4399466233648313,46.74562101910828
54,1.3969843934296042,47.919984076433124
55,1.4356390260587073,47.830414012738856
56,1.3975805127696626,48.984872611464965
57,1.3451321481899092,49.95023885350319
58,1.3839698824912878,50.21894904458599
59,1.3858487970510107,50.21894904458599
60,1.3985539150845474,49.850716560509554
61,1.3876737006910287,50.8359872611465
62,1.3523399298358116,52.19944267515923
63,1.3301775516218441,52.61743630573248
64,1.3109115384946204,52.517914012738856
65,1.3039750411252307,53.45342356687898
66,1.2977817658406154,54.02070063694268
67,1.2963411291693425,54.448646496815286
68,1.289435508144889,54.080414012738856
69,1.289232185691785,54.48845541401274
70,1.2767832636073897,54.697452229299365
71,1.291308511973946,55.702627388535035
72,1.281802067711095,54.98606687898089
73,1.2684164950802068,55.99124203821656
74,1.2781846534674335,56.41918789808917
75,1.1967287636866235,58.25039808917197
76,1.2493930796908725,57.294984076433124
77,1.221498523927798,57.8125
78,1.2394554854198625,58.52906050955414
79,1.2093251074195668,58.62858280254777
80,1.2252991757575113,58.28025477707006
81,1.2197124183557595,58.7281050955414
82,1.1807742232729674,58.42953821656051
83,1.1912473333869011,59.43471337579618
84,1.1723994047019133,59.32523885350319
85,1.2800010970443676,57.34474522292994
86,1.1876720505155576,58.190684713375795
87,1.1723668051373428,60.19108280254777
88,1.1725884960715178,59.73328025477707
89,1.179050163098961,60.05175159235669
90,1.1652895493112552,60.68869426751592
91,1.1660986709746586,60.22093949044586
92,1.142228449226185,60.90764331210191
93,1.137061162739043,61.78343949044586
94,1.1442972843054753,60.98726114649681
95,1.1570586820316922,61.594347133757964
96,1.1204857602240934,61.116640127388536
97,1.1084931135936906,62.02229299363057
98,1.1601466301140513,61.843152866242036
99,1.1381644678723282,62.28105095541401
100,1.113477860286737,62.509952229299365
