round,test_loss,test_accuracy
1,2.31981011864486,9.952229299363058
2,2.3270803545690644,16.401273885350317
3,2.236011638762845,17.565684713375795
4,2.188204462361184,18.003582802547772
5,2.165380006383179,18.083200636942674
6,2.0918406377172776,18.481289808917197
7,2.035984041584525,19.2078025477707
8,1.9866781910513616,24.97014331210191
9,1.9335860135448966,26.880971337579616
10,1.8882596667405147,26.373407643312103
11,1.8962186051022476,26.20421974522293
12,1.8427529061675831,28.81170382165605
13,1.8003868593531809,29.74721337579618
14,1.7796710463845806,29.88654458598726
15,1.8387379190724367,30.384156050955415
16,1.845039130016497,31.568471337579616
17,1.7104304687232728,32.12579617834395
18,1.7230374562512538,32.27507961783439
19,1.7485516139656117,32.06608280254777
20,1.7054309822191858,31.031050955414013
21,1.683143002971722,32.991640127388536
22,1.6683035101860193,34.53423566878981
23,1.689530695319935,34.1062898089172
24,1.6692868676155237,34.08638535031847
25,1.6176058031191491,34.693471337579616
26,1.6073091250316354,35.19108280254777
27,1.569430183453165,36.086783439490446
28,1.5652622736183701,37.45023885350319
29,1.5459922187647241,38.017515923566876
30,1.5250392499243377,38.13694267515923
31,1.50202064833064,40.19705414012739
32,1.5108314054027485,39.56011146496815
33,1.5328771498552554,39.271496815286625
34,1.512309779027465,39.83877388535032
35,1.530451165642708,39.77906050955414
36,1.503982405753652,40.555334394904456
37,1.461535419628119,41.9187898089172
38,1.4157442112637173,43.36186305732484
39,1.4603690987179994,42.09792993630573
40,1.396739786597574,45.15326433121019
41,1.401677848427159,44.61584394904459
42,1.4154822917500878,44.576035031847134
43,1.3918676406714567,45.60111464968153
44,1.4229601150865008,44.735270700636946
45,1.37197117061372,46.357484076433124
46,1.3780541776851485,46.50676751592356
47,1.3585029476007837,47.94984076433121
48,1.320797633213602,49.30334394904459
49,1.3025498390197754,50.74641719745223
50,1.2413258947384584,52.9359076433121
51,1.2163602421238164,54.10031847133758
52,1.2681184331322932,51.66202229299363
53,1.2796791025028107,50.21894904458599
54,1.2278536683434893,54.339171974522294
55,1.2310541272163391,54.28941082802548
56,1.2122824294551922,54.07046178343949
57,1.2186445366045473,53.951035031847134
58,1.2698134126936553,52.73686305732484
59,1.243131643647601,54.120222929936304
60,1.1684505548446802,57.0859872611465
61,1.1549512337727152,57.7328821656051
62,1.2166920137253536,55.453821656050955
63,1.154614016128953,57.94187898089172
64,1.151412794924086,57.832404458598724
65,1.0975065322438622,60.76831210191083
66,1.125882822996492,59.942277070063696
67,1.1554146967116434,59.21576433121019
68,1.1139833915765118,60.7484076433121
69,1.0832213622749232,62.2312898089172
70,1.1191623123588077,60.83797770700637
71,1.0409755160094827,64.11226114649682
72,1.0451143080261862,63.47531847133758
73,1.0921003032641805,62.16162420382165
74,,10.011942675159236
75,,10.011942675159236
76,,10.011942675159236
77,,10.011942675159236
78,,10.011942675159236
79,,10.011942675159236
80,,10.011942675159236
81,,10.011942675159236
82,,10.011942675159236
83,,10.011942675159236
84,,10.011942675159236
85,,10.011942675159236
86,,10.011942675159236
87,,10.011942675159236
88,,10.011942675159236
89,,10.011942675159236
90,,10.011942675159236
91,,10.011942675159236
92,,10.011942675159236
93,,10.011942675159236
94,,10.011942675159236
95,,10.011942675159236
96,,10.011942675159236
97,,10.011942675159236
98,,10.011942675159236
99,,10.011942675159236
100,,10.011942675159236
