round,test_loss,test_accuracy
1,2.3156141915898414,9.952229299363058
2,2.3293647295350484,12.440286624203821
3,2.2591875358751623,17.456210191082803
4,2.2236461760891473,21.93471337579618
5,2.1927865090643524,23.726114649681527
6,2.1557277851043994,24.03463375796178
7,2.0544038950258,24.701433121019107
8,2.0351595202828667,25.746417197452228
9,2.0068356406157184,25.776273885350317
10,1.9656023105997948,27.547770700636942
11,1.9304892318263935,28.383757961783438
12,1.8874619371572119,29.607882165605094
13,1.8706737323931069,30.24482484076433
14,1.8648078213831423,30.433917197452228
15,1.7972170501757578,31.100716560509554
16,1.8680383650360592,30.772292993630572
17,1.8428913089120464,30.10549363057325
18,1.8214261569794576,31.67794585987261
19,1.807660029192639,32.92197452229299
20,1.8150965544828184,32.31488853503185
21,1.8037185388006223,33.11106687898089
22,1.7557610387255431,33.748009554140125
23,1.765975157926037,34.753184713375795
24,1.7543150801567515,34.76313694267516
25,1.730486559260423,35.56926751592356
26,1.728965875449454,35.87778662420382
27,1.7269384800248844,36.24601910828026
28,1.716360442957301,36.49482484076433
29,1.7213326973520267,36.47492038216561
30,1.7574100296968107,36.32563694267516
31,1.704921611555063,37.44028662420382
32,1.6521598692912205,38.69426751592356
33,1.6377607295467596,39.37101910828026
34,1.6535563195586964,40.40605095541401
35,1.637840040170463,41.07285031847134
36,1.6110917952409975,41.84912420382165
37,1.5897698888353482,43.47133757961783
38,1.620562312709298,42.08797770700637
39,1.5671447371221652,44.705414012738856
40,1.580641629589591,44.05851910828026
41,1.5616761719345287,44.705414012738856
42,1.5402087459139004,44.69546178343949
43,1.5256064765772241,46.4171974522293
44,1.4977671963394068,47.20342356687898
45,1.4965409260646554,45.969347133757964
46,1.4962049965645856,47.392515923566876
47,1.4517587180350238,48.755971337579616
48,1.5113301823852927,47.72093949044586
49,1.421377443963555,50.547372611464965
50,1.4076763702805635,51.244028662420384
51,1.4682138057271386,49.80095541401274
52,1.453693554659558,50.02985668789809
53,1.4309830126489045,51.02507961783439
54,1.4410430033495472,51.5625
55,1.4004662978421352,52.11982484076433
56,1.3538578088116493,51.87101910828026
57,1.3419761467891134,53.23447452229299
58,1.412059300264735,52.14968152866242
59,1.3697842177312085,53.71218152866242
60,1.3753962904025034,53.23447452229299
61,1.3737046187091027,54.697452229299365
62,1.3507050663042979,54.26950636942675
63,1.3148464226418999,55.095541401273884
64,1.3326569169190279,55.08558917197452
65,1.3045840760704819,55.07563694267516
66,1.3590862401731454,53.61265923566879
67,1.3098578179717824,56.29976114649681
68,1.3044928000990752,57.016321656050955
69,1.308589356720068,56.4390923566879
70,1.2693776135232038,57.00636942675159
71,1.2660629350668307,57.84235668789809
72,1.2322093225588464,57.8921178343949
73,1.2520207223618867,57.72292993630573
74,1.2613301983304843,57.58359872611465
75,1.1723312872230627,60.18113057324841
76,1.2063097972778758,59.23566878980892
77,1.1840109855506071,59.4546178343949
78,1.2094467631570853,58.160828025477706
79,1.2303469511354046,59.60390127388535
80,1.2033720206303202,59.81289808917197
81,1.207105509035147,60.19108280254777
82,1.1771374291675105,60.12141719745223
83,1.1559810342302748,60.8578821656051
84,1.1997546052477162,60.40007961783439
85,1.1618049444666334,61.43511146496815
86,1.1814268599649904,61.37539808917197
87,1.15866923825756,61.64410828025478
88,1.196973984788178,61.09673566878981
89,1.1269365309909651,61.72372611464968
90,1.1401704022079517,62.261146496815286
91,1.1393203909989376,62.33081210191083
92,1.1389091542571972,63.11703821656051
93,1.128884658312342,63.2265127388535
94,1.1101120102937054,63.77388535031847
95,1.1348475946742258,63.455414012738856
96,1.103103424333463,64.05254777070064
97,1.1122846265507351,64.07245222929936
98,1.0974959453959374,64.54020700636943
99,1.1087951629784456,63.97292993630573
100,1.0859435128558212,64.23168789808918
