round,test_loss,test_accuracy
1,2.333659553224114,9.952229299363058
2,2.370748688460915,9.952229299363058
3,2.2845019458965132,18.23248407643312
4,2.2609067980650885,21.884952229299362
5,2.2258789448221776,22.3328025477707
6,2.1802704038134046,23.546974522292995
7,2.1296681469413126,24.562101910828027
8,2.052227009633544,25.169187898089174
9,1.9806951679241884,26.59235668789809
10,1.999165795411274,25.885748407643312
11,1.9874311252764076,26.861066878980893
12,2.0569002172749515,23.029458598726116
13,1.9140503049656084,28.861464968152866
14,1.883727460909801,29.846735668789808
15,1.8342193524548962,30.483678343949045
16,1.8493002751830276,29.75716560509554
17,1.8485199661011908,30.453821656050955
18,1.8280614250025171,31.011146496815286
19,1.8358380331355295,31.22014331210191
20,1.887121970486489,29.448646496815286
21,1.8192606086184264,32.046178343949045
22,1.8400364521962063,31.648089171974522
23,1.799463644908492,32.5437898089172
24,1.7862441851075288,33.69824840764331
25,1.7511519353101208,33.777866242038215
26,1.7561904822185541,33.7281050955414
27,1.7456810246607302,35.15127388535032
28,1.7341704414149,34.07643312101911
29,1.7538617712676905,34.62380573248408
30,1.6540830401098652,38.05732484076433
31,1.7135450953890563,37.10191082802548
32,1.6724545211549018,39.022691082802545
33,1.7347506201191314,37.25119426751592
34,1.6637475558906605,40.027866242038215
35,1.6744959999801248,39.87858280254777
36,1.6150586460806002,41.281847133757964
37,1.6216194758749312,41.81926751592356
38,1.5860952776708421,43.22253184713376
39,1.5908466175103644,43.13296178343949
40,1.6093143839745006,44.317277070063696
41,1.6779468105097486,42.35668789808917
42,1.5862773664438041,43.929140127388536
43,1.61748742905392,43.83957006369427
44,1.501727070018744,45.97929936305732
45,1.555072579414222,45.65087579617835
46,1.585103149626665,46.6062898089172
47,1.506126008975278,47.40246815286624
48,1.5096527429143334,48.26831210191083
49,1.5111903893719814,48.74601910828026
50,1.4342075199078603,50.39808917197452
51,1.4093611779486297,50.38813694267516
52,1.4228182871630237,49.64171974522293
53,1.4130863558714557,51.353503184713375
54,1.4412856732204462,50.61703821656051
55,1.4263644932181971,51.015127388535035
56,1.42080505866154,51.06488853503185
57,1.4015910739351989,51.14450636942675
58,1.4330064551845478,52.14968152866242
59,1.3866672834772973,53.21457006369427
60,1.3684864241606112,53.29418789808917
61,1.3407969444420687,53.82165605095541
62,1.3500643945803308,53.94108280254777
63,1.3436607604573487,53.29418789808917
64,1.402879360375131,54.02070063694268
65,1.3451019054765154,53.363853503184714
66,1.3304055253411555,55.13535031847134
67,1.304317454243921,54.56807324840764
68,1.311379105801795,55.27468152866242
69,1.3378974810527389,56.53861464968153
70,1.3166584456042878,56.34952229299363
71,1.3179566537498668,56.100716560509554
72,1.3244999696494668,56.5187101910828
73,1.271249343255523,57.45421974522293
74,1.2328511127241097,58.11106687898089
75,1.1673335148270723,58.87738853503185
76,1.2005661642475494,57.87221337579618
77,1.2381861798322884,58.130971337579616
78,1.2304221027216333,58.65843949044586
79,1.1849329744934276,57.832404458598724
80,1.2343442090757333,58.439490445859875
81,,10.011942675159236
82,,10.011942675159236
83,,10.011942675159236
84,,10.011942675159236
85,,10.011942675159236
86,,10.011942675159236
87,,10.011942675159236
88,,10.011942675159236
89,,10.011942675159236
90,,10.011942675159236
91,,10.011942675159236
92,,10.011942675159236
93,,10.011942675159236
94,,10.011942675159236
95,,10.011942675159236
96,,10.011942675159236
97,,10.011942675159236
98,,10.011942675159236
99,,10.011942675159236
100,,10.011942675159236
