,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
2,167,54956,AmoryLovins_2012S_950.9_954.97,4.07,950.9,954.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,,for example pumps the biggest use of motors move liquid through pipes,string,,f o r _ e x a m p l e _ p u m p s _ t h e _ b i g g e s t _ u s e _ o f _ m o t o r s _ m o v e _ l i q u i d _ t h r o u g h _ p i p e s,string,
10,238,55027,AmoryLovins_2012S_1362.48_1367.31,4.83,1362.48,1367.31,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,,and those utilities were rewarded as they still are in thirty four states,string,,a n d _ t h o s e _ u t i l i t i e s _ w e r e _ r e w a r d e d _ a s _ t h e y _ s t i l l _ a r e _ i n _ t h i r t y _ f o u r _ s t a t e s,string,
13,140,54929,AmoryLovins_2012S_812.91_818.81,5.9,812.91,818.81,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,,but as efficiency in buildings and industry starts to grow faster than the economy,string,,b u t _ a s _ e f f i c i e n c y _ i n _ b u i l d i n g s _ a n d _ i n d u s t r y _ s t a r t s _ t o _ g r o w _ f a s t e r _ t h a n _ t h e _ e c o n o m y,string,
19,60,54849,AmoryLovins_2012S_356.12_369.19,13.07,356.12,369.19,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,,also get smaller and lighter and cheaper  so sticker prices will ultimately fall to about the same as today  while the driving cost even from the start is very much lower,string,,a l s o _ g e t _ s m a l l e r _ a n d _ l i g h t e r _ a n d _ c h e a p e r _ _ s o _ s t i c k e r _ p r i c e s _ w i l l _ u l t i m a t e l y _ f a l l _ t o _ a b o u t _ t h e _ s a m e _ a s _ t o d a y _ _ w h i l e _ t h e _ d r i v i n g _ c o s t _ e v e n _ f r o m _ t h e _ s t a r t _ i s _ v e r y _ m u c h _ l o w e r,string,
25,244,55033,AmoryLovins_2012S_1405.05_1411.51,6.46,1405.05,1411.51,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,, suggested it could go down several fold well that 's what 's actually happened so far it 's fallen by half,string,,_ s u g g e s t e d _ i t _ c o u l d _ g o _ d o w n _ s e v e r a l _ f o l d _ w e l l _ t h a t _ ' s _ w h a t _ ' s _ a c t u a l l y _ h a p p e n e d _ s o _ f a r _ i t _ ' s _ f a l l e n _ b y _ h a l f,string,
26,95,54884,AmoryLovins_2012S_553.1_564.1,11.0,553.1,564.1,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,, saved sixty percent of the fuel per ton mile in its giant fleet of heavy trucks through better logistics and design  but just the technological savings in heavy trucks can get to two thirds,string,,_ s a v e d _ s i x t y _ p e r c e n t _ o f _ t h e _ f u e l _ p e r _ t o n _ m i l e _ i n _ i t s _ g i a n t _ f l e e t _ o f _ h e a v y _ t r u c k s _ t h r o u g h _ b e t t e r _ l o g i s t i c s _ a n d _ d e s i g n _ _ b u t _ j u s t _ t h e _ t e c h n o l o g i c a l _ s a v i n g s _ i n _ h e a v y _ t r u c k s _ c a n _ g e t _ t o _ t w o _ t h i r d s,string,
27,262,55051,AmoryLovins_2012S_1516.12_1524.35,8.23,1516.12,1524.35,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2012S.sph,sph,,AmoryLovins_2012S,string,,of course there 's still a lot of old thinking out there too  former oil man maurice strong said not all the fossils are in the fuel,string,,o f _ c o u r s e _ t h e r e _ ' s _ s t i l l _ a _ l o t _ o f _ o l d _ t h i n k i n g _ o u t _ t h e r e _ t o o _ _ f o r m e r _ o i l _ m a n _ m a u r i c e _ s t r o n g _ s a i d _ n o t _ a l l _ t h e _ f o s s i l s _ a r e _ i n _ t h e _ f u e l,string,
47,347,79966,AmoryLovins_2005_434.13_436.72,2.59,434.13,436.72,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2005.sph,sph,,AmoryLovins_2005,string,,and in the upper left a pioneering,string,,a n d _ i n _ t h e _ u p p e r _ l e f t _ a _ p i o n e e r i n g,string,
58,447,80066,AmoryLovins_2005_1076.53_1079.28,2.75,1076.53,1079.28,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2005.sph,sph,,AmoryLovins_2005,string,,to more efficient vehicles go faster,string,,t o _ m o r e _ e f f i c i e n t _ v e h i c l e s _ g o _ f a s t e r,string,
62,320,79939,AmoryLovins_2005_274.85_276.07,1.22,274.85,276.07,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmoryLovins_2005.sph,sph,,AmoryLovins_2005,string,,and,string,,a n d,string,
