,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
4,126,208257,RichardBranson_2007_1060.78_1067.84,7.06,1060.78,1067.84,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,pushing us out of the car and telling us to find our own way to granny 's about five miles before we actually got there,string,,p u s h i n g _ u s _ o u t _ o f _ t h e _ c a r _ a n d _ t e l l i n g _ u s _ t o _ f i n d _ o u r _ o w n _ w a y _ t o _ g r a n n y _ ' s _ a b o u t _ f i v e _ m i l e s _ b e f o r e _ w e _ a c t u a l l y _ g o t _ t h e r e,string,
7,40,208171,RichardBranson_2007_267.44_274.78,7.34,267.44,274.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,you know we do it differently and i think that industries are not quite the same as a result of virgin attacking the market ca i mean there are a,string,,y o u _ k n o w _ w e _ d o _ i t _ d i f f e r e n t l y _ a n d _ i _ t h i n k _ t h a t _ i n d u s t r i e s _ a r e _ n o t _ q u i t e _ t h e _ s a m e _ a s _ a _ r e s u l t _ o f _ v i r g i n _ a t t a c k i n g _ t h e _ m a r k e t _ c a _ i _ m e a n _ t h e r e _ a r e _ a,string,
15,48,208179,RichardBranson_2007_364.77_366.98,2.21,364.77,366.98,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,never worrying about,string,,n e v e r _ w o r r y i n g _ a b o u t,string,
18,50,208181,RichardBranson_2007_394.42_399.66,5.24,394.42,399.66,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,, that car that we actually we it was a tedster event there i think  is that could you still pause on that,string,,_ t h a t _ c a r _ t h a t _ w e _ a c t u a l l y _ w e _ i t _ w a s _ a _ t e d s t e r _ e v e n t _ t h e r e _ i _ t h i n k _ _ i s _ t h a t _ c o u l d _ y o u _ s t i l l _ p a u s e _ o n _ t h a t,string,
21,114,208245,RichardBranson_2007_939.41_947.16,7.75,939.41,947.16,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,i don 't grasp it  as somebody who 's dyslexic you also have some quite bizarre situations i mean for instance,string,,i _ d o n _ ' t _ g r a s p _ i t _ _ a s _ s o m e b o d y _ w h o _ ' s _ d y s l e x i c _ y o u _ a l s o _ h a v e _ s o m e _ q u i t e _ b i z a r r e _ s i t u a t i o n s _ i _ m e a n _ f o r _ i n s t a n c e,string,
22,109,208240,RichardBranson_2007_872.17_874.87,2.7,872.17,874.87,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,is heading off in balloons and boats ,string,,i s _ h e a d i n g _ o f f _ i n _ b a l l o o n s _ a n d _ b o a t s _,string,
23,95,208226,RichardBranson_2007_796.31_799.41,3.1,796.31,799.41,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,balloon down through the clouds and about,string,,b a l l o o n _ d o w n _ t h r o u g h _ t h e _ c l o u d s _ a n d _ a b o u t,string,
25,107,208238,RichardBranson_2007_860.75_867.69,6.94,860.75,867.69,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,value part of this rb well of course  the pr experts said that,string,,v a l u e _ p a r t _ o f _ t h i s _ r b _ w e l l _ o f _ c o u r s e _ _ t h e _ p r _ e x p e r t s _ s a i d _ t h a t,string,
27,180,208311,RichardBranson_2007_1403.7_1411.63,7.93,1403.7,1411.63,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,or to tackle tackle issues around the world ca and what are the issues that you worry about most care most about want to turn your,string,,o r _ t o _ t a c k l e _ t a c k l e _ i s s u e s _ a r o u n d _ t h e _ w o r l d _ c a _ a n d _ w h a t _ a r e _ t h e _ i s s u e s _ t h a t _ y o u _ w o r r y _ a b o u t _ m o s t _ c a r e _ m o s t _ a b o u t _ w a n t _ t o _ t u r n _ y o u r,string,
33,49,208180,RichardBranson_2007_366.98_374.03,7.05,366.98,374.03,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/RichardBranson_2007.sph,sph,,RichardBranson_2007,string,,putting your dignity on the line or anything like that  what was that was that real,string,,p u t t i n g _ y o u r _ d i g n i t y _ o n _ t h e _ l i n e _ o r _ a n y t h i n g _ l i k e _ t h a t _ _ w h a t _ w a s _ t h a t _ w a s _ t h a t _ r e a l,string,
