,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,4,66166,WilliamNoel_2012S_40.43_46.93,6.5,40.43,46.93,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,and b was last heard of in the pope 's library about a hundred miles north of rome in viterbo in,string,,a n d _ b _ w a s _ l a s t _ h e a r d _ o f _ i n _ t h e _ p o p e _ ' s _ l i b r a r y _ a b o u t _ a _ h u n d r e d _ m i l e s _ n o r t h _ o f _ r o m e _ i n _ v i t e r b o _ i n,string,
5,119,66281,WilliamNoel_2012S_817.62_821.83,4.21,817.62,821.83,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,let 's think about this for a minute what 's in it for the institution ,string,,l e t _ ' s _ t h i n k _ a b o u t _ t h i s _ f o r _ a _ m i n u t e _ w h a t _ ' s _ i n _ i t _ f o r _ t h e _ i n s t i t u t i o n _,string,
6,1,66163,WilliamNoel_2012S_15.27_25.14,9.87,15.27,25.14,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,don 't survive to us in their original form  they survive because medieval scribes copied them and copied them and copied them and so it is,string,,d o n _ ' t _ s u r v i v e _ t o _ u s _ i n _ t h e i r _ o r i g i n a l _ f o r m _ _ t h e y _ s u r v i v e _ b e c a u s e _ m e d i e v a l _ s c r i b e s _ c o p i e d _ t h e m _ a n d _ c o p i e d _ t h e m _ a n d _ c o p i e d _ t h e m _ a n d _ s o _ i t _ i s,string,
8,54,66216,WilliamNoel_2012S_375.42_377.72,2.3,375.42,377.72,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,and you zoom in and you can just,string,,a n d _ y o u _ z o o m _ i n _ a n d _ y o u _ c a n _ j u s t,string,
10,45,66207,WilliamNoel_2012S_323.23_329.97,6.74,323.23,329.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,what we did was we processed the images together  and we put two images into one blank screen,string,,w h a t _ w e _ d i d _ w a s _ w e _ p r o c e s s e d _ t h e _ i m a g e s _ t o g e t h e r _ _ a n d _ w e _ p u t _ t w o _ i m a g e s _ i n t o _ o n e _ b l a n k _ s c r e e n,string,
11,50,66212,WilliamNoel_2012S_354.81_364.12,9.31,354.81,364.12,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, dark in one image and bright in another  and it 'll come out dark but red  and then you can start to read it rather clearly  and that 's what it looks like,string,,_ d a r k _ i n _ o n e _ i m a g e _ a n d _ b r i g h t _ i n _ a n o t h e r _ _ a n d _ i t _ ' l l _ c o m e _ o u t _ d a r k _ b u t _ r e d _ _ a n d _ t h e n _ y o u _ c a n _ s t a r t _ t o _ r e a d _ i t _ r a t h e r _ c l e a r l y _ _ a n d _ t h a t _ ' s _ w h a t _ i t _ l o o k s _ l i k e,string,
13,29,66191,WilliamNoel_2012S_226.18_231.65,5.47,226.18,231.65,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, first problem was a conservation problem and this is the sort of thing that we had to deal with,string,,_ f i r s t _ p r o b l e m _ w a s _ a _ c o n s e r v a t i o n _ p r o b l e m _ a n d _ t h i s _ i s _ t h e _ s o r t _ o f _ t h i n g _ t h a t _ w e _ h a d _ t o _ d e a l _ w i t h,string,
16,51,66213,WilliamNoel_2012S_365.49_372.5,7.01,365.49,372.5,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,now that 's a before and after image but you don 't read the image on the screen like that you zoom in,string,,n o w _ t h a t _ ' s _ a _ b e f o r e _ a n d _ a f t e r _ i m a g e _ b u t _ y o u _ d o n _ ' t _ r e a d _ t h e _ i m a g e _ o n _ t h e _ s c r e e n _ l i k e _ t h a t _ y o u _ z o o m _ i n,string,
17,79,66241,WilliamNoel_2012S_538.06_546.26,8.2,538.06,546.26,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,it 's seventeen  thousand one hundred and fifty two divided into five hundred and thirty six families  and the important point about this,string,,i t _ ' s _ s e v e n t e e n _ _ t h o u s a n d _ o n e _ h u n d r e d _ a n d _ f i f t y _ t w o _ d i v i d e d _ i n t o _ f i v e _ h u n d r e d _ a n d _ t h i r t y _ s i x _ f a m i l i e s _ _ a n d _ t h e _ i m p o r t a n t _ p o i n t _ a b o u t _ t h i s,string,
20,34,66196,WilliamNoel_2012S_254.84_255.85,1.01,254.84,255.85,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, could,string,,_ c o u l d,string,
28,69,66231,WilliamNoel_2012S_479.93_483.57,3.64,479.93,483.57,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, now we weren 't actually going to put archimedes in that beam ,string,,_ n o w _ w e _ w e r e n _ ' t _ a c t u a l l y _ g o i n g _ t o _ p u t _ a r c h i m e d e s _ i n _ t h a t _ b e a m _,string,
30,9,66171,WilliamNoel_2012S_88_91.97,3.97,88.0,91.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,and archimedes codex c was just one of those seven,string,,a n d _ a r c h i m e d e s _ c o d e x _ c _ w a s _ j u s t _ o n e _ o f _ t h o s e _ s e v e n,string,
31,62,66224,WilliamNoel_2012S_434.52_440.3,5.78,434.52,440.3,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,and when it takes its place it sheds electromagnetic radiation it sheds an x ray,string,,a n d _ w h e n _ i t _ t a k e s _ i t s _ p l a c e _ i t _ s h e d s _ e l e c t r o m a g n e t i c _ r a d i a t i o n _ i t _ s h e d s _ a n _ x _ r a y,string,
33,84,66246,WilliamNoel_2012S_575.43_576.76,1.33,575.43,576.76,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, he and demosthenes,string,,_ h e _ a n d _ d e m o s t h e n e s,string,
34,18,66180,WilliamNoel_2012S_150.88_157.64,6.76,150.88,157.64,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, and it suffered very badly from mold this book is the definition of a write off,string,,_ a n d _ i t _ s u f f e r e d _ v e r y _ b a d l y _ f r o m _ m o l d _ t h i s _ b o o k _ i s _ t h e _ d e f i n i t i o n _ o f _ a _ w r i t e _ o f f,string,
35,23,66185,WilliamNoel_2012S_179.96_188.02,8.06,179.96,188.02,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, free  and he wanted to do this as a matter of principle  because not many people are really going to read archimedes,string,,_ f r e e _ _ a n d _ h e _ w a n t e d _ t o _ d o _ t h i s _ a s _ a _ m a t t e r _ o f _ p r i n c i p l e _ _ b e c a u s e _ n o t _ m a n y _ p e o p l e _ a r e _ r e a l l y _ g o i n g _ t o _ r e a d _ a r c h i m e d e s,string,
36,25,66187,WilliamNoel_2012S_191.92_201.49,9.57,191.92,201.49,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,so he gathered around himself the friends of archimedes  and he promised to pay for all the work and it was an expensive job  but actually it,string,,s o _ h e _ g a t h e r e d _ a r o u n d _ h i m s e l f _ t h e _ f r i e n d s _ o f _ a r c h i m e d e s _ _ a n d _ h e _ p r o m i s e d _ t o _ p a y _ f o r _ a l l _ t h e _ w o r k _ a n d _ i t _ w a s _ a n _ e x p e n s i v e _ j o b _ _ b u t _ a c t u a l l y _ i t,string,
40,87,66249,WilliamNoel_2012S_591.84_597.28,5.44,591.84,597.28,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,alexander the great went on to conquer the known world hyperides found himself on trial for treason ,string,,a l e x a n d e r _ t h e _ g r e a t _ w e n t _ o n _ t o _ c o n q u e r _ t h e _ k n o w n _ w o r l d _ h y p e r i d e s _ f o u n d _ h i m s e l f _ o n _ t r i a l _ f o r _ t r e a s o n _,string,
41,13,66175,WilliamNoel_2012S_115.64_124.99,9.35,115.64,124.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,the prayer book was discovered by this guy  johan ludvig heiberg in one thousand nine hundred and six and with just a magnifying glass  he transcribed as much of the text,string,,t h e _ p r a y e r _ b o o k _ w a s _ d i s c o v e r e d _ b y _ t h i s _ g u y _ _ j o h a n _ l u d v i g _ h e i b e r g _ i n _ o n e _ t h o u s a n d _ n i n e _ h u n d r e d _ a n d _ s i x _ a n d _ w i t h _ j u s t _ a _ m a g n i f y i n g _ g l a s s _ _ h e _ t r a n s c r i b e d _ a s _ m u c h _ o f _ t h e _ t e x t,string,
43,107,66269,WilliamNoel_2012S_718.46_723.55,5.09,718.46,723.55,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, it with as little control on that data as possible and that 's what he did,string,,_ i t _ w i t h _ a s _ l i t t l e _ c o n t r o l _ o n _ t h a t _ d a t a _ a s _ p o s s i b l e _ a n d _ t h a t _ ' s _ w h a t _ h e _ d i d,string,
46,58,66220,WilliamNoel_2012S_404.93_414.15,9.22,404.93,414.15,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,with this kind of imaging this kind of infrared ultraviolet invisible light imaging we were never going to image through the gold ground forgeries how were we going to do that well,string,,w i t h _ t h i s _ k i n d _ o f _ i m a g i n g _ t h i s _ k i n d _ o f _ i n f r a r e d _ u l t r a v i o l e t _ i n v i s i b l e _ l i g h t _ i m a g i n g _ w e _ w e r e _ n e v e r _ g o i n g _ t o _ i m a g e _ t h r o u g h _ t h e _ g o l d _ g r o u n d _ f o r g e r i e s _ h o w _ w e r e _ w e _ g o i n g _ t o _ d o _ t h a t _ w e l l,string,
47,73,66235,WilliamNoel_2012S_504.99_508,3.01,504.99,508.0,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, took about seventeen minutes to do a single page ,string,,_ t o o k _ a b o u t _ s e v e n t e e n _ m i n u t e s _ t o _ d o _ a _ s i n g l e _ p a g e _,string,
48,115,66277,WilliamNoel_2012S_777.73_788.01,10.28,777.73,788.01,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,now we at the walters art museum have followed this example  and we have put up all our manuscripts on the web for people to enjoy all the raw data all the descriptions ,string,,n o w _ w e _ a t _ t h e _ w a l t e r s _ a r t _ m u s e u m _ h a v e _ f o l l o w e d _ t h i s _ e x a m p l e _ _ a n d _ w e _ h a v e _ p u t _ u p _ a l l _ o u r _ m a n u s c r i p t s _ o n _ t h e _ w e b _ f o r _ p e o p l e _ t o _ e n j o y _ a l l _ t h e _ r a w _ d a t a _ a l l _ t h e _ d e s c r i p t i o n s _,string,
49,28,66190,WilliamNoel_2012S_212.23_224.24,12.01,212.23,224.24,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,they came from book conservation  they came from ancient mathematics they came from data management they came from scientific imaging and program management  and they got together to work on this manuscript ,string,,t h e y _ c a m e _ f r o m _ b o o k _ c o n s e r v a t i o n _ _ t h e y _ c a m e _ f r o m _ a n c i e n t _ m a t h e m a t i c s _ t h e y _ c a m e _ f r o m _ d a t a _ m a n a g e m e n t _ t h e y _ c a m e _ f r o m _ s c i e n t i f i c _ i m a g i n g _ a n d _ p r o g r a m _ m a n a g e m e n t _ _ a n d _ t h e y _ g o t _ t o g e t h e r _ t o _ w o r k _ o n _ t h i s _ m a n u s c r i p t _,string,
51,103,66265,WilliamNoel_2012S_688.75_692.63,3.88,688.75,692.63,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, license for anyone to use for any commercial purpose,string,,_ l i c e n s e _ f o r _ a n y o n e _ t o _ u s e _ f o r _ a n y _ c o m m e r c i a l _ p u r p o s e,string,
52,90,66252,WilliamNoel_2012S_609.81_618.45,8.64,609.81,618.45,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,consider the spartans they won enumerable victories but no one remembers what they are because they were all fought for selfish ends  the one battle,string,,c o n s i d e r _ t h e _ s p a r t a n s _ t h e y _ w o n _ e n u m e r a b l e _ v i c t o r i e s _ b u t _ n o _ o n e _ r e m e m b e r s _ w h a t _ t h e y _ a r e _ b e c a u s e _ t h e y _ w e r e _ a l l _ f o u g h t _ f o r _ s e l f i s h _ e n d s _ _ t h e _ o n e _ b a t t l e,string,
54,6,66168,WilliamNoel_2012S_62.76_66.95,4.19,62.76,66.95,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,now codex c is actually buried,string,,n o w _ c o d e x _ c _ i s _ a c t u a l l y _ b u r i e d,string,
57,61,66223,WilliamNoel_2012S_429.92_434.98,5.06,429.92,434.98,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,an electron from a shell farther out jumps in and takes its place ,string,,a n _ e l e c t r o n _ f r o m _ a _ s h e l l _ f a r t h e r _ o u t _ j u m p s _ i n _ a n d _ t a k e s _ i t s _ p l a c e _,string,
58,57,66219,WilliamNoel_2012S_401.84_403.86,2.02,401.84,403.86,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,, i can give them to you,string,,_ i _ c a n _ g i v e _ t h e m _ t o _ y o u,string,
60,82,66244,WilliamNoel_2012S_561.79_567.54,5.75,561.79,567.54,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/WilliamNoel_2012S.sph,sph,,WilliamNoel_2012S,string,,his book out of and one of them was a manuscript containing text by hyperides  now hyperides,string,,h i s _ b o o k _ o u t _ o f _ a n d _ o n e _ o f _ t h e m _ w a s _ a _ m a n u s c r i p t _ c o n t a i n i n g _ t e x t _ b y _ h y p e r i d e s _ _ n o w _ h y p e r i d e s,string,
