Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
143,28766,StevenJohnson_2010G_391.81_399.93,8.12,391.81,399.93,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2010G.sph,sph,,StevenJohnson_2010G,string,,now that 's a great idea but what i 'd like to say is that in fact this is a great metaphor for the way that ideas happen we like to think our breakthrough ideas  you know are like that $ forty thousand,string,,n o w _ t h a t _ ' s _ a _ g r e a t _ i d e a _ b u t _ w h a t _ i _ ' d _ l i k e _ t o _ s a y _ i s _ t h a t _ i n _ f a c t _ t h i s _ i s _ a _ g r e a t _ m e t a p h o r _ f o r _ t h e _ w a y _ t h a t _ i d e a s _ h a p p e n _ w e _ l i k e _ t o _ t h i n k _ o u r _ b r e a k t h r o u g h _ i d e a s _ _ y o u _ k n o w _ a r e _ l i k e _ t h a t _ $ _ f o r t y _ t h o u s a n d,string,
227,28850,StevenJohnson_2010G_946.12_950.26,4.14,946.12,950.26,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2010G.sph,sph,,StevenJohnson_2010G,string,,see i have these new nuclear submarines that i 'm building,string,,s e e _ i _ h a v e _ t h e s e _ n e w _ n u c l e a r _ s u b m a r i n e s _ t h a t _ i _ ' m _ b u i l d i n g,string,
390,145729,StevenJohnson_2003_539.11_549.66,10.55,539.11,549.66,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2003.sph,sph,,StevenJohnson_2003,string,,and that was one of the reasons why the web wasn 't quite as emergent as it could be because you needed two way linking you needed that kind of feedback mechanism to be able to really do interesting things well something like technorati,string,,a n d _ t h a t _ w a s _ o n e _ o f _ t h e _ r e a s o n s _ w h y _ t h e _ w e b _ w a s n _ ' t _ q u i t e _ a s _ e m e r g e n t _ a s _ i t _ c o u l d _ b e _ b e c a u s e _ y o u _ n e e d e d _ t w o _ w a y _ l i n k i n g _ y o u _ n e e d e d _ t h a t _ k i n d _ o f _ f e e d b a c k _ m e c h a n i s m _ t o _ b e _ a b l e _ t o _ r e a l l y _ d o _ i n t e r e s t i n g _ t h i n g s _ w e l l _ s o m e t h i n g _ l i k e _ t e c h n o r a t i,string,
144,28767,StevenJohnson_2010G_405.02_417.5,12.48,405.02,417.5,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2010G.sph,sph,,StevenJohnson_2010G,string,, together from whatever parts that happen to be around nearby we take ideas from other people from people we 've learned from from people we run into in the coffee shop  and we stitch them together into new forms and we create something new that 's really where innovation happens ,string,,_ t o g e t h e r _ f r o m _ w h a t e v e r _ p a r t s _ t h a t _ h a p p e n _ t o _ b e _ a r o u n d _ n e a r b y _ w e _ t a k e _ i d e a s _ f r o m _ o t h e r _ p e o p l e _ f r o m _ p e o p l e _ w e _ ' v e _ l e a r n e d _ f r o m _ f r o m _ p e o p l e _ w e _ r u n _ i n t o _ i n _ t h e _ c o f f e e _ s h o p _ _ a n d _ w e _ s t i t c h _ t h e m _ t o g e t h e r _ i n t o _ n e w _ f o r m s _ a n d _ w e _ c r e a t e _ s o m e t h i n g _ n e w _ t h a t _ ' s _ r e a l l y _ w h e r e _ i n n o v a t i o n _ h a p p e n s _,string,
358,145697,StevenJohnson_2003_313.93_321.23,7.3,313.93,321.23,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2003.sph,sph,,StevenJohnson_2003,string,,post 9 eleven in my neighborhood well it was the whole city the whole system kind of working on it and everybody contributing a small little part ,string,,p o s t _ 9 _ e l e v e n _ i n _ m y _ n e i g h b o r h o o d _ w e l l _ i t _ w a s _ t h e _ w h o l e _ c i t y _ t h e _ w h o l e _ s y s t e m _ k i n d _ o f _ w o r k i n g _ o n _ i t _ a n d _ e v e r y b o d y _ c o n t r i b u t i n g _ a _ s m a l l _ l i t t l e _ p a r t _,string,
359,145698,StevenJohnson_2003_321.19_325.11,3.92,321.19,325.11,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2003.sph,sph,,StevenJohnson_2003,string,,and this is increasingly what we 're starting to see on the web,string,,a n d _ t h i s _ i s _ i n c r e a s i n g l y _ w h a t _ w e _ ' r e _ s t a r t i n g _ t o _ s e e _ o n _ t h e _ w e b,string,
185,28808,StevenJohnson_2010G_706_715.72,9.72,706.0,715.72,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2010G.sph,sph,,StevenJohnson_2010G,string,,so in a sense  we often talk about the value of protecting intellectual property  you know building barricades having secretive r & d labs,string,,s o _ i n _ a _ s e n s e _ _ w e _ o f t e n _ t a l k _ a b o u t _ t h e _ v a l u e _ o f _ p r o t e c t i n g _ i n t e l l e c t u a l _ p r o p e r t y _ _ y o u _ k n o w _ b u i l d i n g _ b a r r i c a d e s _ h a v i n g _ s e c r e t i v e _ r _ & _ d _ l a b s,string,
279,123566,StevenJohnson_2016V_209.31_213.16,3.85,209.31,213.16,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2016V.sph,sph,,StevenJohnson_2016V,string,, this instrument was the first of its kind,string,,_ t h i s _ i n s t r u m e n t _ w a s _ t h e _ f i r s t _ o f _ i t s _ k i n d,string,
110,28733,StevenJohnson_2010G_156.85_167.15,10.3,156.85,167.15,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2010G.sph,sph,,StevenJohnson_2010G,string,,what i 've done is i 've looked at both environments like the coffeehouse i 've looked at media environments like the world wide web that have been extraordinarily innovative i 've gone back to the the history of the first cities ,string,,w h a t _ i _ ' v e _ d o n e _ i s _ i _ ' v e _ l o o k e d _ a t _ b o t h _ e n v i r o n m e n t s _ l i k e _ t h e _ c o f f e e h o u s e _ i _ ' v e _ l o o k e d _ a t _ m e d i a _ e n v i r o n m e n t s _ l i k e _ t h e _ w o r l d _ w i d e _ w e b _ t h a t _ h a v e _ b e e n _ e x t r a o r d i n a r i l y _ i n n o v a t i v e _ i _ ' v e _ g o n e _ b a c k _ t o _ t h e _ t h e _ h i s t o r y _ o f _ t h e _ f i r s t _ c i t i e s _,string,
218,28841,StevenJohnson_2010G_900_902.99,2.99,900.0,902.99,./ressources/audio/TEDLIUM_release-3/legacy/train/sph/StevenJohnson_2010G.sph,sph,,StevenJohnson_2010G,string,, the exact trajectory of this satellite,string,,_ t h e _ e x a c t _ t r a j e c t o r y _ o f _ t h i s _ s a t e l l i t e,string,
