,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,71,27150,DonaldSadoway_2012_494.53_497.34,2.81,494.53,497.34,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,different opposite density,string,,d i f f e r e n t _ o p p o s i t e _ d e n s i t y,string,
1,111,27190,DonaldSadoway_2012_730.08_740.21,10.13,730.08,740.21,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,, enough for us so a year and a half ago  david and i along with another research staff member formed a company to accelerate the rate of progress,string,,_ e n o u g h _ f o r _ u s _ s o _ a _ y e a r _ a n d _ a _ h a l f _ a g o _ _ d a v i d _ a n d _ i _ a l o n g _ w i t h _ a n o t h e r _ r e s e a r c h _ s t a f f _ m e m b e r _ f o r m e d _ a _ c o m p a n y _ t o _ a c c e l e r a t e _ t h e _ r a t e _ o f _ p r o g r e s s,string,
4,91,27170,DonaldSadoway_2012_600.76_602.45,1.69,600.76,602.45,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,, i hire a student,string,,_ i _ h i r e _ a _ s t u d e n t,string,
5,0,27079,DonaldSadoway_2012_13.24_15.99,2.75,13.24,15.99,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,, the electricity powering the lights in this theater,string,,_ t h e _ e l e c t r i c i t y _ p o w e r i n g _ t h e _ l i g h t s _ i n _ t h i s _ t h e a t e r,string,
6,11,27090,DonaldSadoway_2012_75_79.97,4.97,75.0,79.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,because then renewables such as wind and solar come,string,,b e c a u s e _ t h e n _ r e n e w a b l e s _ s u c h _ a s _ w i n d _ a n d _ s o l a r _ c o m e,string,
7,87,27166,DonaldSadoway_2012_584.76_586.78,2.02,584.76,586.78,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,pretty cool at,string,,p r e t t y _ c o o l _ a t,string,
9,58,27137,DonaldSadoway_2012_379.78_390.44,10.66,379.78,390.44,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,, water  but rather salt that 's melted  it 's this combination of liquid metal molten salt and high temperature that allows us to send high current through this thing,string,,_ w a t e r _ _ b u t _ r a t h e r _ s a l t _ t h a t _ ' s _ m e l t e d _ _ i t _ ' s _ t h i s _ c o m b i n a t i o n _ o f _ l i q u i d _ m e t a l _ m o l t e n _ s a l t _ a n d _ h i g h _ t e m p e r a t u r e _ t h a t _ a l l o w s _ u s _ t o _ s e n d _ h i g h _ c u r r e n t _ t h r o u g h _ t h i s _ t h i n g,string,
14,77,27156,DonaldSadoway_2012_515.7_521.47,5.77,515.7,521.47,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,one of the greatest benefits of being a professor  colored chalk,string,,o n e _ o f _ t h e _ g r e a t e s t _ b e n e f i t s _ o f _ b e i n g _ a _ p r o f e s s o r _ _ c o l o r e d _ c h a l k,string,
16,33,27112,DonaldSadoway_2012_208.28_213.01,4.73,208.28,213.01,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,two electrodes in this case metals of different composition,string,,t w o _ e l e c t r o d e s _ i n _ t h i s _ c a s e _ m e t a l s _ o f _ d i f f e r e n t _ c o m p o s i t i o n,string,
19,99,27178,DonaldSadoway_2012_640.63_647.5,6.87,640.63,647.5,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,which were paid with seed funds at mit i was able to attract major,string,,w h i c h _ w e r e _ p a i d _ w i t h _ s e e d _ f u n d s _ a t _ m i t _ i _ w a s _ a b l e _ t o _ a t t r a c t _ m a j o r,string,
22,88,27167,DonaldSadoway_2012_586.83_595.27,8.44,586.83,595.27,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,least in theory  but does it really work  so what to do next  we go to the laboratory ,string,,l e a s t _ i n _ t h e o r y _ _ b u t _ d o e s _ i t _ r e a l l y _ w o r k _ _ s o _ w h a t _ t o _ d o _ n e x t _ _ w e _ g o _ t o _ t h e _ l a b o r a t o r y _,string,
26,49,27128,DonaldSadoway_2012_300.84_304.97,4.13,300.84,304.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,so about six years ago i started thinking about this problem,string,,s o _ a b o u t _ s i x _ y e a r s _ a g o _ i _ s t a r t e d _ t h i n k i n g _ a b o u t _ t h i s _ p r o b l e m,string,
30,83,27162,DonaldSadoway_2012_563.03_567.9,4.87,563.03,567.9,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,the current  and this forces magnesium to ,string,,t h e _ c u r r e n t _ _ a n d _ t h i s _ f o r c e s _ m a g n e s i u m _ t o _,string,
36,29,27108,DonaldSadoway_2012_190.7_196.11,5.41,190.7,196.11,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,until volta nobody could imagine a professor could be of any use,string,,u n t i l _ v o l t a _ n o b o d y _ c o u l d _ i m a g i n e _ a _ p r o f e s s o r _ c o u l d _ b e _ o f _ a n y _ u s e,string,
39,108,27187,DonaldSadoway_2012_717.07_723.6,6.53,717.07,723.6,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,and we got the same remarkable results  and then it was onto the saucer that 's two hundred watt hours,string,,a n d _ w e _ g o t _ t h e _ s a m e _ r e m a r k a b l e _ r e s u l t s _ _ a n d _ t h e n _ i t _ w a s _ o n t o _ t h e _ s a u c e r _ t h a t _ ' s _ t w o _ h u n d r e d _ w a t t _ h o u r s,string,
41,28,27107,DonaldSadoway_2012_180.98_190.44,9.46,180.98,190.44,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,perhaps overlooked volta 's invention of the battery for the first time also demonstrated the utility of a professor,string,,p e r h a p s _ o v e r l o o k e d _ v o l t a _ ' s _ i n v e n t i o n _ o f _ t h e _ b a t t e r y _ f o r _ t h e _ f i r s t _ t i m e _ a l s o _ d e m o n s t r a t e d _ t h e _ u t i l i t y _ o f _ a _ p r o f e s s o r,string,
42,68,27147,DonaldSadoway_2012_469.66_474.69,5.03,469.66,474.69,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,with the periodic table  enunciated by another professor  dimitri,string,,w i t h _ t h e _ p e r i o d i c _ t a b l e _ _ e n u n c i a t e d _ b y _ a n o t h e r _ p r o f e s s o r _ _ d i m i t r i,string,
43,94,27173,DonaldSadoway_2012_618.61_626.04,7.43,618.61,626.04,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,what i didn 't tell david at the time was i myself wasn 't convinced it would work  but david 's young and he 's smart,string,,w h a t _ i _ d i d n _ ' t _ t e l l _ d a v i d _ a t _ t h e _ t i m e _ w a s _ i _ m y s e l f _ w a s n _ ' t _ c o n v i n c e d _ i t _ w o u l d _ w o r k _ _ b u t _ d a v i d _ ' s _ y o u n g _ a n d _ h e _ ' s _ s m a r t,string,
44,90,27169,DonaldSadoway_2012_597.98_599.81,1.83,597.98,599.81,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,seasoned professionals ,string,,s e a s o n e d _ p r o f e s s i o n a l s _,string,
46,9,27088,DonaldSadoway_2012_62.55_72.86,10.31,62.55,72.86,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,you see the battery is the key enabling device here with it we could draw electricity from the sun even when the sun doesn 't shine ,string,,y o u _ s e e _ t h e _ b a t t e r y _ i s _ t h e _ k e y _ e n a b l i n g _ d e v i c e _ h e r e _ w i t h _ i t _ w e _ c o u l d _ d r a w _ e l e c t r i c i t y _ f r o m _ t h e _ s u n _ e v e n _ w h e n _ t h e _ s u n _ d o e s n _ ' t _ s h i n e _,string,
48,25,27104,DonaldSadoway_2012_165.22_173.31,8.09,165.22,173.31,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,the battery was invented about two hundred years ago by a professor  alessandro volta at the university of padua in italy ,string,,t h e _ b a t t e r y _ w a s _ i n v e n t e d _ a b o u t _ t w o _ h u n d r e d _ y e a r s _ a g o _ b y _ a _ p r o f e s s o r _ _ a l e s s a n d r o _ v o l t a _ a t _ t h e _ u n i v e r s i t y _ o f _ p a d u a _ i n _ i t a l y _,string,
50,34,27113,DonaldSadoway_2012_212.58_218.92,6.34,212.58,218.92,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,and an electrolyte in this case salt dissolved in water  the science is that simple,string,,a n d _ a n _ e l e c t r o l y t e _ i n _ t h i s _ c a s e _ s a l t _ d i s s o l v e d _ i n _ w a t e r _ _ t h e _ s c i e n c e _ i s _ t h a t _ s i m p l e,string,
51,21,27100,DonaldSadoway_2012_141.6_145.96,4.36,141.6,145.96,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/DonaldSadoway_2012.sph,sph,,DonaldSadoway_2012,string,,'re going to get this country out of its current energy situation ,string,,' r e _ g o i n g _ t o _ g e t _ t h i s _ c o u n t r y _ o u t _ o f _ i t s _ c u r r e n t _ e n e r g y _ s i t u a t i o n _,string,
