,Unnamed: 0,index,ID,duration,start_seg,end_seg,wav,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,wrd,wrd_format,wrd_opts,char,char_format,char_opts
0,51,218134,AmyAdeleHasinoff_2016X_379.84_382.49,2.65,379.84,382.49,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,, problem it looks so safe right ,string,,_ p r o b l e m _ i t _ l o o k s _ s o _ s a f e _ r i g h t _,string,
1,91,218174,AmyAdeleHasinoff_2016X_661.76_670.33,8.57,661.76,670.33,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,but what if i got to decide if that image was forwardable or not this would tell you you don 't have my permission to send this image out,string,,b u t _ w h a t _ i f _ i _ g o t _ t o _ d e c i d e _ i f _ t h a t _ i m a g e _ w a s _ f o r w a r d a b l e _ o r _ n o t _ t h i s _ w o u l d _ t e l l _ y o u _ y o u _ d o n _ ' t _ h a v e _ m y _ p e r m i s s i o n _ t o _ s e n d _ t h i s _ i m a g e _ o u t,string,
2,93,218176,AmyAdeleHasinoff_2016X_675.91_682.46,6.55,675.91,682.46,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,, you can 't just send it out to as many people as you want  so why not try this with mobile phones,string,,_ y o u _ c a n _ ' t _ j u s t _ s e n d _ i t _ o u t _ t o _ a s _ m a n y _ p e o p l e _ a s _ y o u _ w a n t _ _ s o _ w h y _ n o t _ t r y _ t h i s _ w i t h _ m o b i l e _ p h o n e s,string,
4,76,218159,AmyAdeleHasinoff_2016X_550.97_556.6,5.63,550.97,556.6,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,, all of your health records are digitized but your doctor can 't just share them with anyone,string,,_ a l l _ o f _ y o u r _ h e a l t h _ r e c o r d s _ a r e _ d i g i t i z e d _ b u t _ y o u r _ d o c t o r _ c a n _ ' t _ j u s t _ s h a r e _ t h e m _ w i t h _ a n y o n e,string,
5,41,218124,AmyAdeleHasinoff_2016X_305.02_316.1,11.08,305.02,316.1,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,, sexting to try to prevent these privacy violations instead we need to make consent central to how we think about the circulation of our private information ,string,,_ s e x t i n g _ t o _ t r y _ t o _ p r e v e n t _ t h e s e _ p r i v a c y _ v i o l a t i o n s _ i n s t e a d _ w e _ n e e d _ t o _ m a k e _ c o n s e n t _ c e n t r a l _ t o _ h o w _ w e _ t h i n k _ a b o u t _ t h e _ c i r c u l a t i o n _ o f _ o u r _ p r i v a t e _ i n f o r m a t i o n _,string,
6,97,218180,AmyAdeleHasinoff_2016X_705.34_707.01,1.67,705.34,707.01,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,consequences ,string,,c o n s e q u e n c e s _,string,
7,13,218096,AmyAdeleHasinoff_2016X_102.85_104.97,2.12,102.85,104.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,and instead of worrying about,string,,a n d _ i n s t e a d _ o f _ w o r r y i n g _ a b o u t,string,
9,42,218125,AmyAdeleHasinoff_2016X_315.97_329.58,13.61,315.97,329.58,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,every new media technology raises privacy concerns in fact in the us the very first major debates about privacy were in response to technologies that were relatively new at the time,string,,e v e r y _ n e w _ m e d i a _ t e c h n o l o g y _ r a i s e s _ p r i v a c y _ c o n c e r n s _ i n _ f a c t _ i n _ t h e _ u s _ t h e _ v e r y _ f i r s t _ m a j o r _ d e b a t e s _ a b o u t _ p r i v a c y _ w e r e _ i n _ r e s p o n s e _ t o _ t e c h n o l o g i e s _ t h a t _ w e r e _ r e l a t i v e l y _ n e w _ a t _ t h e _ t i m e,string,
11,61,218144,AmyAdeleHasinoff_2016X_454.99_459.36,4.37,454.99,459.36,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,, that you are meaningfully and knowingly consenting to that medical procedure,string,,_ t h a t _ y o u _ a r e _ m e a n i n g f u l l y _ a n d _ k n o w i n g l y _ c o n s e n t i n g _ t o _ t h a t _ m e d i c a l _ p r o c e d u r e,string,
13,44,218127,AmyAdeleHasinoff_2016X_336.97_339.64,2.67,336.97,339.64,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,and newspaper gossip columns ,string,,a n d _ n e w s p a p e r _ g o s s i p _ c o l u m n s _,string,
16,3,218086,AmyAdeleHasinoff_2016X_38.33_39.84,1.51,38.33,39.84,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,though,string,,t h o u g h,string,
17,19,218102,AmyAdeleHasinoff_2016X_145.18_154.97,9.79,145.18,154.97,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,but they can 't photograph it some states have also tried passing sexting misdemeanor laws but these laws repeat the same,string,,b u t _ t h e y _ c a n _ ' t _ p h o t o g r a p h _ i t _ s o m e _ s t a t e s _ h a v e _ a l s o _ t r i e d _ p a s s i n g _ s e x t i n g _ m i s d e m e a n o r _ l a w s _ b u t _ t h e s e _ l a w s _ r e p e a t _ t h e _ s a m e,string,
19,109,218192,AmyAdeleHasinoff_2016X_791.15_800.25,9.1,791.15,800.25,/local_disk/idyie/tnguyen/TEDLIUM_release-3/legacy/train/sph/AmyAdeleHasinoff_2016X.sph,sph,,AmyAdeleHasinoff_2016X,string,,if you 're trying to figure out what to say instead try this imagine you 've run into your friend who broke their leg skiing ,string,,i f _ y o u _ ' r e _ t r y i n g _ t o _ f i g u r e _ o u t _ w h a t _ t o _ s a y _ i n s t e a d _ t r y _ t h i s _ i m a g i n e _ y o u _ ' v e _ r u n _ i n t o _ y o u r _ f r i e n d _ w h o _ b r o k e _ t h e i r _ l e g _ s k i i n g _,string,
